0.1	-1.4859
0.2	-1.0188
0.3	-0.5517
0.4	-0.0846
0.5	0.3825
0.6	0.8496
0.7	1.3167
0.8	1.7838
0.9	2.2509
1.0	2.7180
1.1	3.1851
1.2	3.6522
1.3	4.1193
1.4	4.5864
1.5	5.0535
1.6	5.5206
1.7	5.9877
1.8	6.4548
1.9	6.9219
2.0	7.3890
2.1	8.6587
2.2	9.9284
2.3	11.1981
2.4	12.4678
2.5	13.7375
2.6	15.0072
2.7	16.2769
2.8	17.5466
2.9	18.8163
3.0	20.0860
3.1	23.5372
3.2	26.9884
3.3	30.4396
3.4	33.8908
3.5	37.3420
3.6	40.7932
3.7	44.2444
3.8	47.6956
3.9	51.1468
4.0	54.5980
4.1	63.9795
4.2	73.3610
4.3	82.7425
4.4	92.1240
4.5	101.5055
4.6	110.8870
4.7	120.2685
4.8	129.6500
4.9	139.0315
5.0	148.4130
5.1	173.9146
5.2	199.4162
5.3	224.9178
5.4	250.4194
5.5	275.9210
5.6	301.4226
5.7	326.9242
5.8	352.4258
5.9	377.9274
6.0	403.4290
6.1	472.7494
6.2	542.0698
6.3	611.3902
6.4	680.7106
6.5	750.0310
6.6	819.3514
6.7	888.6718
6.8	957.9922
6.9	1027.3126
7.0	1096.6330
7.1	1285.0655
7.2	1473.4980
7.3	1661.9305
7.4	1850.3630
7.5	2038.7955
7.6	2227.2280
7.7	2415.6605
7.8	2604.0930
7.9	2792.5255
8.0	2980.9580
8.1	3493.1706
8.2	4005.3832
8.3	4517.5958
8.4	5029.8084
8.5	5542.0210
8.6	6054.2336
8.7	6566.4462
8.8	7078.6588
8.9	7590.8714
9.0	8103.0840
9.1	9495.4222
9.2	10887.7604
9.3	12280.0986
9.4	13672.4368
9.5	15064.7750
9.6	16457.1132
9.7	17849.4514
9.8	19241.7896
9.9	20634.1278
10.0	22026.4660
