pac4745_7148	pac8559_13190	3007	0.778	0	0	3007	7148	1	3100	0	13190	overlap
pac4745_7148	pac1461_9030	2549	0.808	0	0	2549	7148	0	6495	9030	9030	overlap
pac4745_7148	pac6425_4471	2097	0.785	0	0	2097	7148	0	2320	4471	4471	overlap
pac4745_7148	pac8852_20444	3776	0.760	0	0	3776	7148	1	3617	0	20444	overlap
pac4745_7148	pac4710_11440	3042	0.761	0	0	3042	7148	0	8209	11440	11440	overlap
pac8559_13190	pac4745_7148	3100	0.778	0	0	3100	13190	1	3007	0	7148	overlap
pac1461_9030	pac4745_7148	2535	0.808	0	6495	9030	9030	0	0	2549	7148	overlap
pac1461_9030	pac8852_20444	9030	0.794	0	0	9030	9030	1	9512	1295	20444	contained
pac1461_9030	pac4710_11440	9030	0.800	0	0	9030	9030	0	1789	10897	11440	contained
pac6425_4471	pac4745_7148	2151	0.785	0	2320	4471	4471	0	0	2097	7148	overlap
pac8852_20444	pac4745_7148	3617	0.760	0	0	3617	20444	1	3776	0	7148	overlap
pac8852_20444	pac1461_9030	8217	0.794	0	1295	9512	20444	1	9030	0	9030	overlap
pac4710_11440	pac4745_7148	3231	0.761	0	8209	11440	11440	0	0	3042	7148	overlap
pac4710_11440	pac1461_9030	9108	0.800	0	1789	10897	11440	0	0	9030	9030	contains
