00000000201503200000000019285100000020150320001
00820150320EQFJC   000000003800000000012460003900000000004383525    000                    S_R_E_OO_RTP   00000001107                              4050076003708520141209201412110000000020141211201412112015121110200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000011455000,00RHE      00C1 -0000000011329246,58RHE    0000,000000000,0000                                 QR000N1R88T2000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000010000000,000+0000000011329246,58RHE    +0000000000125753,42RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000114,5500000000114,5500011  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000011330000,00RHE    00000000113,3000000   20150320+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000221700,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000005277,45RHE    00,00000,000+000,18000  000000000000043835250+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003900000000004409918    000                    S_R_E_OO_RTP   00000001107                              2673598003708520150108201501090000000020150109201501092016010710200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000005644726,03RHE      00C1 -0000000005510000,00RHE    0000,000000000,0000                                 QR000N1R8715000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000005000000,000+0000000005510000,00RHE    +0000000000134726,03RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000112,8945000000112,8945211  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000005000000,00RHE    00000000100,0000000   20150108+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000170205,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000003061,17RHE    00,00000,000+000,18000  000000000000044099180+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003900000000004493159    000                    S_R_E_OO_RTP   00000001107                              4369419338216520150205201502090000000020150209201502092015121810200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000018060000,00RHE      00C1 -0000000017714383,56RHE    0000,000000000,0000                                 KF0519053184000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000015000000,000+0000000017714383,56RHE    +0000000000345616,44RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000120,4000000000120,4000011  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000017747100,00RHE    00000000118,3140000   20150320+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000409680,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000017491,52RHE    00,00000,000+000,13000  000000000000044931590+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000001021002100000212440003880000000004336649    000                    ERCB_OENAPU    00000491407.              .              0000927013923820141024201410280000000020141028201410289999999910200010+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000025218795,14HFQ      00C1 -0000000025200000,00HFQ    0000,000000000,0000                                 HF22532YNX08000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   2HFQ    1 +000000025000000,000+0000000025200000,00HFQ    +0000000000018795,14HFQ    +0000000000000000,00HFQ    21 4 +000000,00000+000000,00000+000000,00000+0000100,8752000000100,8751813  1+000000000000000,0000+0000000000000000,00       2                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000025000000,00HFQ    00000000100,0000000   20130927+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000060650,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000005092,85HFQ    00,00000,000+000,05000  000000000000043366490+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000001021002100000212440003880000000004336651    000                    ERCB_OENAPU    0000049140792195          92195          0000927013923820141024201410280000000020141028201410289999999910200010+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000025218795,14HFQ      00C1 -0000000025200000,00HFQ    0000,000000000,0000                                 HF22532ZNX80000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   2HFQ    1 +000000025000000,000+0000000025200000,00HFQ    +0000000000018795,14HFQ    +0000000000000000,00HFQ    21 4 +000000,00000+000000,00000+000000,00000+0000100,8752000000100,8751813  1+000000000000000,0000+0000000000000000,00       2                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000025000000,00HFQ    00000000100,0000000   20130927+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000060650,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000005092,85HFQ    00,00000,000+000,05000  000000000000043366510+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003900000000004408379    000                    S_R_E_OO_RTP   00000001107                              2672814477980720150107201501070000000020150107201501072016010610200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000010380000,00RHE      00C1 -0000000010319589,04RHE    0000,000000000,0000                                 KF0946639381000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000010000000,000+0000000010319589,04RHE    +0000000000060410,96RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000103,8000000000103,8000011  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000010286300,00RHE    00000000102,8630000   20140827+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000083840,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000005595,55RHE    00,00000,000+000,18000  000000000000044083790+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003720000000004534912    000                    S_R_E_OO_RTP   00000001107                              3964897477980720150319201503200000000020150320201503202015032710200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000003127050,82RHE      00C1 -0000000003102270,00RHE    0000,000000000,0000                                 KF0946639381000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   2RHE    0 +000000003000000,000+0000000003102270,00RHE    +0000000000024780,82RHE    +0000000000000000,00RHE    11 4 +000000,00000+000000,00000+000000,00000+0000104,2350000000104,2350314  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000003085890,00RHE    00000000102,8630000   20140827+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000025152,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000003126764,79RHE    00,00000,000-000,55000  000000000000045349120+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003720000000004534912    000                    S_R_E_OO_RTP   00000001107                              3964897477980720150319201503200000000020150320201503202015032710200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000003127050,82RHE      00P1 -0000000003102270,00RHE    0000,000000000,0000                                             000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000003000000,000+0000000003102270,00RHE    +0000000000024780,82RHE    +0000000000000000,00RHE    11 1 +000000,00000+000000,00000+000000,00000+0000104,2350000000104,2350316  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000003085890,00RHE    00000000102,8630000   20140827+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000025152,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000003126764,79RHE    00,00000,000-000,55000  000000000000045349120+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003900000000004411165    000                    S_R_E_OO_RTP   00000001107                              2666584014048320150108201501120000000020150112201501122016011110200030+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000005250000,00RHE      00C1 -0000000005234589,04RHE    0000,000000000,0000                                 NG000O049481000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000005000000,000+0000000005234589,04RHE    +0000000000015410,96RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000105,0000000000105,0000011  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000005000000,00RHE    00000000100,0000000   20150108+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000027570,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000002948,95RHE    00,00000,000+000,18000  000000000000044104240+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
00820150320EQFJC   000000003800000000012460003900000000004228134    000                    S_R_ERCB_RTPCBY00000001107                              0102202000156020140702201407070000000020140707201407072015070710200010+0000000000000000,00       +0000000000000000,00       +0000000000000000,00+0000000000000000,00+0000000010589000,00RHE      00C1 -0000000010505780,82RHE    0000,000000000,0000                                 KF0748955142000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000   00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                               000000000000000000000000000000  0000000000000,00    0                                       000000000000  00              +000,0000000     0000 000,00000000000000000               0  +00,000000000000000000000 0 00000000000000000000000000 0000000000000000000000000000000000                 0000+00000000000,00                   1RHE    0 +000000010000000,000+0000000010505780,82RHE    +0000000000083219,18RHE    +0000000000000000,00RHE    21 3 +000000,00000+000000,00000+000000,00000+0000105,8900000000105,8900011  1+000000000000000,0000+0000000000000000,00       1                              00000000000,0000000       00000000000000,0000       00000000000000,0000       0000000000000000,00       00000000000000000 000000000000000,0000000000000000000,00          +00,00000+00,00000+00,00000+00,00000+0000000000000000,00       +0000000000000000,00       0                                                               0+0000000010436700,00RHE    00000000104,3670000   20150320+0000000000000000,00       00000000000,0000000   00000000+0000000000000000,00       +0000000000000000,00         +0000000000018490,00       +0000000000000000,00       +0000000000000000,00       +0000000000000000,00       +0000000000004059,87RHE    00,00000,000+000,19000  000000000000042281340+0000000000000000,00       00000000+00000000000000,0000+000,0000000000                                    00000000                                 00000000          00000000                                                                                         000000000000                                                                                                                                                                                                    00000000000000000000000                                                       0                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    0                       0
