1	北海道江別市、札幌市、北広島市、空知郡南幌町	11	CDE
2	北海道恵庭市、千歳市	123	DE
3	北海道夕張市（富野を除く。）	123	DE
4-2	北海道夕張市富野、夕張郡	123	DE
6	北海道芦別市	124	DE
7	北海道赤平市、歌志内市、砂川市、滝川市、雨竜郡雨竜町、樺戸郡（浦臼町、新十津川町に限る。）、空知郡（上砂川町、奈井江町に限る。）	125	DE
8-2	北海道岩見沢市（宝水町を除く。）、美唄市、石狩郡新篠津村、樺戸郡月形町	126	DE
10	北海道岩見沢市宝水町、三笠市	1267	E
11-2	北海道石狩市	133	DE
12	北海道石狩郡当別町	133	DE
15	北海道小樽市	134	DE
16	北海道積丹郡、古平郡、余市郡	135	DE
17	北海道岩内郡、古宇郡	135	DE
18	北海道虻田郡（喜茂別町、京極町、倶知安町、ニセコ町、真狩村、留寿都村に限る。）、磯谷郡	136	DE
19	北海道島牧郡、寿都郡	136	DE
20	北海道茅部郡鹿部町	1372	E
21	北海道茅部郡森町	1374	E
22	北海道二海郡八雲町（熊石相沼町、熊石鮎川町、熊石泉岱町、熊石雲石町、熊石大谷町、熊石折戸町、熊石黒岩町、熊石見日町、熊石関内町、熊石平町、熊石畳岩町、熊石館平町、熊石泊川町、熊石鳴神町、熊石西浜町、熊石根崎町を除く。）	137	DE
23	北海道山越郡	1377	E
24	北海道久遠郡せたな町（大成区を除く。）、瀬棚郡	137	DE
25	北海道函館市、北斗市、亀田郡	138	DE
26	北海道上磯郡	1392	E
27	北海道松前郡	139	DE
28-2	北海道爾志郡、檜山郡	139	DE
30	北海道奥尻郡	1397	E
31	北海道久遠郡せたな町大成区、二海郡八雲町（熊石相沼町、熊石鮎川町、熊石泉岱町、熊石雲石町、熊石大谷町、熊石折戸町、熊石黒岩町、熊石見日町、熊石関内町、熊石平町、熊石畳岩町、熊石館平町、熊石泊川町、熊石鳴神町、熊石西浜町、熊石根崎町に限る。）	1398	E
32	北海道伊達市、虻田郡（洞爺湖町、豊浦町に限る。）、有珠郡	142	DE
33	北海道登別市、室蘭市	143	DE
34	北海道苫小牧市、白老郡	144	DE
35	北海道勇払郡（厚真町、安平町に限る。）	145	DE
36	北海道勇払郡むかわ町	145	DE
37	北海道沙流郡日高町（栄町西、栄町東、新町、千栄、富岡、日高、本町西、本町東、松風町、三岩、宮下町、山手町、若葉町を除く。）、新冠郡新冠町里平	1456	E
38	北海道沙流郡（平取町、日高町（栄町西、栄町東、新町、千栄、富岡、日高、本町西、本町東、松風町、三岩、宮下町、山手町、若葉町に限る。）に限る。）	1457	E
39-2	北海道浦河郡、様似郡	146	DE
41	北海道新冠郡新冠町（里平を除く。）、日高郡新ひだか町	146	DE
42	北海道幌泉郡	1466	E
43	北海道網走市、北見市常呂町、網走郡大空町（東藻琴、東藻琴清浦、東藻琴栄、東藻琴新富、東藻琴末広、東藻琴大進、東藻琴千草、東藻琴西倉、東藻琴福富、東藻琴明生、東藻琴山園に限る。）、斜里郡小清水町	152	DE
44	北海道斜里郡（清里町、斜里町に限る。 ）	152	DE
45	北海道網走郡（大空町（東藻琴、東藻琴清浦、東藻琴栄、東藻琴新富、東藻琴末広、東藻琴大進、東藻琴千草、東藻琴西倉、東藻琴福富、東藻琴明生、東藻琴山園に限る。）を除く。）	152	DE
46	北海道厚岸郡	153	DE
47	北海道根室市	153	DE
48	北海道標津郡中標津町、野付郡別海町（尾岱沼、尾岱沼港町、尾岱沼岬町、尾岱沼潮見町、床丹を除く。）	153	DE
49	北海道標津郡標津町、野付郡別海町（尾岱沼、尾岱沼港町、尾岱沼岬町、尾岱沼潮見町、床丹に限る。）、目梨郡	153	DE
50	北海道釧路市（音別町を除く。）、阿寒郡、釧路郡	154	DE
51	北海道釧路市音別町、白糠郡	1547	E
52	北海道川上郡	15	CDE
53	北海道帯広市、河西郡、河東郡音更町、中川郡幕別町（忠類朝日、忠類共栄、忠類協徳、忠類公親、忠類幸町、忠類栄町、忠類白銀町、忠類新生、忠類東宝、忠類中当、忠類錦町、忠類西当、忠類晩成、忠類日和、忠類古里、忠類幌内、忠類明和、忠類元忠類、忠類本町を除く。）	155	DE
54	北海道十勝郡、中川郡（池田町、豊頃町に限る。）	15	CDE
55	北海道中川郡幕別町（忠類朝日、忠類共栄、忠類協徳、忠類公親、忠類幸町、忠類栄町、忠類白銀町、忠類新生、忠類東宝、忠類中当、忠類錦町、忠類西当、忠類晩成、忠類日和、忠類古里、忠類幌内、忠類明和、忠類元忠類、忠類本町に限る。）、広尾郡	1558	E
56	北海道足寄郡、中川郡本別町	156	DE
57	北海道河東郡（上士幌町、士幌町に限る。）	1564	E
