node,neighbor,weight
aa5233,bx7525,0
aa5233,fr2296,0
aa5233,od2814,0
ab3886,su1485,0
ab3886,hq8064,0
ac7477,ok9103,0
ac7477,zj9867,0
ac7558,ih7919,0
ac7558,sy8858,0
ac7558,oy8324,0
ae8904,pi120,0
af1779,gi6491,0
af1779,rj5854,0
af1779,lk9550,0
af1779,oy8324,0
af1779,ce2492,0
ag5722,ok9103,0
ah4571,hv8592,0
ah4571,ot8931,0
ai1358,sr3372,0
ai1358,hh4186,0
ak4118,dq3437,0
ak4118,vv5266,0
ak4814,fy3651,0
al4959,pl2599,0
al4959,gm9678,0
am6042,bk8288,0
am9416,su2910,0
am9416,bf7284,0
am9416,uf3359,0
am9416,px7283,0
am9416,od148,0
an4403,gi8205,0
an4403,hi7649,0
as5311,rh2810,0
at4967,yc2224,0
at4967,eq7321,0
at4967,hk4353,0
au2939,hi4075,0
au7224,lz9845,0
au7224,ws3135,0
au7224,pl2599,0
au7224,em6133,0
au7224,tb8059,0
au7703,sf7629,0
au7703,xv6125,0
az184,lj7780,0
az184,rj5854,0
az1985,sy8858,0
az6386,fv7200,0
az6386,ir1804,0
az6386,pd6030,0
bc9189,zm6239,0
bc9189,zf3593,0
bc9189,hi7649,0
be9331,py5378,0
be9331,dp2336,0
be9331,ic7857,0
bf2896,fk9509,0
bf2896,cn6750,0
bf7284,am9416,0
bf7284,my4602,0
bf7284,tk2433,0
bg3981,ow6377,0
bh6421,dp2336,0
bk8288,ok9103,0
bk8288,sr9617,0
bk8288,dd8634,0
bk8288,am6042,0
bk8288,fm54,0
bm4147,ot8931,0
bm4147,eg2686,0
bn5781,jg8054,0
bo3143,qf3840,0
bx7525,hv8592,0
bx7525,aa5233,0
bx7525,tp6781,0
bx7525,fm54,0
ca1661,cz2959,0
ca1661,xh1648,0
cd1196,pd9443,0
cd1196,nb2508,0
ce2492,kk423,0
ce2492,af1779,0
ce2492,xf3819,0
cf913,uz246,0
cg5732,zq9947,0
cg5732,wb1473,0
cg5732,ch3596,0
cg5732,jp4131,0
ch3596,ir1804,0
ch3596,pg409,0
ch3596,cg5732,0
ch3596,ec1944,0
ci7288,va291,0
ci7288,fd912,0
ci7288,gl672,0
ci7288,od1494,0
ck9173,xn176,0
ck9173,or9035,0
cm986,zq9947,0
cm986,sb5092,0
cm986,lz9845,0
cm986,qv9989,0
cn6750,xv6125,0
cn6750,bf2896,0
cn6750,ct2566,0
cn8124,pg4318,0
cn8124,eh1473,0
cn9075,ge3490,0
cn9075,nv6812,0
cn9075,ws3135,0
cn9075,ti6048,0
cp7916,od1494,0
cp7916,vs1509,0
ct2566,zm6239,0
ct2566,cn6750,0
ct2566,wd2398,0
ct2566,sp7525,0
cu5046,tr1237,0
cw1950,zy949,0
cw1950,tx1494,0
cz2959,gx5104,0
cz2959,ca1661,0
cz2959,kq3776,0
cz2959,hh6395,0
cz4473,ne6428,0
cz4473,us8589,0
cz4473,yb9172,0
cz4473,ms2223,0
cz4473,fy3651,0
dd8634,wb1473,0
dd8634,bk8288,0
dd8634,pk3349,0
de467,hh733,0
de467,el6623,0
de467,tk2433,0
dg1351,wj9923,0
dg1351,rm3464,0
dg1351,ee7888,0
dg1351,yt4043,0
dg2812,ne6428,0
dg2812,ha2145,0
dg2812,zw5368,0
dh523,mq1731,0
dh523,ro9902,0
dh7890,uf3359,0
dh7890,gm9678,0
dh7890,od588,0
dj7704,hk6611,0
dj7704,pe9783,0
dj8643,si4037,0
dj8643,lz9845,0
