node,neighbor,weight,is_directed
"1","6",0,0
"1","8",0,0
"1","9",0,0
"2","7",0,0
"2","8",0,0
"2","9",0,0
"3","5",0,0
"3","6",0,0
"3","7",0,0
"3","8",0,0
"4","5",0,0
"4","6",0,0
"4","7",0,0
"4","9",0,0
"5","3",0,0
"5","4",0,0
"5","6",0,0
"5","7",0,0
"6","1",0,0
"6","3",0,0
"6","4",0,0
"6","5",0,0
"6","8",0,0
"6","9",0,0
"7","2",0,0
"7","3",0,0
"7","4",0,0
"7","5",0,0
"7","8",0,0
"7","9",0,0
"8","1",0,0
"8","2",0,0
"8","3",0,0
"8","6",0,0
"8","7",0,0
"8","9",0,0
"9","1",0,0
"9","2",0,0
"9","4",0,0
"9","6",0,0
"9","7",0,0
"9","8",0,0
