node,neighbor,weight,is_directed
"1","22",0,0
"1","23",0,0
"2","24",0,0
"2","25",0,0
"3","26",0,0
"3","27",0,0
"4","5",0,0
"4","15",0,0
"4","16",0,0
"5","4",0,0
"5","7",0,0
"5","16",0,0
"6","7",0,0
"6","11",0,0
"6","17",0,0
"7","5",0,0
"7","6",0,0
"7","17",0,0
"8","9",0,0
"8","15",0,0
"8","18",0,0
"9","8",0,0
"9","10",0,0
"9","19",0,0
"10","9",0,0
"10","13",0,0
"10","19",0,0
"11","6",0,0
"11","12",0,0
"11","20",0,0
"12","11",0,0
"12","14",0,0
"12","20",0,0
"13","10",0,0
"13","14",0,0
"13","21",0,0
"14","12",0,0
"14","13",0,0
"14","21",0,0
"15","4",0,0
"15","8",0,0
"15","18",0,0
"16","4",0,0
"16","5",0,0
"16","22",0,0
"17","6",0,0
"17","7",0,0
"17","23",0,0
"18","8",0,0
"18","15",0,0
"18","24",0,0
"19","9",0,0
"19","10",0,0
"19","25",0,0
"20","11",0,0
"20","12",0,0
"20","27",0,0
"21","13",0,0
"21","14",0,0
"21","26",0,0
"22","1",0,0
"22","16",0,0
"22","23",0,0
"23","1",0,0
"23","17",0,0
"23","22",0,0
"24","2",0,0
"24","18",0,0
"24","25",0,0
"25","2",0,0
"25","19",0,0
"25","24",0,0
"26","3",0,0
"26","21",0,0
"26","27",0,0
"27","3",0,0
"27","20",0,0
"27","26",0,0
