node,neighbor,weight,is_directed
"1","2",0,0
"1","3",0,0
"1","10",0,0
"1","11",0,0
"2","1",0,0
"2","9",0,0
"2","10",0,0
"2","11",0,0
"3","1",0,0
"3","8",0,0
"3","10",0,0
"3","11",0,0
"4","5",0,0
"4","6",0,0
"4","10",0,0
"4","11",0,0
"5","4",0,0
"5","7",0,0
"5","10",0,0
"5","11",0,0
"6","4",0,0
"6","8",0,0
"6","10",0,0
"6","11",0,0
"7","5",0,0
"7","9",0,0
"7","10",0,0
"7","11",0,0
"8","3",0,0
"8","6",0,0
"8","10",0,0
"8","11",0,0
"9","2",0,0
"9","7",0,0
"9","10",0,0
"9","11",0,0
"10","1",0,0
"10","2",0,0
"10","3",0,0
"10","4",0,0
"10","5",0,0
"10","6",0,0
"10","7",0,0
"10","8",0,0
"10","9",0,0
"11","1",0,0
"11","2",0,0
"11","3",0,0
"11","4",0,0
"11","5",0,0
"11","6",0,0
"11","7",0,0
"11","8",0,0
"11","9",0,0
