node,neighbor,weight,is_directed
"1","2",0,0
"1","3",0,0
"1","4",0,0
"2","1",0,0
"2","25",0,0
"2","26",0,0
"3","1",0,0
"3","25",0,0
"3","26",0,0
"4","1",0,0
"4","23",0,0
"4","24",0,0
"5","6",0,0
"5","7",0,0
"5","18",0,0
"6","5",0,0
"6","14",0,0
"6","25",0,0
"7","5",0,0
"7","15",0,0
"7","26",0,0
"8","9",0,0
"8","10",0,0
"8","11",0,0
"9","8",0,0
"9","16",0,0
"9","17",0,0
"10","8",0,0
"10","16",0,0
"10","17",0,0
"11","8",0,0
"11","12",0,0
"11","13",0,0
"12","11",0,0
"12","14",0,0
"12","15",0,0
"13","11",0,0
"13","14",0,0
"13","15",0,0
"14","6",0,0
"14","12",0,0
"14","13",0,0
"15","7",0,0
"15","12",0,0
"15","13",0,0
"16","9",0,0
"16","10",0,0
"16","19",0,0
"17","9",0,0
"17","10",0,0
"17","20",0,0
"18","5",0,0
"18","19",0,0
"18","20",0,0
"19","16",0,0
"19","18",0,0
"19","21",0,0
"20","17",0,0
"20","18",0,0
"20","22",0,0
"21","19",0,0
"21","23",0,0
"21","24",0,0
"22","20",0,0
"22","23",0,0
"22","24",0,0
"23","4",0,0
"23","21",0,0
"23","22",0,0
"24","4",0,0
"24","21",0,0
"24","22",0,0
"25","2",0,0
"25","3",0,0
"25","6",0,0
"26","2",0,0
"26","3",0,0
"26","7",0,0
