node,neighbor,weight,is_directed
"1","34",0,0
"1","35",0,0
"2","36",0,0
"2","37",0,0
"3","38",0,0
"3","39",0,0
"4","40",0,0
"4","70",0,0
"5","41",0,0
"5","71",0,0
"6","42",0,0
"6","72",0,0
"7","43",0,0
"7","73",0,0
"8","44",0,0
"8","75",0,0
"9","45",0,0
"9","74",0,0
"10","46",0,0
"10","76",0,0
"11","47",0,0
"11","77",0,0
"12","48",0,0
"12","78",0,0
"13","49",0,0
"13","79",0,0
"14","50",0,0
"14","81",0,0
"15","51",0,0
"15","80",0,0
"16","52",0,0
"16","58",0,0
"17","53",0,0
"17","59",0,0
"18","54",0,0
"18","60",0,0
"19","55",0,0
"19","61",0,0
"20","56",0,0
"20","63",0,0
"21","57",0,0
"21","62",0,0
"22","28",0,0
"22","60",0,0
"22","65",0,0
"23","29",0,0
"23","61",0,0
"23","66",0,0
"24","30",0,0
"24","58",0,0
"24","67",0,0
"25","31",0,0
"25","62",0,0
"25","68",0,0
"26","32",0,0
"26","63",0,0
"26","69",0,0
"27","33",0,0
"27","59",0,0
"27","64",0,0
"28","22",0,0
"28","29",0,0
"28","65",0,0
"29","23",0,0
"29","28",0,0
"29","66",0,0
"30","24",0,0
"30","31",0,0
"30","67",0,0
"31","25",0,0
"31","30",0,0
"31","68",0,0
"32","26",0,0
"32","33",0,0
"32","69",0,0
"33","27",0,0
"33","32",0,0
"33","64",0,0
"34","1",0,0
"34","35",0,0
"34","45",0,0
"35","1",0,0
"35","34",0,0
"35","44",0,0
"36","2",0,0
"36","37",0,0
"36","40",0,0
"37","2",0,0
"37","36",0,0
"37","41",0,0
"38","3",0,0
"38","39",0,0
"38","42",0,0
"39","3",0,0
"39","38",0,0
"39","43",0,0
"40","4",0,0
"40","36",0,0
"40","70",0,0
"41","5",0,0
"41","37",0,0
"41","71",0,0
"42","6",0,0
"42","38",0,0
"42","72",0,0
"43","7",0,0
"43","39",0,0
"43","73",0,0
"44","8",0,0
"44","35",0,0
"44","75",0,0
"45","9",0,0
"45","34",0,0
"45","74",0,0
"46","10",0,0
"46","53",0,0
"46","76",0,0
"47","11",0,0
"47","54",0,0
"47","77",0,0
"48","12",0,0
"48","55",0,0
"48","78",0,0
"49","13",0,0
"49","52",0,0
"49","79",0,0
"50","14",0,0
"50","57",0,0
"50","81",0,0
"51","15",0,0
"51","56",0,0
"51","80",0,0
"52","16",0,0
"52","49",0,0
"52","58",0,0
"53","17",0,0
"53","46",0,0
"53","59",0,0
"54","18",0,0
"54","47",0,0
"54","60",0,0
"55","19",0,0
"55","48",0,0
"55","61",0,0
"56","20",0,0
"56","51",0,0
"56","63",0,0
"57","21",0,0
"57","50",0,0
"57","62",0,0
"58","16",0,0
"58","24",0,0
"58","52",0,0
"59","17",0,0
"59","27",0,0
"59","53",0,0
"60","18",0,0
"60","22",0,0
"60","54",0,0
"61","19",0,0
"61","23",0,0
"61","55",0,0
"62","21",0,0
"62","25",0,0
"62","57",0,0
"63","20",0,0
"63","26",0,0
"63","56",0,0
"64","27",0,0
"64","33",0,0
"64","65",0,0
"64","76",0,0
"65","22",0,0
"65","28",0,0
"65","64",0,0
"65","77",0,0
"66","23",0,0
"66","29",0,0
"66","67",0,0
"66","78",0,0
"67","24",0,0
"67","30",0,0
"67","66",0,0
"67","79",0,0
"68","25",0,0
"68","31",0,0
"68","69",0,0
"68","81",0,0
"69","26",0,0
"69","32",0,0
"69","68",0,0
"69","80",0,0
"70","4",0,0
"70","40",0,0
"70","71",0,0
"70","76",0,0
"71","5",0,0
"71","41",0,0
"71","70",0,0
"71","77",0,0
"72","6",0,0
"72","42",0,0
"72","73",0,0
"72","78",0,0
"73","7",0,0
"73","43",0,0
"73","72",0,0
"73","79",0,0
"74","9",0,0
"74","45",0,0
"74","75",0,0
"74","81",0,0
"75","8",0,0
"75","44",0,0
"75","74",0,0
"75","80",0,0
"76","10",0,0
"76","46",0,0
"76","64",0,0
"76","70",0,0
"77","11",0,0
"77","47",0,0
"77","65",0,0
"77","71",0,0
"78","12",0,0
"78","48",0,0
"78","66",0,0
"78","72",0,0
"79","13",0,0
"79","49",0,0
"79","67",0,0
"79","73",0,0
"80","15",0,0
"80","51",0,0
"80","69",0,0
"80","75",0,0
"81","14",0,0
"81","50",0,0
"81","68",0,0
"81","74",0,0
