"2008-08-06 12:53:06","How to Be a Public Company CEO | Dare Mighty Things","http://www.ryanallis.com/how-to-be-a-public-company-ceo/"
"2008-08-06 12:58:59","Google Docs","http://docs.google.com/"
"2008-08-06 13:03:04","Facebook","http://www.facebook.com/"
"2008-08-06 13:04:04","Delano Mandelbaum","http://murderer.ca/"
"2008-08-06 13:05:05","Tumblr","http://www.tumblr.com/"
"2008-08-06 13:05:58","How I lost $20,000,000+ in 18 months! ","http://www.texasstartupblog.com/2008/08/04/layerone/"
"2008-08-06 13:25:05","zerosum dirt(nap) - Clone Pastie in 15 Minutes with Sinatra & DataMapper","http://blog.zerosum.org/2007/11/5/build-a-simple-pastie-clone-with-sinatra-datamapper-in-15-minutes"
"2008-08-06 13:51:57","MySpace","http://www.myspace.com/"
"2008-08-06 23:11:21","A Coder in Courierland","http://www.kuro5hin.org/story/2005/3/19/133129/548"
"2008-08-06 23:32:52","TechBlog: The price difference between Macs and PCs widens","http://blogs.chron.com/techblog/archives/2008/08/the_price_difference_between_macs_and_pcs_wid.html"
"2008-08-06 23:50:55","Movie box office charts","http://www.xach.com/moviecharts/"
"2008-08-07 00:28:00","RA DIOHEA_D / HOU SE OF_C ARDS","http://code.google.com/creative/radiohead/viewer.html"
"2008-08-07 01:15:32","Processing 1.0 (BETA)","http://processing.org/"
"2008-08-07 01:31:19","Chris Bergson : MUSIC","http://www.chrisbergson.com/music/"
"2008-08-07 11:45:19","thisisby.us - A soldier's description of Obama's Visit","http://thisisby.us/index.php/content/a_soldier__s_description_of_obama__s_visit"
"2008-08-07 12:25:03","Schneier.com","http://www.schneier.com/"
"2008-08-07 12:25:59","Schneier on Security: U.S. Government Policy for Seizing Laptops at Borders","http://www.schneier.com/blog/archives/2008/08/us_government_p.html"
"2008-08-07 12:42:32","McSweeney's Internet Tendency: Reviews of New Food","http://mcsweeneys.net/links/newfood/"
"2008-08-07 17:45:59","Why Free Software usability tends to suck","http://web.archive.org/web/20051125183807/http://mpt.phrasewise.com/discuss/msgReader$173"
"2008-08-07 18:11:12","HyperPhysics","http://hyperphysics.phy-astr.gsu.edu/hbase/hframe.html"
"2008-08-07 18:15:30","4000 miles. I don’t know why.","http://samsanders.net/wordpress/"
"2008-08-07 18:58:23","10 Things","http://blogs.techrepublic.com.com/10things/"
"2008-08-07 19:28:06","Avoid the Venture Capital Trap: Fund Your Own Business [mp3]","http://www.webvisionsevent.com/podcasts/2008/Haughey.mp3"
"2008-08-08 09:18:47","PILOTed: What I Learned Buying a Rug in Turkey","http://academicbiz.typepad.com/piloted/2007/01/what_i_learned_.html"
"2008-08-08 09:41:08","Hacker News | Hackers' Screenshots","http://news.ycombinator.com/item?id=270121"
"2008-08-08 09:49:36","8 Timeless Classic Movies That Critics Are Afraid Of","http://www.flixster.com/articles/eight-movies-we-are-afraid-to-criticize"
"2008-08-08 09:51:53","Slow Motion Lightning Video is Mindblowing, Will Sell a Thousand Slo-Mo Cameras","http://gizmodo.com/5034458/slow-motion-lightning-video-is-mindblowing-will-sell-a-thousand-slo+mo-cameras"
"2008-08-08 09:53:58","Tokyo After The Apocalypse","http://www.environmentalgraffiti.com/featured/tokyo-after-the-apocalypse-pics/1558"
"2008-08-08 10:01:40","Dezeen  architecture and design magazine   ","http://www.dezeen.com/"
"2008-08-08 10:16:22","NYPD Bruise - Critical Mass July 29, 2008","http://www.thesmokinggun.com/archive/years/2008/0729081bike1.html"
"2008-08-08 10:18:53","Bouillon project: Is Wikipedia saturated? Yep! Last year.","http://oc-co.org/?p=124"
"2008-08-08 10:23:26","the physics arXiv blog: Schroedinger-like PageRank wave equation could revolutionise web rankings ","http://arxivblog.com/?p=558"
"2008-08-08 10:35:33","US animal-rights extremists firebomb scientists' home, car","http://arstechnica.com/news.ars/post/20080808-us-animal-rights-extremists-firebomb-scientists-home-car.html"
"2008-08-08 10:51:36","Git vs. Mercurial: Please Relax","http://importantshock.wordpress.com/2008/08/07/git-vs-mercurial/"
"2008-08-08 11:17:10","Danny O'Brien's Oblomovka: Copyright, Fraud and Window Taxes (No, not that Windows)","http://www.oblomovka.com/wp/2008/08/07/copyright-fraud-and-window-taxes-no-not-that-windows/"
"2008-08-08 11:38:11","Daring Fireball: It's a Core Location Blacklist","http://daringfireball.net/2008/08/core_location_blacklist"
"2008-08-08 11:41:46","Minimalist Fitness: How to Get In Lean Shape With Little or No Equipment","http://zenhabits.net/2008/08/minimalist-fitness-how-to-get-in-lean-shape-with-little-or-no-equipment/"
"2008-08-08 11:44:27","Apple removes $1,000 featureless iPhone application","http://latimesblogs.latimes.com/technology/2008/08/iphone-i-am-ric.html"
"2008-08-08 11:58:33","The Wizard Behind Beijing's Opening Night","http://www.nytimes.com/2008/08/08/sports/olympics/08guru.html?_r=1&oref=slogin"
"2008-08-12 02:35:03","War Nerd: South Ossetia, The War of My Dreams ","http://exiledonline.com/war-nerd-south-ossetia-the-war-of-my-dreams/"
"2008-08-12 11:15:55","Telegraph solves the mystery of the travelling Gnome  - Telegraph","http://www.telegraph.co.uk/news/newstopics/howaboutthat/2543264/Telegraph-solves-the-mystery-of-the-travelling-Gnome.html"
"2008-08-12 11:26:36","Sportscaster Bob Costas Shows Up Political Colleagues In George Bush Interview","http://www.huffingtonpost.com/2008/08/11/sportscaster-bob-costas-s_n_118209.html"
"2008-08-12 11:32:18","Miro - free, open source internet tv and video player","http://www.getmiro.com/"
"2008-08-12 14:55:58","Stevey's Blog Rants: Business Requirements are Bullshit","http://steve-yegge.blogspot.com/2008/08/business-requirements-are-bullshit.html"
"2008-08-12 22:43:58","Want to live a long life? Run","http://www.reuters.com/article/newsOne/idUSN1137903420080812?pageNumber=1&virtualBrandChannel=0"
"2008-08-12 22:46:59","Pink box testing","http://neilbowers.wordpress.com/2008/08/11/pink-box-testing/"
"2008-08-12 22:49:31","UI Guru Jakob Nielsen's Site Is Unreadable","http://whydoeseverythingsuck.com/2008/08/ui-guru-jakob-nielsens-site-is.html"
"2008-08-12 23:01:49","Application Rewrites after Acquisitions: How Large Software Companies Destroy Startup Value","http://www.25hoursaday.com/weblog/2008/08/12/ApplicationRewritesAfterAcquisitionsHowLargeSoftwareCompaniesDestroyStartupValue.aspx"
"2008-08-13 00:45:43","My Interview Experience at Microsoft","http://www.philosophicalgeek.com/2008/08/10/my-interview-experience-at-microsoft/"
"2008-08-13 01:00:23","YouTube - Solving the 2006 IMO Problems: Day 1 [video]","http://www.youtube.com/watch?v=3tpDqliD6Ss"
"2008-08-13 02:21:48","YouTube - Police Officer Addresses Anonymous","http://www.youtube.com/watch?v=bTcTiawuWWo&feature=related"
"2008-08-13 02:42:15","Someone Missed A Science Class [video]","http://www.bythefault.com/2008/08/10/someone-missed-a-science-class/"
"2008-08-13 02:42:42","Mammoth 5 Ton Shark caught in China","http://www.weirdasianews.com/2007/05/31/mammoth-5-ton-shark-caught-in-china/"
"2008-08-13 02:45:27","14 Cool Computer Keyboards for Geeks","http://www.walyou.com/blog/2008/08/12/14-most-weird-keyboads-to-own/"
"2008-08-13 02:48:33","ThinkPad W700: Lenovo Intros Biggest ThinkPad Yet","http://www.notebooks.com/2008/08/11/thinkpad-w700-lenovo-intros-biggest-thinkpad-yet-videos/"
"2008-08-13 02:50:11","Press Release: Bigfoot Corpse in Georgia 'Real Deal' - UPDATED: Photos Released!","http://www.phantomsandmonsters.com/2008/08/press-release-bigfoot-corpse-in-georgia.html"
"2008-08-13 02:53:34","Extremely steep stairs [pic]","http://i36.tinypic.com/adzqy1.jpg"
"2008-08-13 02:57:30","The Pill Makes Women Pick Bad Mates - Yahoo! News","http://news.yahoo.com/s/livescience/20080813/sc_livescience/thepillmakeswomenpickbadmates"
