name_id,name_en
"Es kristal",-
"Es silinder",-
"sirup maple","maple syrup"
"sirup maple [pemanis alami]","maple syrup [natural sweetener]"
"sirup topping maple","maple topping syrups"
"saus maple (salad)","maple vinaigrette dressing"
"marinades (cairan yang memberikan rasa asin)",marinades
marsmalow,marshmallows
"topping marshmallow","marshmallow topping"
marzipan,marzipan
"dekorasi marzipan untuk kue","marzipan decorations for cakes"
"bahan pengganti marzipan","marzipan substitutes"
"maté (minuman infused)",maté
"matzo [roti tak beragi]","matzo [unleavened flatbread]"
mayones,mayonnaise
"saus daging","meat gravies"
"pai daging","meat pies"
"pelunak daging untuk keperluan rumah tangga","meat tenderizers for household purposes"
"kulit pai meringue","meringue pie shells"
"meringues (kue)",meringues
"microwave popcorn","microwave popcorn"
"cokelat yang mengandung susu","milk chocolate"
"teh susu, berbahan dasar tanpa-susu","milk tea, non-milk based"
"teh susu, teh yang mendominasi","milk tea, tea predominating"
"mille-feuilles (kue)",mille-feuilles
"kue millet","millet cakes"
"pai daging cincang","mincemeat pies"
"mint, dikeringkan","mint, dried"
"permen rasa mint","mint-flavored candy"
"mint untuk permen","mint for confectionery"
"permen mint untuk menyegarkan nafas","mints for breath freshening"
"mirror icing [mirror glaze] (sejenis kue)","mirror icing [mirror glaze]"
"pasta kacang miso","miso bean paste"
"campuran untuk membuat teh chai","mixes for making chai tea"
"campuran untuk membuat teh kangzhuan","mixes for making kangzhuan tea"
"campuran untuk membuat teh kombucha","mixes for making kombucha tea"
"campuran untuk membuat teh","mixes for making tea"
"campuran untuk sediaan saus","mixes for preparing sauces"
"campuran untuk sediaan roti dalam bentuk pasta","mixes for the preparation of bread in paste form"
"campuran untuk sediaan roti dalam bentuk bubuk","mixes for the preparation of bread in powder form"
"mizo-yokan-no-moto [Campuran gula Jepang berbahan dasar adzuki bean jelly]","mizo-yokan-no-moto [Japanese confectionery mixes based on sweet adzuki bean jelly]"
"molase untuk makanan","molasses for food"
"sirup molase untuk keperluan kuliner","molasses syrup for culinary purposes"
"snack bar berbasis muesli","muesli-based snack bars"
"makanan penutup muesli","muesli desserts"
"campuran muffin","muffin mixes"
Muffins,muffins
"mugi-cha [teh barley panggang]","mugi-cha [roasted barley tea]"
"mukhwas [permen untuk menyegarkan nafas]","mukhwas [mints for breath freshening]"
"bagel multigrain","multigrain bagels"
"roti multigrain","multigrain bread"
"tepung kacang hijau","mung bean flour"
"gula muscovado","muscovado sugar"
moster,mustard
"bubuk mustard [rempah-rempah]","mustard powder [spice]"
"teh hijau nanah mint","nanah mint green tea"
"pemanis alami","natural sweeteners"
