name_id,name_en
"bobot pergelangan tangan untuk berolahraga","wrist weights for exercise"
"blok yoga","yoga blocks"
"yoga guling","yoga bolsters"
"batu bata yoga","yoga bricks"
"alat peraga yoga di alam roda yoga","yoga props in the nature of yoga wheels"
"tali yoga","yoga straps"
"roda yoga","yoga wheels"
yo-yo,yo-yos
"yumi [busur untuk memanah Jepang]","yumi [bows for Japanese archery]"
"aparatus garis zip untuk tujuan rekreasi","zip line apparatus for recreational purposes"
"kursi reel","reel seats"
"gulungan untuk memancing","reels for fishing"
"target udara miniatur yang dikendalikan dari jarak jauh untuk olahraga","remote-controlled miniature aerial targets for sports"
"kendaraan model skala yang dikendalikan dari jarak jauh","remote-controlled scale model vehicles"
"pesawat terbang mainan yang dikendalikan dari jarak jauh","remote-controlled toy airplanes"
"mobil mainan yang dikendalikan dari jarak jauh","remote-controlled toy automobiles"
"kapal mainan yang dikendalikan dari jarak jauh","remote-controlled toy boats"
"mobil mainan yang dikendalikan dari jarak jauh","remote-controlled toy cars"
"helikopter mainan yang dikendalikan dari jarak jauh","remote-controlled toy helicopters"
"mobil balap mainan yang dikendalikan dari jarak jauh","remote-controlled toy racing cars"
"robot mainan yang dikendalikan dari jarak jauh","remote-controlled toy robots"
"mainan yang dikendalikan dari jarak jauh","remote-controlled toys"
"kendaraan mainan yang dikendalikan dari jarak jauh","remote-controlled toy vehicles"
"kontrol jarak jauh untuk mengoperasikan mainan dalam bentuk kendaraan","remote controls for operating toys in the form of vehicles"
"kontrol jarak jauh untuk mainan","remote controls for toys"
"mesin resistensi untuk berolahraga","resistance machines for exercise"
"tali pengikat untuk bodyboard","restraint straps for bodyboards"
"pita senam ritmik","rhythmic gymnastics ribbons"
"naik mobil mainan","ride-on toy cars"
"Mainan yang dapat dinaiki","ride-on toys"
"permainan gelang","ring games"
"cincin untuk senam","rings for gymnastics"
"kuda goyang","rocking horses"
"tongkat pancing","rods for fishing"
"permainan peran","role playing games"
"rol untuk sepeda latihan stasioner","rollers for stationary exercise bicycles"
"sepatu roda","roller skates"
"ski roller","roller skis"
"rosin digunakan oleh atlet","rosin used by athletes"
"chip roulette","roulette chips"
"meja roulette","roulette tables"
"mesin dayung","rowing machines"
"bola karet","rubber balls"
"bola karet","rubber baseballs"
"mainan karakter karet","rubber character toys"
"bebek karet","rubber ducks"
"mainan karet","rubber toys"
"bola rugby","rugby balls"
"pedang untuk pagar","sabers for fencing"
"safety padding untuk badminton uprights","safety padding for badminton uprights"
"bantalan pengaman untuk bola voli tegak","safety padding for volleyball uprights"
"tali kaki papan layar","sailboard foot straps"
"papan layar",sailboards
"papan layar menggabungkan layar","sailboards incorporating sails"
"kotak pasir [mainan]","sandboxes [playthings]"
"mainan kotak pasir","sandbox toys"
"mainan pasir","sand toys"
"pesawat model skala","scale model aircraft"
"pesawat model skala","scale model airplanes"
"sepeda model skala menjadi mainan","scale model bicycles being playthings"
"bangunan model skala [mainan]","scale model buildings [toys]"
"mobil model skala [mainan]","scale model cars [toys]"
"angka model skala [mainan]","scale model figures [toys]"
"kit model skala [mainan]","scale model kits [toys]"
"perahu motor model skala","scale model motorboats"
"kru pit model skala","scale model pit crews"
"mobil balap model skala","scale model racing cars"
"mainan portabel yang menggabungkan fungsi telekomunikasi","portable toys incorporating telecommunication functions"
"tokoh mainan diposisikan","positionable toy figures"
"alat permainan lelucon praktis","practical joke novelty toys"
"berlatih jaring untuk baseball","practice nets for baseball"
"berlatih jaring untuk kriket","practice nets for cricket"
"berlatih jaring untuk golf","practice nets for golf"
"praktikkan pucks dalam sifat busa atau gel yang terbungkus","practice pucks in the nature of an encased foam or gel"
"tiket lotere tercetak","printed lottery tickets"
"bumper pelindung dari karet, busa dan plastik untuk peralatan senam","protective bumpers of rubber, foam and plastic for gymnastic equipment"
"tas jinjing pelindung yang diadaptasi khusus untuk peralatan gim video genggam","protective carrying cases specially adapted for hand-held video game apparatus"
"tas jinjing pelindung yang diadaptasi khusus untuk permainan video genggam","protective carrying cases specially adapted for handheld video games"
"tas jinjing pelindung yang diadaptasi khusus untuk konsol video game untuk digunakan dengan tampilan layar eksternal atau monitor","protective carrying cases specially adapted for video game consoles for use with an external display screen or monitor"
"penutup pelindung untuk raket","protective covers for rackets"
"film pelindung disesuaikan untuk game portabel dengan layar kristal cair","protective films adapted for portable games with liquid crystal displays"
"film pelindung yang disesuaikan untuk layar untuk game portabel","protective films adapted for screens for portable games"
"lapisan pelindung untuk bermain olahraga","protective padding for playing sports"
"bantalan pelindung untuk skateboard","protective padding for skateboarding"
"lapisan pelindung untuk papan luncur salju","protective padding for snowboarding"
"bantalan pelindung [bagian dari pakaian olahraga]","protective paddings [parts of sports suits]"
"bantalan pelindung untuk digunakan dalam olahraga","protective pads for use in sports"
"tarik mobil mainan","pull-along toy cars"
"tarik mainan","pull-along toys"
"tarik mainan kendaraan","pull-along toy vehicles"
"tarik mainan","pull toys"
"pompa untuk menggembungkan bola olahraga","pumps for inflating sports balls"
"pompa disesuaikan secara khusus untuk digunakan dengan bola untuk game","pumps specially adapted for use with balls for games"
"karung tinju untuk tinju","punching bags for boxing"
"meninju bola untuk tinju","punching balls for boxing"
"meninju mainan","punching toys"
"boneka (puppets)",puppets
"teater boneka [mainan]","puppet theaters [playthings]"
"mendorong mainan","push toys"
"tikar latihan [artikel golf]","putting practice mats [golf articles]"
puzzle,puzzles
"quiver untuk memanah","quivers for archery"
quoits,quoits
"trek balap [mainan]","race tracks [toys]"
"jalur balap untuk kolam renang","racing lanes for swimming pools"
raket,rackets
"peralatan raket","racquetball equipment"
"sarung tangan raket","racquetball gloves"
"raket raket","racquetball rackets"
raket,racquetballs
"kendaraan model skala dikendalikan radio","radio-controlled scale model vehicles"
"pesawat terbang mainan yang dikendalikan radio","radio-controlled toy airplanes"
"mobil mainan yang dikendalikan radio","radio-controlled toy automobiles"
"kapal mainan yang dikendalikan radio","radio-controlled toy boats"
"helikopter mainan yang dikendalikan radio","radio-controlled toy helicopters"
"mobil balap mainan yang dikendalikan radio","radio-controlled toy racing cars"
"mainan yang dikendalikan radio","radio-controlled toys"
"kendaraan mainan yang dikendalikan radio","radio-controlled toy vehicles"
"tiket undian","raffle tickets"
"boneka kain","rag dolls"
"Guncang untuk bayi","rattles for babies"
"rattles [mainan]","rattles [playthings]"
"pelindung perut untuk penggunaan atletik","abdomen protectors for athletic use"
"pelindung perut untuk judo","abdomen protectors for judo"
"pelindung perut untuk karate","abdomen protectors for karate"
"pelindung perut untuk seni bela diri","abdomen protectors for martial arts"
"pelindung perut untuk olahraga","abdomen protectors for sports"
"bangku perut untuk berolahraga","abdominal benches for exercise"
"aksesoris untuk mainan tokoh aksi","accessories for action figure toys"
"aksesoris untuk boneka","accessories for dolls"
"aksesoris untuk binatang mainan","accessories for toy animals"
"aksesoris untuk bangunan mainan","accessories for toy buildings"
"aksesoris untuk kereta mainan","accessories for toy trains"
"aksesoris untuk kendaraan mainan","accessories for toy vehicles"
"pelindung layar akrilik disesuaikan untuk perangkat game portabel","acrylic screen protectors adapted for portable gaming devices"
"mainan action figure","action figure toys"
