name_id,name_en
"layanan penyediaan aplikasi online berbasis internet yang tidak dapat diunduh yang menampilkan teknologi yang memudahkan pengguna untuk saling berbagi video","providing an online non-downloadable internet-based application featuring technology enabling users to share videos"
"Penelitian madu secara kimia , bakteriologi dan fisika ,",-
"Penelitian kosmetik",-
"Pengawasan dan pengujian mutu madu",-
"perancangan dan pengembangan perangkat keras dan perangkat lunak komputer","design and development of computer hardware and software"
"Hosting perangkat lunak berbentuk layanan (SaaS)","hosting of software as a service (SaaS)"
"jasa penyedia layanan aplikasi (ASP)","application service provider (ASP) services"
"desain personal digital assistants, alat pemutar media pribadi, telepon mobile, telepon pintar dan kamera digital","design of personal digital assistants, personal media players, mobile telephones, smart phones and digital cameras"
"jasa komputer dan pemrograman","computer services and programming"
"jasa evaluasi dan pengujian","testing and evaluation services"
"Jasa-jasa optimisasi untuk komputer, yaitu, jaringan-jaringan komputer dan konfigurasi perangkat lunak komputer, instalasi perangkat lunak komputer, pemeliharaan dan peningkatan perangkat lunak komputer yaitu, peningkatan fungsi-fungsi perangkat lunak komputer, mengubah atau menambahkan fungsi-fungsi untuk perangkat lunak komputer, dan menyediakan informasi tersebut","Optimization services for computers, namely, computer networks and computer software configuration, installation of computer software, maintenance and upgrading of computer software, namely, enhancing functions of computer software, changing or adding of functions for computer software, and providing information thereon"
"jasa pemeliharaan perangkat lunak",-
"Pengoperasian dan pemantauan jarak jauh atas instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dangan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis melalui jaringan komputer dan Internet","remote operating and controlling of sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers via computer networks and the Internet"
"Pemantauan sistem komputer dengan akses jarak jauh yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","monitoring of computer systems by remote access relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Backup data di luar situs yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","off-site data backup relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Penyewaan perangkat lunak dan program komputer yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","rental of computer software and programs relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Menyediakan perangkat lunak komputer online yang tidak dapat diunduh yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","providing online non-downloadable computer software relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"jasa analisa komputer","computer analysis services"
"jasa penelitian di bidang teknologi informasi dan telekomunikasi","research services in the field of information and telecommunications technology"
"konsultasi di bidang teknologi telekomunikasi","consulting in the field of telecommunications technology"
"layanan teknologi telekomunikasi satelit","satellite telecommunications technology service"
"pengembangan, pemeliharaan dan pembaruan jaringan telekomunikasi","development, maintenance and updating telecommunications networks"
"Jasa dekorasi untuk foto studio",-
"layanan konsultasi dan nasehat teknologi","technological consultation and advisory services"
"pengujian, penyaringan, inspeksi dan penelitian obat-obatan, kosmetik dan / atau bahan makanan","testing, screening, inspection and research of pharmaceuticals, cosmetics and/or foodstuffs"
"Pemeliharaan perangkat lunak komputer yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","maintenance of computer software relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Platform sebagai Layanan (PaaS)","Platform as a Service (PaaS)"
"menyediakan platform online yang menampilkan perangkat lunak yang tidak dapat diunduh","providing an online platform featuring non-downloadable software"
"mengembangkan dan hosting server di jaringan komputer global untuk tujuan memfasilitasi e-commerce melalui server semacam itu","developing and hosting a server on a global computer network for the purpose of facilitating e-commerce via such a server"
"jasa perawatan perangkat lunak","software maintenance services"
"layanan komputer yang bersifat Platform sebagai Layanan (PaaS)","computer services of the nature of Platform as a Service (PaaS)"
"program manajemen resiko keamanan komputer","computer security risk management programs"
"menyediakan perangkat lunak komputer dan aplikasi komputer yang tidak dapat di unduh secara online untuk streaming video, musik dan gambar","providing on-line non-downloadable computer software and computer applications for streaming videos, music and images"
"jasa penyediaan situs web untuk hotel",-
"penyediaan situs media sosial",-
"jasa pengujian, inspeksi dan penelitian dalam kaitannya dengan pertanian, peternakan, industri produk perikanan dan kelautan, pengujian dan penelitian dalam kaitannya dengan mesin, peralatan dan instrumen","testing, inspection and research services in relation to agriculture, livingstock breeding, fisheries and marine product industries, testing and research in relation to machine, apparatus and instruments"
"penyewaan alat dan instrumen ukur","rental of measuring apparatus and instruments"
"Jasa rekayasa dan desain di bidang aplikasi penerbangan","Engineering and design services in the field of aerospace applications"
"jasa penelitian dan pengembangan perangkat keras dan perangkat lunak komputer berbasis kecerdasan buatan (artificial intelligence)",-
"konsultasi yang berkaitan dengan perangkat keras dan perangkat lunak komputer berbasis kecerdasan buatan (artificial intelligence)",-
"Desain perangkat lunak komputer, pengembangan perangkat lunak komputer, konsultasi desain sistem komputer, pemeliharaan perangkat lunak komputer, memperbarui perangkat lunak komputer, pemrograman perangkat lunak yang beroperasi untuk mengakses dan menggunakan jaringan cloud computing, pemantauan sistem komputer dengan akses jarak jauh, backup data di luar situs, penyewaan perangkat lunak dan program komputer, penyewaan perangkat keras komputer, menyediakan perangkat lunak  komputer yang tidak dapat diunduh secara online, penyewaan perangkat lunak yang beroperasi untuk mengakses dan menggunakan jaringan cloud computing, yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis.","Computer software design, development of computer software, computer system design consultancy, maintenance of computer software, updating of computer software, programming of operating software for accessing and using a cloud computing network, monitoring of computer systems by remote access, off-site data backup, rental of computer software and programs, rental of computer hardware, providing online non-downloadable computer software, rental of operating software for accessing and using a cloud computing network relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Desain perangkat lunak komputer yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","Computer software design relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispenser"
"Pengembangan perangkat lunak komputer yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","development of computer software relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Konsultasi desain sistem komputer yang berkaitan dengan instalasi dan peralatan sanitasi, yaitu, unit bangku toilet dengan alat pembersih kebocoran dengan air hangat, bejana kakus, bidet, urinal, bak mandi, instalasi mandi berendam, instalasi mandi pancuran, wastafel tangan [bagian dari instalasi sanitasi], keran, mandi pancuran, pemanas air listrik, alat pengering tangan listrik untuk kamar mandi, dispenser sabun otomatis","computer system design consultancy relating to sanitary installations and apparatus, namely, toilet stool units with a washing warm water squirter, toilet bowls, bidets, urinals, bath tubs, bath installations, shower bath installations, wash-hand basins [parts of sanitary installations], faucets, showers, electric water heaters, electric hand drying apparatus for washrooms, automatic soap dispensers"
"Perangkat lunak berbentuk layanan (SaaS)","Software as a services (SaaS)"
"penyediaan perangkat lunak online yang tidak dapat diunduh (penyedia layanan aplikasi)","provision of online non-downloadable software (application service provider)"
"Penyediaan program komputer dan aplikasi berbasis web yang tidak dapat diunduh secara online","providing on-line non-downloadable computer programs and web-based applications"
"Jasa dekorasi acara hiburan",-
"Jasa konsultasi teknis, desain dan rekayasa untuk pihak lain di bidang produksi logam","Technical consultation, design and engineering services for others in the fields of metal production"
"Konsultasi yang berkaitan dengan pembuatan dan desain situs web untuk e-commerce","Consultancy relating to the creation and design of websites for e-commerce"
"Konsultasi di bidang jaringan dan aplikasi komputasi awan","Consulting in the field of cloud computing networks and applications"
"menyediakan platform online yang menampilkan teknologi yang memungkinkan pengguna Internet untuk membuat, mengunggah, menandai, melihat, membuat anotasi, dan berbagi data, informasi, dan konten multimedia","providing an online platform featuring technology that enables Internet users to create, upload, bookmark, view, annotate, and share data, information and multimedia content"
"hosting platform interaktif untuk mengunggah, memposting, menampilkan, menampilkan, menandai, berbagi dan mengirimkan pesan, komentar, konten multimedia, foto, gambar, gambar, teks, informasi, dan konten buatan pengguna lainnya","hosting an interactive platform for uploading, posting, showing, displaying, tagging, sharing and transmitting messages, comments, multimedia content, photos, pictures, images, text, information, and other user-generated content"
"penyediaan platform komputasi yang tidak dapat diunduh yang memungkinkan transmisi informasi / data untuk komunikasi perangkat seluler","provision of a non-downloadable computing platform that enables the transmission of information/data for mobile device communication"
"aplikasi perangkat lunak untuk memberikan informasi tentang kesehatan dan kesejahteraan, untuk digunakan sehubungan dengan terapi perilaku, untuk memasukkan, menyimpan, mengelola, dan menganalisis catatan medis dan data pasien, bagi pengguna untuk melacak gejala dan mencatat perawatan, bagi pengguna untuk melacak aktivitas fisik, penting tanda-tanda, dan informasi biometrik, untuk mengakses dan mengumpulkan data imunisasi, untuk melacak, merekam, dan berbagi informasi perawatan kesehatan",-
