name_id,name_en
"bantalan lutut untuk pekerja","knee-pads for workers"
"label dengan chip identifikasi frekuensi radio [RFID] terintegrasi","labels with integrated radio frequency identification [RFID] chips"
"label dengan kode yang dapat dibaca mesin","labels with machine-readable codes"
"peralatan dan instrumen laboratorium","laboratory apparatus and instruments"
"countertops laboratorium","laboratory countertops"
"peralatan laboratorium untuk memotong spesimen","laboratory equipment for cutting specimens"
"pipet laboratorium","laboratory pipettes"
"sepatu untuk perlindungan terhadap kecelakaan dan kebakaran","shoes for protection against accidents and fire"
"sepatu untuk perlindungan terhadap kecelakaan, iradiasi dan api","shoes for protection against accidents, irradiation and fire"
"sepatu untuk perlindungan terhadap api","shoes for protection against fire"
"sepatu untuk perlindungan terhadap iradiasi","shoes for protection against irradiation"
"rilis rana untuk kamera","shutter releases for cameras"
"rana melepaskan [fotografi]","shutter releases [photography]"
"daun jendela untuk kamera","shutters for cameras"
"daun jendela [fotografi]","shutters [photography]"
"perisai samping untuk kacamata","side shields for eyeglasses"
"lonceng sinyal","signal bells"
"generator sinyal","signal generators"
"lentera sinyal","signal lanterns"
"alat dan instrumen pensinyalan","signalling apparatus and instruments"
"pelampung sinyal","signalling buoys"
"lampu sinyal","signalling lights"
"panel sinyal, bercahaya atau mekanis","signalling panels, luminous or mechanical"
"Peluit isyarat","signalling whistles"
"prosesor sinyal","signal processors"
"sinyal, bercahaya atau mekanis","signals, luminous or mechanical"
"perangkat lunak permainan komputer dapat diunduh melalui jaringan komputer global dan perangkat nirkabel","computer game software downloadable via a global computer network and wireless devices"
"perangkat lunak permainan komputer, direkam","computer game software, recorded"
"kaset game komputer","computer game tapes"
"hologram yang dihasilkan komputer [CGH]","computer-generated holograms [CGH]"
"perangkat lunak pencitraan yang dihasilkan komputer [CGI]","computer-generated imagery [CGI] software"
"kartu grafis komputer","computer graphics cards"
"perangkat lunak grafik komputer","computer graphics software"
"groupware komputer","computer groupware"
"perangkat keras komputer","computer hardware"
"perangkat keras dan perangkat lunak komputer","computer hardware and software"
"perangkat keras dan lunak komputer untuk teknologi blockchain","computer hardware and software for blockchain technology"
"perangkat keras dan lunak komputer untuk cryptocurrency","computer hardware and software for cryptocurrency"
"perangkat keras dan lunak komputer untuk manajemen basis data","computer hardware and software for database management"
"perangkat keras dan perangkat lunak komputer untuk melakukan diagnosa optik","computer hardware and software for performing optical diagnostics"
"perangkat keras dan perangkat lunak komputer untuk menyediakan akses jarak jauh yang aman ke komputer dan jaringan komunikasi","computer hardware and software for providing secure remote access to computer and communication networks"
"perangkat keras dan perangkat lunak komputer untuk mengatur dan mengkonfigurasi jaringan area lokal","computer hardware and software for setting up and configuring local area networks"
"perangkat keras dan perangkat lunak komputer untuk mengatur dan mengkonfigurasi jaringan area luas","computer hardware and software for setting up and configuring wide area networks"
"perangkat keras dan lunak komputer untuk mata uang virtual","computer hardware and software for virtual currencies"
"perangkat keras komputer untuk perdagangan mata uang elektronik","computer hardware for electronic trading of currency"
"perangkat keras komputer untuk perdagangan elektronik mata uang virtual","computer hardware for electronic trading of virtual currency"
"perangkat keras komputer untuk digunakan dengan peralatan untuk memotong film poliuretan","computer hardware for use with apparatus for cutting polyurethane films"
"perangkat keras komputer untuk digunakan dengan peralatan untuk memotong pelindung layar poliuretan","computer hardware for use with apparatus for cutting polyurethane screen protectors"
"perangkat lunak antarmuka komputer","computer interface software"
"pembaca [RFID] identifikasi frekuensi radio","radio-frequency identification [RFID] readers"
"tag [RFID] identifikasi frekuensi radio","radio-frequency identification [RFID] tags"
"modulator frekuensi radio","radio-frequency modulators"
"meter daya frekuensi radio","radio-frequency power meters"
"penerima frekuensi radio","radio frequency receivers"
"repeater frekuensi radio","radio frequency repeaters"
"peralatan radiologis untuk keperluan industri","radiological apparatus for industrial purposes"
"layar radiologi untuk keperluan industri","radiology screens for industrial purposes"
radiometer,radiometers
"radiometer untuk digunakan dalam penelitian","radiometers for use in research"
"pager radio","radio pagers"
"penerima radio untuk kontrol jarak jauh","radio receivers for remote controls"
"peralatan penerima dan pemancar radio","radio receiving and transmitting apparatus"
"kabel relay radio","radio relay cables"
radio,radios
"radio untuk kendaraan","radios for vehicles"
"antena sinyal radio","radio signal antennas"
"radio menggabungkan jam alarm","radios incorporating alarm clocks"
"radio menggabungkan jam","radios incorporating clocks"
"set radiotelegraphy","radiotelegraphy sets"
"telepon radio",radiotelephones
"set telepon radio","radiotelephony sets"
"transceiver radio","radio transceivers"
"pemancar dan penerima radio","radio transmitters and receivers"
"pemancar radio untuk kontrol jarak jauh","radio transmitters for remote controls"
"tuner radio","radio tuners"
"radome [kubah radar] untuk pesawat","radomes [radar domes] for aircrafts"
"radome [kubah radar] untuk kendaraan untuk penggerak melalui darat, udara, air atau kereta api","radomes [radar domes] for vehicles for locomotion by land, air, water or rail"
"detektor radon","radon detectors"
"aparatus sinyal kereta api, bercahaya atau mekanis","railway signal apparatus, luminous or mechanical"
"peralatan keselamatan lalu lintas kereta api","railway traffic safety appliances"
"pengukur hujan","rain gauges"
"kartu [RAM] memori akses acak","random access memory [RAM] cards"
"pencari jangkauan","range finders"
"pembawa data yang dapat dibaca mesin untuk peralatan rumah tangga","machine-readable data carriers for household appliances"
"operator data yang dapat dibaca mesin direkam dengan program","machine-readable data carriers recorded with programs"
"lensa makro untuk kamera","macro lenses for cameras"
"agitator magnetik untuk penggunaan laboratorium","magnetic agitators for laboratory use"
"kartu bank yang dikodekan secara magnetis","magnetically encoded bank cards"
"kartu yang dikodekan secara magnetis untuk membawa data","magnetically encoded cards for carrying data"
"kartu biaya yang dikodekan secara magnetis","magnetically encoded charge cards"
"kartu debit yang dikodekan secara magnetis","magnetically encoded debit cards"
"kartu hadiah yang dikodekan secara magnetis","magnetically encoded gift cards"
"kartu kunci yang dikodekan secara magnetis","magnetically encoded key cards"
"label yang dikodekan secara magnetis","magnetically encoded labels"
"kartu pembayaran yang dikodekan secara magnetis","magnetically encoded payment cards"
"pembawa data magnetik dan optik","magnetic and optical data carriers"
"pintu lemari magnetik menangkap","magnetic cabinet door catches"
"gulungan magnetik","magnetic coils"
"kompas magnetik","magnetic compasses"
"kompas magnetik untuk survei","magnetic compasses for surveying"
"pembawa data magnetik, disc perekaman","magnetic data carriers, recording discs"
"media data magnetik","magnetic data media"
"alat penulis sandi magnetik","magnetic encoders"
