name_id,name_en
"Pita yang terbuat dari kain tenun untuk keperluan menjahit","webbing in the nature of woven fabric tapes for sewing purposes"
"pin topi, selain perhiasan","hat pins, other than jewellery"
"patch perekat panas","heat adhesive patches"
"patch perekat panas untuk dekorasi pakaian","heat adhesive patches for decoration of clothing"
"patch perekat panas untuk dekorasi barang-barang tekstil [pakaian]","heat adhesive patches for decoration of textile articles [haberdashery]"
"patch perekat panas untuk memperbaiki artikel tekstil","heat adhesive patches for repairing textile articles"
"pita hem","hem tape"
"kait dan mata","hooks and eyes"
"kait untuk korset","hooks for corsets"
"kait [pakaian renang]","hooks [haberdashery]"
"rambut manusia","human hair"
"dedaunan buatan dalam ruangan","indoor artificial foliage"
"lencana untuk dipakai, bukan dari logam mulia","insignias for wear, not of precious metal"
"setrika-patch tekstil","iron-on textile patches"
"Renda jacquard","Jacquard lace"
"klip rahang untuk rambut","jaw clips for hair"
"kamishin [hiasan rambut untuk gaya rambut Jepang]","kamishin [hairpieces for Japanese hair styling]"
"kamoji [rambut palsu untuk penataan rambut Jepang]","kamoji [false hair for Japanese hair styling]"
"jarum rajut","knitting needles"
"kogai [pin rambut hias untuk penataan rambut Jepang]","kogai [ornamental hair pins for Japanese hair styling]"
"kohaze [pengencang untuk tabi]","kohaze [fasteners for tabi]"
renda,lace
"renda dan bordir","lace and embroidery"
"renda dan sulaman, pita dan kepang","lace and embroidery, ribbons and braid"
"renda, kepang dan sulaman","lace, braid and embroidery"
"renda, kecuali renda bordir","lace, except embroidery lace"
"renda untuk hiasan","lace for edgings"
"tali untuk alas kaki","laces for footwear"
"hiasan renda","lace trimmings"
"surat untuk menandai linen","letters for marking linen"
"loop untuk pakaian","loops for clothing"
"mage [chignon untuk penataan rambut Jepang]","mage [chignons for Japanese hair styling]"
"tombol magnetik tertutup kain","magnetic buttons covered in fabric"
"menandai pin","marking pins"
"marugushi [sisir hias untuk penataan rambut Jepang]","marugushi [ornamental combs for Japanese hair styling]"
"serpihan mika","mica spangles"
"klip tengah","mitten clips"
"motoyui [string rumbai rambut untuk penataan rambut Jepang]","motoyui [hair tassel strings for Japanese hair styling]"
"lencana nama logam","name badges of metal for wear"
"rambut alami untuk dipakai","natural hair for wear"
"kotak jarum, bukan dari logam mulia","needle cases, not of precious metal"
"kotak jarum dari logam mulia","needle cases of precious metal"
"bantal jarum","needle cushions"
"jarum *",needles*
"jarum untuk mesin sisir wol","needles for wool combing machines"
"jarum logam mulia","needles of precious metal"
"negake [hiasan rumbai rambut untuk penataan rambut Jepang]","negake [hair tassel ornaments for Japanese hair styling]"
"tombol baru","novelty buttons"
"angka untuk menandai linen","numerals for marking linen"
"angka atau huruf untuk menandai linen","numerals or letters for marking linen"
"obi-dome [klip selempang khusus untuk obi]","obi-dome [special sash clips for obi]"
"pin rambut oriental","oriental hair pins"
"patch kain hias","ornamental cloth patches"
"kancing novelty hias","ornamental novelty buttons"
"pin novelty hias, selain perhiasan","ornamental novelty pins, other than jewellery"
"pita hias tekstil","ornamental ribbons of textile"
"bulu burung unta [aksesoris pakaian]","ostrich feathers [clothing accessories]"
"dedaunan buatan luar","outdoor artificial foliage"
"tambalan untuk pakaian","patches for clothing"
"tambalan untuk pakaian yang terbuat dari karet","patches for clothing made of rubber"
"tambalan untuk pakaian yang terbuat dari karet, plastik dan vinil","patches for clothing made of rubber, plastic and vinyl"
"picot [renda]","picot [lace]"
"bantal pin dan jarum","pin and needle cushions"
"lencana pin, bukan dari logam mulia","pin badges, not of precious metal"
"pin, selain perhiasan","pins, other than jewelry"
"lencana polisi","police badges"
"pemegang kuncir","ponytail holders"
"pita hadiah","prize ribbons"
"bantalan penambah payudara yang bisa dilepas [aksesoris pakaian]","removable breast enhancer pads [clothing accessories]"
"bantalan dilepas untuk bra","removable pads for brassieres"
"tali bahu yang bisa dilepas untuk digunakan dengan bra","removable shoulder straps for use with brassieres"
"bantalan penambah pantat silikon yang bisa dilepas [aksesori pakaian dalam]","removable silicone buttock enhancer pads [undergarment accessories]"
"pita dan busur menjadi pakaian laki-laki","ribbons and bows being haberdashery"
"pita dan busur menjadi pakaian laki-laki atau untuk rambut","ribbons and bows being haberdashery or for the hair"
"pita dan busur menjadi pakaian laki-laki atau digunakan sebagai hiasan rambut","ribbons and bows being haberdashery or used as hair decorations"
"pita dan busur, bukan dari kertas, untuk pembungkus kado","ribbons and bows, not of paper, for gift wrapping"
"pita menjadi hiasan rambut","ribbons being hair decorations"
"pita, bukan dari kertas, untuk pembungkus kado","ribbons, not of paper, for gift wrapping"
"pita tekstil","ribbons of textile"
"pita tekstil untuk pembungkus kado","ribbons of textile for gift wrapping"
"tombol keling","rivet buttons"
"mawar [haberdashery]","rosettes [haberdashery]"
"kait karpet","rug hooks"
"jarum pelana","saddlers' needles"
peniti,"safety pins"
"klip syal tidak menjadi perhiasan","scarf clips not being jewelry"
