name_id,name_en
"lilin untuk menyerap asap","candles for absorbing smoke"
"lilin untuk penerangan","candles for lighting"
"bahan bakar",carburants
"lilin carnauba","carnauba wax"
"casting minyak","casting oils"
"minyak jarak, tidak bisa dimakan","castor oil, not edible"
ceresine,ceresine
"bahan bakar gesekan piring","chafing dish fuel"
"minyak rantai","chain oil"
"briket arang","charcoal briquettes"
"arang untuk digunakan sebagai bahan bakar","charcoal for use as fuel"
"arang [bahan bakar]","charcoal [fuel]"
"cairan arang lebih ringan","charcoal lighter fluid"
"Lilin pohon Natal","Christmas tree candles"
"cairan pemantik rokok","cigarette lighter fluid"
"batu bara",coal
"briket batubara","coal briquettes"
"debu batubara [bahan bakar]","coal dust [fuel]"
"gas batubara","coal gas"
"nafta batubara","coal naphtha"
"minyak tar batubara","coal tar oil"
"arang kokas",coke
"minyak pendingin untuk sarung tangan baseball","conditioning oil for baseball gloves"
"minyak jagung untuk keperluan industri","corn oils for industrial purposes"
"minyak biji kapas untuk keperluan industri","cottonseed oils for industrial purposes"
"minyak mentah","crude oil"
"cairan pelumas mesin potong","cutting fluids"
"bahan bakar solar","diesel fuel"
"minyak diesel","diesel oil"
"pelumas pengeboran","drilling lubricants"
"komposisi penyerap debu","dust absorbing compositions"
"komposisi penyerap, pembasahan dan pengikatan debu","dust absorbing, wetting and binding compositions"
"komposisi pengikat debu","dust binding compositions"
"komposisi pengikat debu untuk penyapuan","dust binding compositions for sweeping"
"debu yang menempel dan menyerap komposisi untuk digunakan pada jalan yang tidak beraspal","dust laying and absorbing compositions for use on unpaved roads"
"komposisi pembasahan debu","dust wetting compositions"
"energi listrik","electrical energy"
"etanol [bahan bakar]","ethanol [fuel]"
"oli halus untuk motor","fine oils for motors"
"pemantik api",firelighters
"pemantik api untuk pemanggang","firelighters for grills"
"log perapian","fireplace logs"
"kayu bakar",firewood
"minyak ikan, tidak bisa dimakan","fish oil, not edible"
"minyak ikan untuk keperluan industri","fish oils for industrial purposes"
"flux oil untuk digunakan sebagai bahan dalam aspal","flux oil for use as an ingredient in asphalt"
"bahan bakar",fuel
"bahan bakar untuk pesawat terbang","fuel for aircraft"
"bahan bakar untuk kendaraan bermotor","fuel for motor vehicles"
"bahan bakar untuk kapal","fuel for ships"
"bahan bakar gas","fuel gas"
"minyak bakar","fuel oil"
"pelet bahan bakar","fuel pellets"
"produk bahan bakar serpihan kayu ditekan","fuel products of pressed wood chips"
"bahan bakar dan bahan penerangan","fuels and illuminants"
"bahan bakar yang berasal dari minyak mentah","fuels derived from crude oil"
"bahan bakar (termasuk minyak sari untuk motor) dan bahan penerangan","fuels, including motor spirit, and illuminants"
"bahan bakar dengan basis alkohol","fuel with an alcohol base"
"bahan bakar gas","gaseous fuels"
"gas untuk pemanas api","gases for flame heating"
"Minyak untuk turbin","Oils for turbines"
"lilin untuk sembahyang","prayer candles"
"Minyak untuk sumbu sembahyang (bahan bakar)",-
"Biosolar 48 (bahan bakar)","Biosolar 48"
"Biosolar 51 (bahan bakar)","Biosolar 51"
"Bahan Bakar Bensin","Gasoline Fuel"
"Bensin RON 90","Gasoline RON 90"
"Bensin RON 92","Gasoline RON 92"
"Bahan Bakar Pesawat","Avtur (Aviation Turbine) Fuel"
"Minyak solar CN 48",-
"minyak mesin","engine oil"
