name_id,name_en
"kain perekat untuk aplikasi dengan panas","adhesive fabric for application by heat"
"label perekat tekstil","adhesive labels of textile"
"kantong tidur yang membesar","air inflated sleeping bags"
"spanduk tekstil","banners of textile"
"spanduk tekstil atau plastik","banners of textile or plastic"
"linen mandi","bath linen"
"linen mandi, kecuali pakaian","bath linen, except clothing"
"handuk kamar mandi dari tekstil","bathroom towels of textile"
"handuk mandi","bath towels"
"handuk pantai","beach towels"
"penutup tempat tidur dan meja","bed and table covers"
"linen tempat tidur dan meja","bed and table linen"
"selimut tempat tidur","bed blankets"
"selimut tempat tidur terbuat dari katun","bed blankets made of cotton"
"selimut tempat tidur yang terbuat dari serat buatan","bed blankets made of man-made fibers"
"selimut tempat tidur terbuat dari wol","bed blankets made of wool"
"kanopi tempat tidur","bed canopies"
"penutup tempat tidur","bed coverings"
sprei,"bed covers"
"bahan linen untuk alas tidur","bed linen"
"sprei terbuat dari bahan tekstil non-woven","bed linen made of non-woven textile materials"
"sprei kertas","bed linen of paper"
"selimut tidur","bed quilts"
"set sprei","bed sheet sets"
"seprei kertas","bed sheets of paper"
"tirai [tirai drop tebal]","draperies [thick drop curtains]"
tirai,drapes
"minum tatakan gelas linen","drink coasters of table linen"
"kerutan debu","dust ruffles"
"selimut penutup","duvet covers"
"penutup eiderdown","eiderdown covers"
"kain elastis untuk pakaian","elastic fabrics for clothing"
"bahan tenunan elastis","elastic woven material"
"kain esparto","esparto fabric"
"spanduk olahraga dan senam tekstil atau plastik","exercise and gymnastic banners of textile or plastic"
kain*,fabric*
"kelambu tempat tidur kain","fabric bed valances"
"dekorasi kue kain","fabric cake decorations"
"kain kaskade","fabric cascades"
"kain untuk sepatu bot dan sepatu","fabric for boots and shoes"
"kain untuk alas kaki","fabric for footwear"
"handuk microfiber","microfiber towels"
"kain serat campuran","mixed fiber fabrics"
"handuk microfiber penyerap kelembaban","moisture absorbent microfiber towels"
"[kain] moleskin","moleskin [fabric]"
kelambu,"mosquito nets"
"kain muslin","muslin fabric"
"tirai bersih","net curtains"
"kain bukan tenunan dan kain kempa","non-woven fabrics and felt"
"merasa non-anyaman","non-woven felt"
"kain tekstil bukan tenunan","non-woven textile fabrics"
"kain nilon","nylon fabric"
"kain minyak",oilcloth
"kain minyak untuk digunakan sebagai taplak meja","oilcloth for use as tablecloths"
"selimut futon kertas [pas atau tidak terpasang]","paper futon covers [fitted or unfitted]"
"kain pashmina","pashmina fabrics"
"selimut piknik","picnic blankets"
"kain tumpukan","pile fabrics"
"sarung bantal",pillowcases
"Tempatkan tikar plastik sebagai pengganti tekstil","place mats of plastic being a textile substitute"
"spanduk plastik","plastic banners"
"bendera plastik","plastic flags"
"bahan plastik [pengganti kain]","plastic material [substitute for fabrics]"
"kain poliester","polyester fabric"
"kain precut untuk needlecraft","precut fabrics for needlecraft"
"kain belacu dicetak","printed calico cloth"
"kain cetak","printed fabrics"
"label tekstil dicetak","printed textile labels"
"selimut printer dari tekstil","printers' blankets of textile"
"selimut penutup","quilt covers"
"selimut [tempat tidur]","quilted blankets [bedding]"
"selimut dari tekstil","quilts of textile"
"kain untuk pembuatan kertas","rags for paper making"
"kain rami","ramie fabric"
"kain rayon","rayon fabric"
"menerima selimut","receiving blankets"
"kain benang serat regenerasi","regenerated fiber yarn fabrics"
"kain karet","rubberized cloth"
"kain karung",sackcloth
"kain layar","sail cloth"
"kain satin","satin fabrics"
"kain serat semi-sintetis","semi-synthetic fiber fabrics"
"tirai mandi","shower curtains"
"tirai shower dari tekstil atau plastik","shower curtains of textile or plastic"
kafan,shrouds
"kain dasar campuran sutra","silk base mixed fabrics"
"selimut tempat tidur sutra","silk bed blankets"
"selimut sutra","silk blankets"
"kanvas sutra untuk bordir","silk canvas for embroidery"
"sutra [kain]","silk [cloth]"
"kain campuran katun sutra","silk-cotton mixed fabrics"
"kain sutra untuk pola pencetakan","silk fabrics for printing patterns"
"kantong tidur","sleeping bags"
"kantong tidur untuk berkemah","sleeping bags for camping"
"tatakan gelas anggur dari plastik menjadi pengganti tekstil","wine coasters of plastic being a textile substitute"
"kain campuran kapas-wol","wool-cotton mixed fabrics"
"selimut wol","woollen blankets"
"kain benang wol","wool yarn fabrics"
"merasa tenunan","woven felt"
"kain tekstil tenun atau bukan tenunan","woven or non-woven textile fabrics"
"kain zephyr","zephyr fabric"
"kantong tidur yang dilengkapi dengan bantal","sleeping bags incorporating a pillow"
"gorden kecil terbuat dari bahan tekstil","small curtains made of textile materials"
"selimut lampin","swaddling blankets"
"barang curian [perawatan jendela]","swags [window treatments]"
"taplak meja dari tekstil","tablecloths of textile"
"linen meja dari tekstil","table linen of textile"
"serbet meja dari tekstil","table napkins of textile"
"pelari meja, bukan dari kertas","table runners, not of paper"
"table runner dari plastik menjadi pengganti tekstil","table runners of plastic being a textile substitute"
"Taplak meja panjang dari tekstil","table runners of textile"
"permadani tekstil","tapestries of textile"
"handuk teh","tea towels"
"tenugui [handuk katun Jepang]","tenugui [Japanese cotton towels]"
"dekorasi kue tekstil","textile cake decorations"
"kain tekstil untuk pembuatan pakaian","textile fabrics for the manufacture of clothing"
"kain tekstil untuk digunakan dalam pembuatan tempat tidur","textile fabrics for use in the manufacture of bedding"
"lapisan tekstil untuk pakaian","textile linings for garments"
"bahan tekstil","textile material"
"barang-barang tekstil untuk membuat selimut","textile piece goods for making bedding covers"
"tekstil dan pengganti tekstil","textiles and substitutes for textiles"
"pengganti tekstil","textile substitutes"
melempar,throws
"melempar untuk perabotan","throws for furniture"
"ticks [sampul kasur]","ticks [mattress covers]"
"handuk untuk digunakan di salon dan toko tukang cukur","towels for use in salons and barber shops"
"handuk, bukan dari kertas","towels, not of paper"
"handuk katun","towels of cotton"
"handuk dari tekstil","towels of textile"
"handuk dari tekstil yang menampilkan logo tim sepak bola Amerika","towels of textile featuring American football team logos"
"handuk tekstil untuk digunakan di toko tukang cukur","towels of textile for use in barber shops"
"handuk dari tekstil untuk digunakan di salon tata rambut","towels of textile for use in hairdressing salons"
"karpet bepergian [selimut badan bawah]","travelling rugs [lap robes]"
"lemparan perjalanan","travel throws"
"selimut triko","tricot quilts"
"kain rami benar","true hemp fabrics"
"kain tule",tulle
"Handuk Turki","Turkish towels"
"penutup furnitur kain yang tidak dipasang","unfitted fabric furniture covers"
"sarung kain yang tidak pas untuk perabotan","unfitted fabric slipcovers for furniture"
"kain pelapis","upholstery fabrics"
"lembar kelambu","valance sheets"
beludru,velvet
"tirai vinil","vinyl curtains"
"tikar tempat vinil [pengganti tekstil]","vinyl place mats [textile substitute]"
"hiasan dinding dari tekstil","wall hangings of textile"
"cuci kain","wash cloths"
"limbah kain katun","waste cotton fabrics"
"penutup kasur tahan air dan penyerap","waterproof and absorbent mattress covers"
"penutup kasur tahan air","waterproof mattress covers"
"tirai jendela","window curtains"
"kain, tahan terhadap gas, untuk balon aeronautika","fabric, impervious to gases, for aeronautical balloons"
"kotak mendukung pesta kain","fabric party favor boxes"
"kain untuk dekorasi interior","fabrics for interior decoration"
"kain untuk penggunaan tekstil","fabrics for textile use"
"pengganti kain","fabric substitutes"
"toppers meja kain","fabric table toppers"
"handuk muka dari kapas","face towels of cotton"
"handuk muka dari tekstil","face towels of textile"
"kain lakan",felt
"kain terasa","felt cloth"
"panji-panji yang terasa","felt pennants"
"bahan penyaringan dari tekstil","filtering materials of textile"
"kain pelapis tahan api","fireproof upholstery fabrics"
"lembar buaian dipasang","fitted crib sheets"
"lembar dipasang","fitted sheets"
"penutup toilet yang terpasang terbuat dari kain atau pengganti kain","fitted toilet lid covers made of fabric or fabric substitutes"
"tutup toilet terpasang dilengkapi dengan pengganti kain","fitted toilet lid covers made of fabric substitutes"
"penutup kursi toilet dari tekstil","fitted toilet seat covers of textile"
"bendera tekstil","flags of textile"
"kain flanel","flannel [fabric]"
"kain rami","flax cloth"
"selimut bulu","fleece blankets"
"hiasan [kain]","frieze [cloth]"
"fukusa [kain pembungkus upacara Jepang]","fukusa [Japanese ceremonial wrapping cloth]"
"kain perabotan","furnishing fabrics"
"penutup furnitur dari plastik","furniture coverings of plastic"
"furoshiki [kain pembungkus serba guna Jepang]","furoshiki [Japanese general purpose wrapping cloth]"
fustian,fustian
"selimut selimut futon","futon quilt covers"
"selimut futon","futon quilts"
"kain kasa","gauze [cloth]"
"bungkus kado kain","gift wrap of fabric"
"kain kaca [handuk]","glass cloths [towels]"
"kain serat kaca","glass fiber fabrics"
"kain yang dilekatkan, selain untuk keperluan alat tulis","gummed cloth, other than for stationery purposes"
"kelambu tempat tidur","bed valances"
"kain biliar","billiard cloth"
"selimut untuk hewan peliharaan rumah tangga","blankets for household pets"
"selimut untuk penggunaan di luar ruangan","blankets for outdoor use"
"kain perbautan","bolting cloth"
"kotak penutup musim semi","box spring covers"
brokat,brocades
"linan untuk menjilid buku",buckram
"kain bersendawa, bukan dari kertas","burp cloths, not of paper"
"dekorasi kue dari kain","cake decorations of fabric"
"kue toppers dari kain","cake toppers of fabric"
belacu,calico
"kanvas untuk bordir","canvas for embroidery"
"kanvas untuk permadani atau bordir","canvas for tapestry or embroidery"
"kain keju","cheese cloth"
"kain campuran serat kimia dasar","chemical fiber base mixed fabrics"
"kain chenille","chenille fabric"
"sprei anak-anak","children's bed linen"
"seprai anak-anak","children's bed sheets"
"sarung bantal anak-anak","children's pillowcases"
"handuk anak-anak","children's towels"
kain,cloth
"spanduk kain","cloth banners"
"kain bunting","cloth bunting"
"coaster kain","cloth coasters"
"serbet kain","cloth doilies"
"panji-panji kain","cloth pennants"
"kain untuk menghilangkan make-up","cloths for removing make-up"
"tatakan gelas plastik menjadi pengganti tekstil","coasters of plastic being a textile substitute"
"coaster tekstil","coasters of textile"
"selimut [tempat tidur]","comforters [bedding]"
"kain korduroi","corduroy fabrics"
"kain dasar campuran kapas","cotton base mixed fabrics"
"sarung bantal","covers for cushions"
"hada [upacara adat atau persembahan kain yang terbuat dari sutra]","hada [traditional ceremonial or offering fabric made of silk]"
"haircloth [sackcloth]","haircloth [sackcloth]"
"saputangan tekstil","handkerchiefs of textile"
"handuk tangan dari kapas","hand towels of cotton"
"lapisan topi, dari tekstil, dalam lembaran","hat linings, of textile, in the piece"
"kain perekat yang diaktifkan panas","heat-activated adhesive fabrics"
"bahan dasar campuran rami","hemp base mixed fabrics"
"kain rami","hemp cloth"
"kain campuran rami-sutra","hemp-silk mixed fabrics"
"kain campuran rami-wol","hemp-wool mixed fabrics"
"handuk berkerudung","hooded towels"
"handuk berkerudung untuk bayi","hooded towels for babies"
"linen rumah tangga","household linen"
"tekstil rumah tangga","household textiles"
"tirai indoor dan outdoor","indoor and outdoor curtains"
"sprei bayi","infants' bed linen"
"jaring perlindungan serangga","insect protection nets"
"jaring perlindungan serangga untuk keperluan rumah tangga","insect protection nets for household purposes"
"jersey [kain]","jersey [fabric]"
"kain goni","jute cloth"
"kain goni","jute fabric"
"kakebuton [selimut quilt]","kakebuton [futon quilts]"
"khadar [upacara tradisional atau persembahan kain yang terbuat dari sutra]","khadar [traditional ceremonial or offering fabric made of silk]"
"khata [upacara tradisional atau persembahan kain yang terbuat dari sutra]","khata [traditional ceremonial or offering fabric made of silk]"
"kain dapur","kitchen cloths"
"handuk dapur dari tekstil","kitchen towels of textile"
"kit terdiri dari kain untuk membuat selimut","kits comprised of fabrics for making quilts"
"kain rajutan","knitted fabric"
