name_id,name_en
"Perkakas pengeling, dioperasikan tangan","riveting tools, hand-operated"
"Pedang kelewang",sabres
"pisau cukur","safety razors"
"garpu salad","salad forks"
"sanders, tangan dioperasikan","sanders, hand-operated"
"pengamplasan bantalan untuk sanders tangan dioperasikan","sanding pads for hand-operated sanders"
"pengamplasan spons [alat-alat tangan]","sanding sponges [hand tools]"
"garu jebakan pasir","sand trap rakes"
"gergaji [perkakas tangan]","saws [hand tools]"
"Pisau penyisik","scaling knives"
"gunting untuk anak-anak","scissors for children"
"gunting untuk memotong rambut","scissors for cutting hair"
"pisau scoring untuk lembaran veneer","scoring knives for veneer sheets"
"pencakar untuk ski","scrapers for skis"
"Pisau kikis (alat tangan)","scrapers [hand tools]"
"alat Scraping [alat-alat tangan]","scraping tools [hand tools]"
"obeng, non-listrik","screwdrivers, non-electric"
"kunci pas sekrup","screw wrenches"
"pahat pemahat","sculptors' chisels"
"menangani sabit","scythe handles"
"sabit menangani, bukan dari logam","scythe handles, not of metal"
"pegangan sabit logam","scythe handles of metal"
"cincin sabit","scythe rings"
sabit,scythes
"Batu asah sabit","scythe stones"
"Alat pelepas dan pemotong jahitan / Sontekan Bahan","seam rippers"
secateurs,secateurs
"melayani pisau","serving knives"
"tang pengaturan","setting pliers"
"Alat-alat pengasah","sharpening instruments"
"Baja pengasah, kikir","sharpening steels"
"Batu asah","sharpening stones"
"mengasah roda untuk pisau dan pisau","sharpening wheels for knives and blades"
"alat cukur",shavers
"aparatur cukur","shaving apparatus"
"aparat cukur, listrik","shaving apparatus, electric"
"aparat cukur, non-listrik","shaving apparatus, non-electric"
"pisau cukur","shaving blades"
"Kotak tempat alat-alat cukur","shaving cases"
"instrumen cukur","shaving instruments"
"Daun gunting","shear blades"
"pencukur [instrumen tangan]","shearers [hand instruments]"
"Gunting besar",shears
"gunting, tangan dioperasikan","shears, hand-operated"
"sekop menjadi alat-alat tangan","shovels being hand tools"
"sekop [perkakas tangan]","shovels [hand tools]"
"deveiners udang","shrimp deveiners"
arit,sickles
"Senjata yang dipakai pada sisi badan selain senjata api","side arms, other than firearms"
"tepi ski mengasah alat, tangan-dioperasikan","ski edge sharpening tools, hand-operated"
palu,sledgehammers
"slicers, tangan dioperasikan","slicers, hand-operated"
"geser kotak [alat-alat tangan dioperasikan]","sliding squares [hand-operated tools]"
"garpu siput","snail forks"
snips,snips
"kunci pas soket [perkakas tangan]","socket wrenches [hand tools]"
"lifter tanah, tangan-dioperasikan","sod lifters, hand-operated"
"sekop menjadi alat-alat tangan","spades being hand tools"
"sekop [tangan alat]","spades [hand tools]"
"spatula untuk lukisan lilin panas untuk digunakan oleh seniman","spatulas for hot wax painting for use by artists"
"Sudip untuk digunakan seniman","spatulas for use by artists"
"spatula untuk digunakan oleh seniman untuk melukis lilin panas","spatulas for use by artists for hot wax painting"
tombak,spears
"sendok *",spoons*
"sendok yang terbuat dari logam mulia","spoons made of precious metal"
"Penyebar [sendok garpu]","spreaders [cutlery]"
"Penggaris siku [perkakas tangan]","squares [hand tools]"
"garpu meja stainless steel","stainless steel table forks"
"pisau meja stainless steel","stainless steel table knives"
"Alat stamping-out [perkakas tangan]","stamping-out tools [hand tools]"
"singkatan jack tangan","stands for hand jacks"
"Stepler tembak, dioperasikan dengan tangan","staple guns, hand-operated"
"steak pisau","steak knives"
"garpu meja sterling silver","sterling silver table forks"
"pisau meja sterling silver","sterling silver table knives"
"sendok meja sterling silver","sterling silver table spoons"
"aduk tongkat untuk pencampuran cat","stirring sticks for mixing paint"
"setrika molding","molding irons"
"sendok uang","money scoops"
"kunci-kunci monyet","monkey wrenches"
"mortir dan alu untuk menumbuk [alat-alat tangan]","mortars and pestles for pounding [hand tools]"
"Lumpang untuk menumbuk [perkakas tangan]","mortars for pounding [hand tools]"
"jack sepeda motor mengangkat, tangan-dioperasikan","motorcycle lifting jacks, hand-operated"
"alat-alat tangan multifungsi","multifunction hand tools"
"gunting serbaguna","multipurpose shears"
"kumis dan jenggot pemangkas","mustache and beard trimmers"
"buffer kuku untuk digunakan dalam manicure","nail buffers for use in manicure"
"gunting kuku","nail clippers"
"gunting kuku, listrik atau non-listrik","nail clippers, electric or non-electric"
"Cakar paku (alat-alat tangan)","nail drawers [hand tools]"
"kikir kuku","nail files"
"kikir kuku, listrik","nail files, electric"
"Tang kuku","nail nippers"
"kuku oranye tongkat","nail orange sticks"
"penarik kuku, tangan-dioperasikan","nail pullers, hand-operated"
"penarik kuku [alat-alat tangan]","nail pullers [hand tools]"
"Alat pelubang paku","nail punches"
"gunting kuku","nail scissors"
"hidung pemangkas rambut, listrik","nasal hair trimmers, electric"
"Pengikir jarum","needle files"
"Nibbler [alat-alat tangan, tangan-dioperasikan]","nibblers [hand tools, hand-operated]"
"instrumen menusuk puting","nipple piercing instruments"
"Alat pendempul non-listrik","non-electric caulking guns"
"gunting rambut non-listrik untuk hewan","non-electric hair clippers for animals"
"non-listrik rol rambut [tangan alat]","non-electric hair curlers [hand implements]"
"alat tangan non-listrik untuk tato","non-electric hand implements for tattooing"
"non-listrik manicure set","non-electric manicure sets"
"pesawat non-listrik untuk mengelupas blok kering bonito","non-electric planes for flaking dried blocks of bonito"
"Alat penomoran","numbering punches"
"kunci pas mur","nut wrenches"
