name_id,name_en
"mengemudi rantai, selain untuk kendaraan darat","driving chains, other than for land vehicles"
"mengemudi motor, selain untuk kendaraan darat","driving motors, other than for land vehicles"
"mesin drop-penempaan","drop-forging machines"
"drum [bagian mesin]","drums [parts of machines]"
"mesin pengumpul debu","dust collecting machines"
"debu melelahkan instalasi untuk membersihkan tujuan","dust exhausting installations for cleaning purposes"
"filter debu untuk pembersih vakum","dust filters for vacuum cleaners"
"debu menghapus instalasi untuk membersihkan tujuan","dust removing installations for cleaning purposes"
"pemisah debu","dust separators"
"Mesin pencelupan warna (tekstil)","dyeing machines"
"sabuk dinamo","dynamo belts"
"sikat dinamo","dynamo brushes"
"puli dinamo untuk kendaraan","dynamo pulleys for vehicles"
dinamo,dynamos
"augers bumi","earth augers"
"mesin pemadat tanah","earth compacting machines"
"Mesin untuk pekerjaan tanah","earth moving machines"
"kocokan telur, listrik","egg beaters, electric"
"mesin telur mengiris","egg slicing machines"
ejectors,ejectors
"peralatan dapur bertenaga listrik untuk dicing, Mincing, mengiris dan memotong makanan","electrically powered kitchen appliances for dicing, mincing, slicing and chopping food"
"mesin bertenaga listrik untuk memotong dan membelah kayu untuk kayu bakar","electrically powered machines for cutting and splitting logs for firewood"
"elektrik mesin mengasah bertenaga ski","electrically powered ski sharpening machines"
"windlasses bertenaga listrik","electrically powered windlasses"
"Alat pemotongan busur listrik","electric arc cutting apparatus"
"mesin pemotong busur listrik","electric arc cutting machines"
"Alat pengelas busur listrik","electric arc welding apparatus"
"sapu listrik","electric brooms"
"biji ceri listrik menghapus mesin","electric cherry pit removing machines"
"mekanisme penutupan listrik untuk jendela kendaraan","electric closing mechanisms for vehicle windows"
"frothers kopi listrik","electric coffee frothers"
"kompresor listrik","electric compressors"
"lift listrik","electric elevators"
"unit kipas angin listrik untuk pembersih vakum","electric fan units for vacuum cleaners"
"squeezers buah listrik","electric fruit squeezers"
"Palu yang dioperasikan dengan listrik","electric hammers"
"Bor tangan listrik","electric hand drills"
"alat las hot plate listrik","electric hot plate welding apparatus"
"frothers susu listrik","electric milk frothers"
"motor listrik dan bagiannya, selain untuk kendaraan darat","electric motors and parts thereof, other than for land vehicles"
"motor listrik untuk mesin","electric motors for machines"
"motor listrik untuk mesin dengan servo digital controller drive","electric motors for machines with a digital servo drive controller"
"pembukaan dan penutupan mekanisme listrik untuk jendela kendaraan","electric opening and closing mechanisms for vehicle windows"
"mekanisme pembukaan listrik untuk jendela kendaraan","electric opening mechanisms for vehicle windows"
"generator listrik untuk penggunaan darurat","electric power generators for emergency use"
"generator listrik untuk kapal","electric power generators for ships"
"listrik pompa untuk akuarium","electric pumps for aquariums"
"pabrik garam listrik","electric salt mills"
"mekanisme robot untuk digunakan dalam pengolahan makanan","robotic mechanisms for use in processing food"
"mekanisme robot untuk digunakan dalam pengolahan sayuran","robotic mechanisms for use in processing vegetables"
"mekanisme robot untuk kaca bekerja","robotic mechanisms for working glass"
"Mekanisme robotik [mesin] untuk pengangkatan","robotic mechanisms [machines] for lifting"
"Mekanisme robotik [mesin] untuk pemuatan","robotic mechanisms [machines] for loading"
"mekanisme robot [mesin] untuk pengolahan sereal","robotic mechanisms [machines] for processing cereals"
"mekanisme robot [mesin] untuk pengolahan bahan makanan","robotic mechanisms [machines] for processing foodstuffs"
"mekanisme robot [mesin] untuk pengolahan buah-buahan","robotic mechanisms [machines] for processing fruits"
"mekanisme robot [mesin] untuk pengolahan sayuran","robotic mechanisms [machines] for processing vegetables"
"mekanisme robot yang digunakan dalam pertanian","robotic mechanisms used in agriculture"
"mekanisme robot digunakan dalam pemeliharaan anggur","robotic mechanisms used in viticulture"
"Router robotik [alat-alat mesin]","robotic routers [machine tools]"
"robot pengamplas","robotic sanders"
"pembersih vakum robot","robotic vacuum cleaners"
"Mesin las robotik","robotic welding machines"
"robot untuk penggilingan","robots for milling"
"Robot untuk pengecatan","robots for painting"
"Robot untuk pemolesan","robots for polishing"
"Mata bor batu","rock drilling bits"
"Bor batu [mesin]","rock drills [machines]"
"lengan rocker untuk motor dan mesin","rocker arms for motors and engines"
"mesin roket, selain untuk kendaraan darat","rocket engines, other than for land vehicles"
"bantalan rol","roller bearings"
"bantalan rol untuk mesin","roller bearings for machines"
"jembatan rol","roller bridges"
"rantai roller menjadi bagian dari mesin","roller chains being parts of machines"
