name_id,name_en
"resin buatan dalam bentuk batang untuk digunakan dalam manufaktur [produk setengah jadi]","artificial resins in the form of rods for use in manufacture [semi-finished products]"
"resin buatan dalam bentuk lembaran untuk digunakan dalam manufaktur [produk setengah jadi]","artificial resins in the form of sheets for use in manufacture [semi-finished products]"
"resin buatan dalam bentuk tabung untuk digunakan dalam manufaktur [produk setengah jadi]","artificial resins in the form of tubes for use in manufacture [semi-finished products]"
"papan asbes","asbestos boards"
"kain asbes","asbestos cloth"
"kain asbes","asbestos fabrics"
"bulu kempa asbes","asbestos felt"
"serat asbes","asbestos fibers"
"tirai api asbes","asbestos fire curtains"
"asbes untuk digunakan dalam manufaktur kampas rem","asbestos for use in the manufacture of brake linings"
"pengepakan asbes untuk piston","asbestos packing for pistons"
"pengepakan asbes untuk katup","asbestos packing for valves"
"kertas asbes","asbestos paper"
"bubuk asbes","asbestos powder"
"asbes, mentah","asbestos, raw"
"tirai pengaman asbes","asbestos safety curtains"
"asbes, setengah jadi","asbestos, semi-worked"
"lembar asbes","asbestos sheets"
"batu tulis asbes","asbestos slate"
"benang asbes, bukan untuk penggunaan tekstil","asbestos yarn, not for textile use"
"tas [amplop, kantong] dari karet, untuk kemasan","bags [envelopes, pouches] of rubber, for packaging"
"kantong karet untuk kemasan","bags of rubber for packaging"
balata,balata
"serat bambu untuk isolasi","bamboo fibers for insulation"
"penutup kulit untuk insulasi suara","bark coverings for sound insulation"
"film plastik biodegradable untuk keperluan pertanian","biodegradable plastic film for agricultural purposes"
"Komposisi boiler untuk mencegah radiasi panas","boiler composition to prevent the radiation of heat"
"sumbat botol karet","bottle stoppers of rubber"
"bahan kampas rem, sebagian diproses","brake lining materials, partly processed"
"bahan insulasi bangunan","building insulation materials"
"jembatan kabel karet untuk melindungi kabel","cable bridges of rubber for protecting cables"
"pita kamuflase yang digunakan dalam berburu","camouflage tape used in hunting"
"pipa selang kanvas","canvas hose pipes"
"perekat lapisan karpet","carpet seaming tape"
"senyawa mendempul","caulking compounds"
"film selulosa asetat, selain untuk pembungkus","cellulose acetate film, other than for wrapping"
"film selulosa asetat digunakan sebagai bahan kemasan","cellulose acetate film used as packing material"
"selulosa asetat, setengah diproses","cellulose acetate, semi-processed"
"komposisi kimia untuk memperbaiki kebocoran","chemical compositions for repairing leaks"
"komposisi kimia untuk memperbaiki kebocoran pada sistem rem mobil","chemical compositions for repairing leaks in automobile brake systems"
"komposisi kimia untuk memperbaiki kebocoran pada sistem pendingin mobil","chemical compositions for repairing leaks in automobile cooling systems"
"komposisi kimia untuk memperbaiki kebocoran pada sistem power steering mobil","chemical compositions for repairing leaks in automobile power steering systems"
"karet terklorinasi","chlorinated rubber"
"klak klep karet","clack valves of rubber"
"lapisan kopling","clutch linings"
"segel komposit","composite seals"
"komposisi untuk mencegah radiasi panas","compositions to prevent the radiation of heat"
"selang penghubung untuk radiator kendaraan","connecting hose for vehicle radiators"
"selang penghubung untuk injektor bahan bakar kendaraan","connecting hoses for vehicle fuel injectors"
"konektor, bukan dari logam, untuk pipa","connectors, not of metal, for pipes"
"tali karet","cords of rubber"
"wol kapas untuk pengemasan [penyekat]","cotton wool for packing [caulking]"
"kopling, bukan dari logam, untuk selang api","couplings, not of metal, for fire hoses"
"kopling, bukan dari logam, untuk pipa fleksibel","couplings, not of metal, for flexible pipes"
"kopling, bukan dari logam, untuk pipa kaku","couplings, not of metal, for rigid pipes"
"benang dan benang karet tertutup, bukan untuk penggunaan tekstil","covered rubber thread and yarn, not for textile use"
"karet mentah","crude rubber"
"sambungan silinder","cylinder jointings"
"dielektrik [isolator]","dielectrics [insulators]"
"ganjalan pintu dari karet","door stops of rubber"
"dempul dinding","drywall joint compounds"
"pita sambungan drywall","drywall joint tape"
lakban,"duct tapes"
"segel dinamis","dynamic seals"
ebonit,ebonite
"benang elastis, selain untuk penggunaan tekstil","elastic threads, other than for textile use"
"polimer elastomer dalam bentuk balok untuk digunakan dalam manufaktur","elastomeric polymers in the form of blocks for use in manufacture"
"polimer elastomer dalam bentuk lembaran untuk digunakan dalam manufaktur","elastomeric polymers in the form of sheets for use in manufacture"
"siku, bukan dari logam, untuk pipa kaku","elbows, not of metal, for rigid pipes"
"bahan isolasi listrik","electrical insulating materials"
"isolator listrik","electrical insulators"
"isolator listrik terbuat dari bahan keramik","electrical insulators made of ceramic materials"
"isolator listrik terbuat dari mika","electrical insulators made of mica"
"isolator listrik terbuat dari karet","electrical insulators made of rubber"
"pita listrik","electrical tape"
"gasket pelindung interferensi elektromagnetik","electromagnetic interference shielding gaskets"
"amplop karet untuk kemasan","envelopes of rubber for packaging"
"karet etilena propilena","ethylene propylene rubber"
"pengisi sendi ekspansi","expansion joint fillers"
"pengisi pengisi ekspansi untuk perkerasan","expansion joint fillers for pavement"
"plastik diekstrusi dalam bentuk batangan untuk digunakan dalam manufaktur","extruded plastics in the form of bars for use in manufacture"
"plastik diekstrusi dalam bentuk balok untuk digunakan dalam manufaktur","extruded plastics in the form of blocks for use in manufacture"
