name_id,name_en
"lampu Natal, selain lilin","Christmas lights, other than candles"
"kolom kromatografi untuk keperluan industri","chromatography columns for industrial purposes"
"ruang bersih [instalasi sanitasi]","clean chambers [sanitary installations]"
"instalasi kamar yang bersih","clean room installations"
"kamar bersih","clean rooms"
"kompor batubara","coal stoves"
"mesin pengeringan kokon","cocoon drying machines"
"bir kopi, listrik","coffee brewers, electric"
"filter kopi, listrik","coffee filters, electric"
"filter kopi, bukan dari kertas, menjadi bagian dari pembuat kopi listrik","coffee filters, not of paper, being parts of electric coffee makers"
"mesin kopi, listrik","coffee machines, electric"
"roaster kopi","coffee roasters"
"roaster kopi, listrik","coffee roasters, electric"
"guci kopi, listrik","coffee urns, electric"
"berwarna menyala obor taman","colored flaming garden torches"
"berwarna obor menyala","colored flaming torches"
"filter warna untuk aparatur pencahayaan","color filters for lighting apparatus"
"aparat gabungan untuk pendinginan dan pembekuan","combination apparatus for cooling and freezing"
"Kombinasi pengering mesin cuci-","combination dryer-washers"
"gabungan alat pemanas dan pendingin udara","combined heating and air-conditioning apparatus"
"ruang pembakaran","combustion chambers"
"oven memasak komersial","commercial cooking ovens"
"bola lampu neon kompak [CFL]","compact fluorescent light bulbs [CFLs]"
"kerudung kompor","cooker hoods"
kompor,cookers
"Alat memasak","cooking apparatus"
"aparat dan instalasi memasak","cooking apparatus and installations"
"aparat dan instalasi untuk penggunaan komersial memasak","cooking apparatus and installations for commercial use"
"cincin memasak","cooking rings"
"peralatan memasak, listrik","cooking utensils, electric"
cooktops,cooktops
"kotak pendingin, listrik","cool boxes, electric"
"pendingin untuk tungku","coolers for furnaces"
"aparat pendinginan","cooling apparatus"
"peralatan dan instalasi pendingin","cooling appliances and installations"
"pendinginan instalasi","cooling installations"
"pendinginan instalasi dan freezer","cooling installations and freezers"
"instalasi pendingin untuk cairan","cooling installations for liquids"
"hibachis [aparat pemanas Jepang]","hibachis [Japanese heating apparatus]"
"sorot intensitas tinggi","high-intensity searchlights"
"pengering hood","hood dryers"
"kerudung untuk aparat AC","hoods for air-conditioning apparatus"
"aparatur udara panas","hot air apparatus"
"fitting mandi udara panas","hot air bath fittings"
"blower udara panas","hot air blowers"
"oven udara panas","hot air ovens"
"piring panas","hot plates"
"piring panas untuk keperluan rumah tangga","hot plates for household purposes"
"bak jet hot","hot tub jets"
"kolam air panas","hot tubs"
"boiler air panas","hot water boilers"
"botol air panas","hot water bottles"
"instalasi pemanas air panas","hot water heating installations"
"tangki air panas","hot water tanks"
"pembersih udara rumah tangga","household air cleaners"
"aparat humidifikasi untuk digunakan dengan aparat AC","humidification apparatus for use with air-conditioning apparatus"
humidifier,humidifiers
"humidifier, listrik","humidifiers, electric"
"humidifier untuk radiator pemanas sentral","humidifiers for central heating radiators"
"humidifier untuk alat musik","humidifiers for musical instruments"
"unit humidifier sebagai bagian dari kendaraan","humidifier units as parts of vehicles"
"aparatur mandi hydromassage","hydromassage bath apparatus"
"mesin pembuatan es krim","ice-cream making machines"
"mesin es dispensing","ice dispensing machines"
"mesin es dan aparat","ice machines and apparatus"
"pembuat es","ice makers"
"pembuatan es mesin","ice making machines"
"pemanas celup","immersion heaters"
"pembakar pijar","incandescent burners"
"lampu pijar","incandescent lamps"
"lampu pijar","incandescent light bulbs"
insinerator,incinerators
"perlengkapan pencahayaan dalam ruangan","indoor lighting fixtures"
"kompor induksi","induction cookers"
"pemanas air induksi","induction water heaters"
"aparatus industri untuk memurnikan air","industrial apparatus for purifying water"
"industri oven memasak","industrial cooking ovens"
"penggorengan dalam industri","industrial deep fryers"
"dehumidifiers industri","industrial dehumidifiers"
"tungku industri","industrial furnaces"
"humidifier industri","industrial humidifiers"
"rice cooker industri","industrial rice cookers"
"lampu inframerah, bukan untuk tujuan medis","infrared lamps, not for medical purposes"
"radiator inframerah","infrared radiators"
"instalasi untuk bahan bakar nuklir pengolahan","installations for processing nuclear fuel"
"instalasi untuk pengolahan bahan bakar nuklir dan bahan moderator nuklir","installations for processing nuclear fuel and nuclear moderating material"
"instalasi untuk penerangan jalan","installations for street lighting"
"instalasi untuk membakar gas","installations for the burning off of gases"
"pemanas air sesaat","instantaneous water heaters"
"penerangan jalan cerdas","intelligent street lighting"
"aparatus ionisasi untuk pengobatan udara","ionization apparatus for the treatment of air"
"pencahayaan peralatan untuk showcase","lighting apparatus for showcases"
"penggemar listrik menjadi bagian dari instalasi AC rumah tangga","electrical fans being parts of household air-conditioning installations"
"Bantalan, bantal dan selimut yang dipanaskan dengan listrik, bukan untuk tujuan medis","electrically heated pads, cushions and blankets, not for medical purposes"
"alat penggoreng tanpa minyak (air fryers)","air fryers"
"instalasi AC untuk keperluan industri","air-conditioning installations for industrial purposes"
"AC panel untuk digunakan dalam walk-in pendingin","air-conditioning panels for use in walk-in coolers"
"unit AC","air-conditioning units"
"aparat pendingin udara","air cooling apparatus"
"penurun udara","air dehumidifiers"
"aparatur penghilang bau udara","air deodorizing apparatus"
"pengering udara","air dryers"
"instalasi penyaringan udara","air filtering installations"
"udara filter untuk unit AC","air filters for air-conditioning units"
"filter udara untuk keperluan rumah tangga","air filters for household purposes"
"filter udara untuk instalasi industri","air filters for industrial installations"
"filter udara untuk keperluan industri","air filters for industrial purposes"
"unit penanganan udara","air-handling units"
