name_id,name_en
"logam dalam bentuk foil dan bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","metals in foil and powder form for use in painting, decorating, printing and art"
"logam dalam bentuk daun dan bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","metals in leaf and powder form for use in painting, decorating, printing and art"
"logam dalam bentuk bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","metals in powder form for use in painting, decorating, printing and art"
"tinta cetak mesin stensil","mimeographing inks"
"mineral spirit untuk digunakan sebagai pengencer cat","mineral spirits for use as paint thinners"
"meni (cat dasar)",meni
"campuran cat","mixed paints"
"pewarna mordan","mordant dyes"
"mordan *",mordants*
"mordan [fiksatif] untuk warna air","mordants [fixatives] for water colours"
"mordan [fiksatif] dalam sifat pernis","mordants [fixatives] in the nature of varnishes"
"mordan untuk kulit","mordants for leather"
"mordan untuk digunakan dalam industri","mordants for use in industry"
"mordan untuk kayu dan kulit","mordants for wood and leather"
"pewarna naphthol","naphthol dyes"
"pewarna alami","natural dyes"
"resin alami untuk digunakan dalam pembuatan perekat","natural resins for use in the manufacture of adhesives"
"resin alami, mentah","natural resins, raw"
"logam non-ferrous  dalam bentuk foil untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","non-ferrous metal foil for use in painting, decorating, printing and art"
"logam non-ferrous dalam bentuk foil atau bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","non-ferrous metals in foil or powder form for use in painting, decorating, printing and art"
"lapisan anti lengket dalam bentuk cat","non-stick coatings in the nature of paint"
"cat minyak","oil colors"
"cat minyak","oil paints"
"cat minyak untuk seniman","oil paints for artists"
"cat minyak untuk digunakan dalam seni","oil paints for use in art"
"pewarna larut minyak","oil soluble dyes"
"pewarna organik","organic pigments"
"sediaan pengental (organik) untuk cat","organic thickening agents for paints"
"tinta stempel","pad printing inks"
"cat krayon untuk menandai ternak","paint crayons for marking livestock"
"cat untuk menandai ternak","paint markers for marking livestock"
"pengencer cat","paint reducers"
"pengencer cat untuk pelapis anti-grafiti","paint reducers for anti-graffiti coatings"
"cat *",paints*
"cat dasar (sealer)","paint sealers"
"cat untuk seniman","paints for artists"
"cat untuk seni dan kerajinan","paints for arts and crafts"
"cat untuk lantai beton","paints for concrete floors"
"cat untuk peralatan industri","paints for industrial equipment"
"cat untuk peralatan dan mesin industri","paints for industrial equipment and machinery"
"cat untuk mesin","paints for machinery"
"cat untuk penggunaan laut","paints for marine use"
"cat untuk kendaraan model","paints for model vehicles"
"cat untuk perlindungan terhadap grafiti","paints for protection against graffiti"
"cat untuk digunakan dalam industri otomotif","paints for use in the automobile industry"
"cat untuk digunakan dalam pembuatan mobil","paints for use in the manufacture of automobiles"
"cat untuk digunakan dalam pembuatan keramik","paints for use in the manufacture of ceramics"
"cat dalam bentuk bubuk","paints in powder form"
"cat, pernis, pernis","paints, varnishes, lacquers"
"pengencer cat untuk pelapis anti-grafiti","paint thinners for anti-graffiti coatings"
"kertas untuk mewarnai telur Paskah","paper for dyeing Easter eggs"
"pelapis berpigmen dalam bentuk cat","pigmented coatings in the nature of paints"
"zat pewarna pigmen","pigment siccatives"
"logam mulia dalam bentuk foil atau bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","precious metals in foil or powder form for use in painting, decorating, printing and art"
"logam mulia dalam bentuk bubuk untuk digunakan dalam lukisan, dekorasi, percetakan dan seni","precious metals in powder form for use in painting, decorating, printing and art"
"pengawet terhadap karat dan terhadap kerusakan kayu","preservatives against rust and against deterioration of wood"
"pengawet terhadap karat dalam sifat pelapis","preservatives against rust in the nature of coatings"
"tinner untuk cat dasar","primer thinners"
"pasta [tinta] printer","printers' pastes [ink]"
"tinta cetak","printing ink"
toner,"printing toner"
"sediaan pelapis untuk logam","protective preparations for metals"
"Prussian blue (zat pewarna)","Prussian blue"
"sediaan anti karat dalam bentuk pelapis untuk digunakan pada kendaraan","rust inhibiting preparations in the nature of a coating for use on vehicles"
"anti karat untuk sistem pendingin mobil","rust inhibitors for automobile cooling systems"
"pelapis anti karat","rust preventatives in the nature of coatings"
"cat anti karat","rust protecting paints"
