name_id,name_en
"penyediaan informasi produk dan jasa untuk penjualan komersial","provision of product and service information for commercial sales"
"perencanaan dan pameran peragaan busana untuk tujuan promosi","fashion show planning and exhibitions for promotional purposes"
"penjualan eceran dan layanan grosir untuk artikel pribadi","retail sale and wholesale services for personal articles"
"manajemen dan operasi bisnis daur ulang","management and operation of recycling business"
"bantuan administrasi dalam menanggapi panggilan untuk tender","administrative assistance in responding to calls for tenders"
"Jasa toko retail secara daring (online) yang menampilkan konten audio, video dan audio visual yang sebelumnya telah direkam, yang telah distandarkan (streamed) dan dapat diunduh","online retail  store services featuring streamed and downloadble pre-recordrd audio, video and audiovisual content"
"Penjualan Madu dan Hasil produksi madu",-
"Pembelian Madu dan Hasil produksi madu",-
"Penelitian perniagaan dan pemasaran madu",-
"Penilaian produk madu",-
"Agen penjualan",-
"Pemasaran dan periklanan pada jasa keuangan dan asuransi","marketing and advertising of financial and insurance services"
"Perbandingan harga dan evaluasi berbagai produk","Price comparison and evaluation of various products"
"toko roti",-
"Akuntan perpajakan",-
"Audit pembukuan",-
"Akuntansi perusahaan",-
"Pembukuan perusaahan",-
"Audit laporan keuangan",-
"Pembukuan perniagaan",-
"Invoicing perpajakan",-
"Pemotongan pajak",-
"Pengelolaan arsip perniagaan",-
"Pengelolaan arsip perpajakan",-
"Pengelolaan informasi perniagaan",-
"Pengelolaan informasi perpajakan",-
"jasa periklanan dan manajemen","advertising and management services"
"Perkumpulan Asosiasi Seles Marketing",-
"informasi dan konsultasi manajemen bisnis","business management consultancy and information"
"jasa informasi ekonomi untuk keperluan bisnis","Economic Information services for business use"
"Penyediaan informasi, termasuk on-line, mengenai periklanan, manajemen bisnis dan fungsi administrasi dan kantor","Providing information, including online, about advertising, business management and administration & office functions"
"Agen Penjualan Elektronik atau Distributor Elektronik",-
"Counter untuk penjualan es krim",-
"publikasi naskah publisitas/iklan","publication of publicity/advertising texts"
"Konsultan Pajak",-
"penyebaran bahan-bahan jasa diskon iklan","the distribution of materials for discount advertising services"
"sponsor promosi balapan sepeda","promotional sponsorship of bicycle races"
"mengadakan pameran dagang untuk profesional industri dalam bidang produksi dan distribusi video online, konten yang dihasilkan oleh pengguna, dan iklan online","conducting trade shows for industry professionals in the fields of online video production and distribution, user generated content, and online advertising"
"Toko Eceran Elektronik",-
"Pengelolaan laporan proyek bisnis","business project management services"
"kompilasi dan/atau penggunaan model, algoritma atau stimulasi untuk menganalisa dan menguji konsep bisnis atau komersial, purwa rupa (prototypes), data atau informasi","compilation and/or use of models, algorithms or simulations for analysing and testing business or commercial concepts, prototypes, data or information"
"Administrasi bisnis dan urusan kantor, administrasi dan manajemen usaha","business management and administration & office functions"
"penyediaan timbal balik evaluasi dan penilaian terhadap barang dan jasa dari penjual dan kinerja pembeli dan penjual (penilaian dan evaluasi usaha)",-
"penyediaan informasi komersial yang berkaitan dengan produk konsumen melalui jaringan komunikasi  komputer",-
"kompilasi dan/atau penggunaan model, algoritma atau stimulasi untuk menganalisa dan menguji konsep bisnis atau komersial, purwa rupa (prototypes), data atau informasi yang berasal dari Internet of Things (IoT, yaitu suatu konsep dimana objek tertentu mempunyai kemampuan untuk mentransfer data lewat jaringan tanpa memerlukan adanya  interaksi dari manusia ke manusia ataupun dari manusia ke perangkat komputer)","compilation and/or use of models, algorithms or simulations for analysing and testing business or commercial concepts, prototypes, data or information derived from the Internet of Things (IoT)"
"Toko Grosir Elektronik",-
"jasa penjualan ikan",-
Akuntansi,Accounting
"jasa ritel yang berhubungan dengan produk makanan dan minuman beralkohol dan tidak beralkohol","retail services relating to food products and alcoholic and non-alcoholic beverages"
"pengecer toko serba ada","Department store retailers"
"pengiklanan penjualan melalui pos (direct mail advertising)","sales advertising by post (direct mail advertising)"
"Manajemen bisnis dan pengoperasian hotel, klub rekreasi serta tanah dan bangunan pemukiman untuk orang lain","Business management and operation of hotels, recreation clubs and real estate for others"
"jasa toko retail sehubungan dengan hadiah","retail store services in relation to gifts"
"jasa diskon (-untuk pengecer, -untuk grosir, untuk promosi pemasaran)","discount services (for retailers, for wholesalers, for marketing promotions)"
