name_id,name_en
"Bitters (minuman keras) sebagai perangsang nafsu makan","alcoholic aperitif bitters"
"Minuman wine",wines
"Minuman brendi",brandies
"Minuman Tuak",-
"Arak masak",-
"Minuman keras Jepang dengan kandungan pinus","Japanese liquor flavored with pine needle extracts"
"minuman beralkohol rendah, kecuali bir, mengandung tidak lebih dari 1,15% volume alkohol","low alcohol beverages, except beers, containing not more than 1.15% by volume of alcohol"
"pure malt whisky (minuman beralkohol)","pure malt whisky"
"sari apel beralkohol","alcoholic cider"
"koktail rum (minuman beralkohol)","rum cocktails"
"Scotch (minuman beralkohol khas Skotlandia)",Scotch
"Wiski (single malt whisky)","single malt whisky"
"Wine (minuman anggur beralkohol) manis","sweet wines"
"koktail wiski","whisky cocktails"
"Minuman arak anggur yang dilindungi oleh sebutan asal ""Cognac""","wine spirits protected by the appellation of origin ""Cognac"""
"koktail (minuman beralkohol) dalam bentuk gelatin yang tidak dingin","alcoholic cocktails in the form of non-chilled gelatins"
"amaro [minuman keras herbal]","amaro [herbal liqueurs]"
"minuman keras blackcurrant","blackcurrant liqueur"
"Ragi buatan untuk membuat wine (minuman anggur beralkohol)","brewer's yeast for winemaking"
"minuman keras dengan kandungan kopi","coffee liqueurs"
"minuman buah beralkohol yang disuling","distilled alcoholic fruit beverages"
"minuman beralkohol dengan rasa teh","alcoholic beverages flavored with tea"
"minuman beralkohol distilasi berbahan dasar biji-bijian","Grain-based distilled alcoholic beverages --"
cider,ciders
"arak beras suling","Distilled spirits of rice"
"Minuman beralkohol (kecuali bir)","Alcoholic beverages (except beers)"
"wine dan wine bersoda","wines and sparkling wines"
"Minuman malaga berfermentasi (mengandung alkohol)",-
"Permen coklat isi termasuk yang berisi anggur cair dan alkohol",-
"Ragi untuk membuat Wine (minuman anggur beralkohol)","yeast strains for making wine"
"Wine (minuman anggur beralkohol) putih","white wines"
"Wine (minuman anggur beralkohol) stroberi","strawberry wine"
"Fruit-Wine (minuman anggur beralkohol)","sparkling fruit wines"
"sangria (minuman beralkohol)",sangria
"Rum (minuman beralkohol) dengan tambahan vitamin","rum infused with vitamins"
"Sediaan koktail wine (minuman anggur beralkohol)","prepared wine cocktails"
"ouzo (minuman beralkohol)",ouzo
"margarita (minuman beralkohol)",margaritas
"Kirsch (minuman beralkohol)",kirsch
"grappa (minuman beralkohol)",grappa
"Wine (minuman beralkohol dari buah-buahan)","fruit wines"
"Minuman anggur beralkohol (fortified wines)","fortified wines"
"Curacao (minuman keras)",curacao
"Wine (minuman anggur beralkohol) untuk memasak","cooking wine"
"champagne (minuman keras)",champagne
"koktail brendi (minuman beralkohol)","brandy cocktails"
"campuran wiski (minuman beralkohol) malt khas skotlandia","blended malt Scotch whisky"
"Wine (minuamn anggur beralkohol sebagai pembuka sebelum makan untuk merangszng nafsu makan)","aperitif wines"
"Wiski khas Amerika","American whiskey"
"alcoholic perry (minuman beralkohol dari fermentasi buah pear)","alcoholic perry"
"minuman berbahan dasar kopi beralkohol","alcoholic coffee-based beverages"
"absinthe koktail (minuman beralkohol dengan perisa adas)","absinthe cocktails"
"Minuman keras aprikot Jepang","Japanese apricot liquor"
"Minuman anggur beras yang tidak disaring (Tag-ju)","Unstrained rice wine (Tag-ju)"
"Minuman keras Cina yang disuling","Chinese distilled liquors"
"minuman alkohol berkarbonasi, kecuali bir","alcoholic carbonated beverages, except beer"
"wine buah bersoda","sparkling fruit wine"
"Minuman keras Korea yang disuling","Korean distilled liquors"
"Anggur suling","Distilled wine"
"alcopop (minuman beralkohol dengan kandungan alkohol yang rendah)",alcopops
"amontillado (sejenis wine (minuman anggur beralkohol))",amontillado
"adas manis [minuman keras]","anise [liqueur]"
"anisette [minuman keras]","anisette [liqueur]"
"Minuman beralkohol perangsang nafsu makan",aperitifs*
"Minuman beralkohol sebagai perangsang nafsu makan, dengan bahan dasar minuman keras beralkohol","aperitifs with a distilled alcoholic liquor base"
"Aquavit (sejenis arak yang disuling khas Skandinavia)",aquavit
"armagnac (minuman sejenis brandy khas Perancis)",armagnac
"arrack [arak]","arrack [arak]"
"awamori [arak beras suling]","awamori [distilled rice spirits]"
"baijiu [Minuman beralkohol suling Cina]","baijiu [Chinese distilled alcoholic beverage]"
"basi [minuman beralkohol yang difermentasi]","basi [fermented alcoholic beverage]"
"bitters (minuman keras)",bitters
"campuran wiski (minuman beralkohol) grain khas skotlandia","blended grain Scotch whisky"
"campuran wiski (minuman beralkohol) khas Skotlandia","blended Scotch whisky"
"campuran Wiski (minuman beralkohol)","blended whisky"
"bourbon (minuman berlakohol)",bourbon
"Brendi (minuman beralkohol)",brandy
"cachaça (minuman arak khas Portugis)",cachaça
"cachaça [minuman beralkohol yang disuling]","cachaça [distilled alcoholic beverage]"
"calvados (minuman sejenis brandi dari buah apel atau pear)",calvados
"Whisky khas Kanada","Canadian whisky"
"champagne (minuman keras) cocktails","champagne cocktails"
"brendi (minuman keras) ceri","cherry brandy"
"minuman keras dengan kandungan cokelat","chocolate liqueurs"
"Cuka Apel",cider
"Minuman arak sari apel yang dilindungi oleh daerah  asal ""Calvados""","cider spirits protected by the appellation of origin ""Calvados"""
"koktail *",cocktails*
"Minuman keras berbahan dasar kopi","coffee-based liqueurs"
"Cognac (sejenis arak yang disuling)",cognac
"Brendi untuk memasak","cooking brandy"
"cordials [minuman beralkohol]","cordials [alcoholic beverages]"
"cream liqueurs (minuman keras dengan kandungan krim susu)","cream liqueurs"
"crème liqueurs (minuman keras dengan penambahan gula)","crème liqueurs"
"daiquiris (minuman sejenis koktail dengan kandungan rum)",daiquiris
"dessert wines (minuman beralkohol)","dessert wines"
"digester [minuman keras dan arak]","digesters [liqueurs and spirits]"
"minuman yang disuling","distilled beverages"
"Arak yang disuling","distilled spirits"
"ekstrak minuman beralkohol","extracts of spirituous liquors"
"Absinthe (minuman beralkohol)",absinthe
"Wine (minuman anggur beralkohol) acanthopanax","acanthopanax wine"
"aguardiente [minuman beralkohol yang disuling]","aguardiente [distilled alcoholic beverage]"
"aguardiente [arak tebu]","aguardiente [sugarcane spirits]"
"minuman beralkohol yang mengandung buah","alcoholic beverages containing fruit"
"minuman beralkohol, kecuali bir","alcoholic beverages, except beer"
"minuman beralkohol dengan rasa cokelat","alcoholic beverages flavored with chocolate"
"minuman beralkohol dengan rasa kopi","alcoholic beverages flavored with coffee"
"bitters (minuman keras)","alcoholic bitters"
"campuran koktail (minuman beralkohol)","alcoholic cocktail mixes"
"koktail beralkohol yang mengandung susu","alcoholic cocktails containing milk"
"koktail (minuman beralkohol) dalam bentuk gelatin dingin","alcoholic cocktails in the form of chilled gelatins"
"Rum (minuman beralkohol)",rum
"minuman berbahan dasar rum (minuman beralkohol)","rum-based beverages"
"Rum punch (minuman beralkohol)","rum punch"
"rye whisky (Minuman beralkohol)","rye whisky"
"sake (minuman beralkohol)",sake
"bahan pengganti sake","sake substitutes"
"Sambuca (minuman beralkohol)",sambuca
"schnapps (minuman beralkohol)",schnapps
"Minuman keras berbahan dasar wiski khas Scotch","Scotch whisky-based liqueurs"
"shirozake [minuman keras campuran beras Jepang]","shirozake [Japanese sweet rice-based mixed liquor]"
"shochu [minuman arak suling khas Jepang]","shochu [Japanese distilled spirits]"
"shochu [minuman arak]","shochu [spirits]"
"Wiski (single grain whisky) khas Skotlandia","single grain Scotch whisky"
"Wiski (single malt whisky) khas Skotlandia","single malt Scotch whisky"
"soju [minuman arak suling khas Korea]","soju [Korean distilled spirits]"
"Minuman arak Cina berbahan dasar sorgum","sorghum-based Chinese spirits"
"minuman beralkohol bersoda","sparkling alcoholic beverages"
"Grape-wine (minuman anggur beralkohol) bersoda","sparkling grape wines"
"koktail Wine (minuman anggur beralkohol) bersoda","sparkling wine cocktails"
"Wine (minuman anggur beralkohol) bersoda","sparkling wines"
"spirit [minuman arak]","spirits [beverages]"
"minuman arak dilindungi oleh sebutan asal ""Mezcal""","spirits protected by the appellation of origin ""Mezcal"""
"minuman arak dilindungi oleh sebutan asal ""Tequila""","spirits protected by the appellation of origin ""Tequila"""
"Wine (minuman anggur beralkohol) still","still wines"
"rum jus tebu","sugar cane juice rum"
"Wine (minuman anggur beralkohol) meja","table wines"
Tequila,tequila
"koktail tequila","tequila cocktails"
"tequila dengan kandungan vitamin","tequila infused with vitamins"
"Vermouth (sejenis wine)",vermouth
Vodka,vodka
"koktail vodka","vodka cocktails"
wiski,whisky
"minuman keras berbahan dasar wiski","whisky-based liqueurs"
"koktail (minuman anggur beralkohol) putih","white wine cocktails"
"minuman beralkohol berbahan dasar wine (minuman anggur beralkohol)","wine-based aperitifs"
"minuman berbahan dasar wine (minuman anggur beralkohol)","wine-based beverages"
"pendingin anggur [minuman beralkohol]","wine coolers [beverages]"
"Keranjang hadiah minuman anggur beralkohol","wine gift hampers"
"minuman campuran anggur beralkohol","wine punch"
"Minuman arak anggur dilindungi oleh sebutan asal ""Armagnac""","wine spirits protected by the appellation of origin ""Armagnac"""
"Minuman anggur beralkohol dilindungi oleh sebutan asal ""Champagne""","wines protected by the appellation of origin ""Champagne"""
"wujiapie-jiou [Minuman keras Cina]","wujiapie-jiou [Chinese liquor]"
"Wine (minuman anggur beralkohol dengan tambahan beras kuning)","yellow rice wine"
"minuman malt beralkohol dengan aroma, kecuali bir","flavored brewed malt beverages, except beers"
"minuman keras beraroma [minuman beralkohol]","flavored liquors [alcoholic beverages]"
"Minuman keras wiski dengan tambahan rasa","flavor-infused whisky"
"Minuman keras daiquiris beku","frozen daiquiris"
