name_id,name_en
"indikator kelembaban kimia dalam bentuk strip, pelet dan film","chemical humidity indicators in the form of strips, pellets and films"
"penguat kimia untuk karet","chemical intensifiers for rubber"
"zat antara kimia untuk digunakan dalam pembuatan bahan kimia pertanian","chemical intermediates for use in the manufacture of agricultural chemicals"
"pupuk majemuk yang dikonversi secara kimia","chemically converted compound fertilizers"
"strip uji yang diolah secara kimia untuk kalibrasi sediaan kimia laboratorium","chemically treated test strips for calibration of laboratory apparatus"
"strip uji yang dirawat secara kimia, selain untuk keperluan medis","chemically treated test strips, other than for medical purposes"
"oksidan kimia untuk digunakan dalam pembuatan sirkuit tercetak","chemical oxidants for use in the manufacture of printed circuits"
"sealer penembus kimia untuk batu alam","chemical penetrating sealers for natural stone"
"bahan kimia perintis untuk digunakan dalam pembuatan bahan kimia pertanian","chemical precursors for use in the manufacture of agricultural chemicals"
"sediaan kimia, kecuali pigmen, untuk industri enamel","chemical preparations, except pigments, for the manufacture of enamel"
"sediaan kimia untuk mencerahkan zat warna selama proses manufaktur","chemical preparations for brightening dyestuffs during manufacturing processes"
"sediaan kimia untuk memfasilitasi paduan logam","chemical preparations for facilitating the alloying of metals"
"sediaan kimia untuk pengkilap kulit","chemical preparations for glazing leather"
"sediaan kimia untuk mencairkan salju","chemical preparations for melting snow"
"sediaan kimia untuk mencairkan salju dan es","chemical preparations for melting snow and ice"
"sediaan kimia untuk mencegah infeksi patogen pada tanaman","chemical preparations for preventing pathogenic infections in plants"
"sediaan kimia untuk mencegah pembentukan kerak","chemical preparations for preventing scale formation"
"sediaan kimia untuk mencegah pembentukan kerak dalam sistem pemanas dan pendingin hidronik","chemical preparations for preventing scale formation in hydronic heating and cooling systems"
"sediaan kimiawi untuk anti noda","chemical preparations for repelling stains"
"sediaan kimia untuk tujuan ilmiah","chemical preparations for scientific purposes"
"sediaan bahan kimia untuk tujuan ilmiah, selain untuk penggunaan medis atau kedokteran hewan","chemical preparations for scientific purposes, other than for medical or veterinary use"
"sediaan kimiawi untuk daging asap","chemical preparations for smoking meat"
"sediaan kimia untuk menstabilkan tanah","chemical preparations for stabilizing soil"
"sediaan kimia untuk menguji air kolam renang","chemical preparations for testing swimming pool water"
"sediaan kimiawi untuk penyebaran minyak","chemical preparations for the dispersal of oil"
"sediaan kimia untuk industri cat","chemical preparations for the manufacture of paints"
"sediaan kimia untuk industri pigmen","chemical preparations for the manufacture of pigments"
"sediaan kimia untuk pengobatan benih","chemical preparations for the treatment of seeds"
"sediaan kimia untuk pengolahan air","chemical preparations for the treatment of water"
"sediaan kimia untuk digunakan dalam industri","chemical preparations for use in industry"
"sediaan kimia untuk digunakan dalam fotografi","chemical preparations for use in photography"
"sediaan kimia untuk digunakan dalam industri inhibitor korosi","chemical preparations for use in the manufacture of corrosion inhibitors"
"sediaan kimia untuk digunakan dalam industri kosmetik","chemical preparations for use in the manufacture of cosmetics"
"sediaan bahan kimia untuk digunakan dalam industri obat-obatan","chemical preparations for use in the manufacture of pharmaceuticals"
"sediaan bahan kimia untuk digunakan dalam produksi obat-obatan","chemical preparations for use in the production of medicines"
"sediaan kimiawi dalam sifat akselerator lem","chemical preparations in the nature of glue accelerators"
"sediaan kimia untuk mencegah penyakit yang mempengaruhi tanaman sereal","chemical preparations to prevent diseases affecting cereal plants"
"tanah diatom",kieselgur
kripton,krypton
"asam laktat","lactic acid"
"bakteri asam laktat untuk digunakan dalam industri makanan","lactic acid bacteria for use in food manufacture"
"lactitol untuk industri makanan","lactitol for the food industry"
"laktosa untuk industri makanan","lactose for the food industry"
"laktosa untuk digunakan dalam industri bahan makanan","lactose for use in the manufacture of foodstuffs"
"karbon hitam untuk keperluan industri","lamp black for industrial purposes"
lantanum,lanthanum
"lem lateks, selain untuk keperluan alat tulis atau rumah tangga","latex glue, other than for stationery or household purposes"
"lauryl alkohol","lauryl alcohol"
"pupuk rumput","lawn fertilizers"
"timbal arsenat","lead arsenate"
"timbal kromat","lead chromate"
