name_id,name_en
"layanan spa sehari","day spa services"
"layanan pijat kaki","foot massage services"
"perawatan kesehatan","health care"
"Jasa konsultasi pertanian, termasuk jasa konsultasi pertanian yang disediakan lewat internet","agricultural consultancy services, including agricultural consultancy services provided via the internet"
"Klinik kecantikan",-
"Layanan perawatan bulu mata palsu",-
"Layanan sulam garis mata",-
"layanan konsultasi yang berkaitan dengan penurunan berat badan","advisory services relating to weight loss"
"perawatan kulit wajah kimia","chemical facial peel treatments"
"perawatan laser kosmetik rambut yang tidak diinginkan","cosmetic laser treatment of unwanted hair"
"pijat ayurvedic","ayurvedic massage"
"chiropractic, fisioterapi, akupunktur, osteopati, kedokteran olahraga, pijat dan layanan paramedis","chiropractic, physiotherapy, acupuncture, osteopathy, sports medicine, massage and paramedical services"
"layanan operasi penglihatan laser","laser vision surgery services"
"Penyewaan bidet","rental of bidets"
"layanan konsultasi yang berkaitan dengan kesehatan","advisory services relating to health"
"layanan pengendalian hama untuk pertanian","pest control services for agriculture"
"jasa khitan/sunat",-
"klinik khitan/sunat",-
"rumah khitan/sunat",-
"jasa khitan/sunat plus hypnosis",-
"jasa-jasa yang terkait dengan khitan/sunat",-
"memberikan informasi di bidang ortodontik","providing information in the field of orthodontics"
"memberikan informasi di bidang konseling dan perawatan psikologis","providing information in the field of psychological counselling and treatment"
"memberikan informasi di bidang kesehatan dan kesejahteraan","providing information in the fields of health and wellness"
"memberikan informasi mengenai identifikasi tanaman dan bunga untuk keperluan hortikultura","providing information regarding plant and flower identification for horticultural purposes"
"memberikan informasi yang berkaitan dengan akupunktur","providing information relating to acupuncture"
"memberikan informasi terkait pembiakan hewan","providing information relating to animal breeding"
"memberikan informasi terkait layanan salon kecantikan","providing information relating to beauty salon services"
"memberikan informasi terkait chiropractic","providing information relating to chiropractic"
"memberikan informasi yang berkaitan dengan kedokteran gigi","providing information relating to dentistry"
"memberikan informasi terkait dengan panduan diet dan nutrisi","providing information relating to dietary and nutritional guidance"
"memberikan informasi terkait dengan suplemen makanan dan gizi","providing information relating to dietary and nutritional supplements"
"memberikan informasi terkait penyewaan peralatan pertanian","providing information relating to farming equipment rental"
"memberikan informasi terkait perawatan kebun atau bunga","providing information relating to garden or flower bed care"
"memberikan informasi terkait penanaman pohon taman","providing information relating to garden tree planting"
"memberikan informasi terkait layanan penataan rambut dan salon kecantikan","providing information relating to hairdressing and beauty salon services"
"memberikan informasi yang berkaitan dengan pijatan","providing information relating to massage"
"memberikan informasi terkait moksibusi","providing information relating to moxibustion"
"memberikan informasi yang berkaitan dengan layanan asuhan keperawatan","providing information relating to nursing care services"
"memberikan informasi yang berkaitan dengan pemeriksaan fisik","providing information relating to physical examinations"
"memberikan informasi yang berkaitan dengan persiapan dan pengeluaran obat-obatan","providing information relating to the preparation and dispensing of medications"
"memberikan informasi yang berkaitan dengan penyewaan mesin pemotong rumput","providing information relating to the rental of lawnmowers"
"memberikan informasi yang berkaitan dengan penyewaan mesin dan peralatan untuk digunakan di salon kecantikan atau toko tukang cukur","providing information relating to the rental of machines and apparatus for use in beauty salons or barbers' shops"
"memberikan informasi yang berkaitan dengan penyewaan mesin dan peralatan medis","providing information relating to the rental of medical machines and apparatus"
"memberikan informasi yang berkaitan dengan penyewaan tanaman pot","providing information relating to the rental of potted plants"
"memberikan informasi terkait penyebaran pupuk","providing information relating to the spreading of fertilizers"
"memberikan informasi yang berkaitan dengan perawatan sendi yang terkilir, keseleo atau patah tulang","providing information relating to the treatment of dislocated joints, sprains or bone fractures"
"memberikan informasi terkait penggunaan pupuk","providing information relating to the use of fertilizers"
"memberikan informasi yang berkaitan dengan pijat tradisional Jepang","providing information relating to traditional Japanese massage"
"memberikan informasi terkait dengan hama pemusnahan untuk pertanian, hortikultura, dan kehutanan","providing information relating to vermin exterminating for agriculture, horticulture and forestry"
"memberikan informasi yang berkaitan dengan layanan kesehatan hewan","providing information relating to veterinary services"
"memberikan informasi terkait pembunuhan gulma","providing information relating to weed killing"
"memberikan informasi melalui internet di bidang diabetes","providing information via the Internet in the field of diabetes"
"menyediakan terapi laser untuk mengobati kondisi medis","providing laser therapy for treating medical conditions"
"menyediakan fasilitas perawatan jangka panjang","providing long-term care facilities"
"memberikan saran medis di bidang dermatologi","providing medical advice in the field of dermatology"
"memberikan saran medis di bidang geriatri","providing medical advice in the field of geriatrics"
"memberikan saran medis di bidang penurunan berat badan","providing medical advice in the field of weight loss"
"memberikan informasi medis di bidang dermatologi","providing medical information in the field of dermatology"
"memberikan informasi medis di bidang geriatri","providing medical information in the field of geriatrics"
"memberikan informasi medis di bidang penurunan berat badan","providing medical information in the field of weight loss"
"memberikan informasi medis melalui situs web","providing medical information via a web site"
"memberikan informasi kesehatan mental dan kebugaran","providing mental health and wellness information"
"menyediakan fasilitas rehabilitasi mental","providing mental rehabilitation facilities"
"memberikan informasi gizi tentang makanan untuk keperluan penurunan berat badan medis","providing nutritional information about food for medical weight loss purposes"
"menyediakan informasi online tentang pertanian, hortikultura, dan layanan kehutanan","providing on-line information about agriculture, horticulture, and forestry services"
"menyediakan fasilitas rehabilitasi fisik","providing physical rehabilitation facilities"
"menyediakan toilet portabel untuk acara-acara","providing portable toilets for events"
"menyediakan fasilitas pemandian umum","providing public bath facilities"
"menyediakan pemandian umum untuk keperluan sanitasi","providing public baths for sanitary purposes"
"menyediakan fasilitas sauna","providing sauna facilities"
"menyediakan layanan perawatan penghentian merokok","providing smoking cessation treatment services"
"menyediakan fasilitas mandi Turki","providing Turkish bath facilities"
"menyediakan layanan program penurunan berat badan","providing weight loss program services"
"penyediaan informasi kesehatan","provision of health information"
"penyediaan informasi medis","provision of medical information"
"penyediaan informasi medis dari situs web","provision of medical information from a web site"
"penyediaan informasi farmasi","provision of pharmaceutical information"
"pemberian saran psikologis","provision of psychological advice"
"penyediaan layanan penilaian risiko psikologis dan informasi yang berkaitan dengan modifikasi perilaku dan manajemen stres","provision of psychological risk assessment services and information relating to behavioural modification and stress management"
"pemberian perawatan psikologis","provision of psychological treatment"
"penyediaan layanan sauna, salon kecantikan, penataan rambut dan pijat","provision of sauna, beauty salon, hairdressing and massage services"
"layanan kejiwaan","psychiatric services"
"pengujian kejiwaan","psychiatric testing"
"konseling psikologis dan gaya hidup","psychological and lifestyle counselling"
"konsultasi psikologis dan medis","psychological and medical consultancy"
"layanan penilaian psikologis","psychological assessment services"
"perawatan psikologis","psychological care"
"pembinaan psikologis, konseling dan terapi","psychological coaching, counselling and therapy"
"konsultasi psikologis","psychological consultations"
"konseling psikologis","psychological counselling"
"konseling psikologis staf","psychological counselling of staff"
"layanan diagnosis psikologis","psychological diagnosis services"
"tes psikologis untuk keperluan medis","psychological testing for medical purposes"
"layanan pengujian psikologis","psychological testing services"
"terapi psikologis untuk bayi","psychological therapy for infants"
"perawatan psikologis","psychological treatment"
"perawatan psikososial","psychosocial care"
"layanan psikoterapi dan terapi okupasi","psychotherapy and occupational therapy services"
"layanan pemandian umum untuk keperluan kebersihan","public bath services for hygiene purposes"
"konseling kesehatan masyarakat","public health counselling"
"pijat refleksi","reflexology massage"
"layanan pijat refleksi","reflexology services"
"layanan reboisasi","reforestation services"
"rehabilitasi untuk pasien penyalahgunaan zat","rehabilitation for substance abuse patients"
"Jasa rumah keperawatan geriatri","Geriatric nursing home services"
"Pusat kesehatan","Wellness center"
"menyediakan layanan kesehatan dan kebugaran (wellness), yaitu, penilaian pribadi, rutinitas yang dipersonalisasi, jadwal perawatan, evaluasi kebugaran (fitness), dan konseling","providing health and wellness services, namely, personal assessments, personalized routines, maintenance schedules, fitness evaluations, and counseling"
"memberikan evaluasi dan konsultasi kebugaran (wellness)","providing wellness evaluation and consultation"
"menyediakan informasi dibidang kesehatan, kebugaran, dan nutrisi","providing information in the fields of health, wellness, and nutrition"
"layanan konseling di bidang kesehatan, nutrisi/gizi, dan kebugaran (wellness), yaitu, pelatihan kesehatan yang dipersonalisasi dan dukungan perubahan perilaku","counseling services in the fields of health, nutrition, and wellness, namely, personalized health coaching and behavior change support"
"memberikan informasi untuk koordinator program kebugaran (wellness)","providing information for wellness program coordinators"
"layanan kebugaran (wellness) perusahaan, yaitu, memberikan bantuan dan konsultasi kepada klien perusahaan untuk membantu karyawan mereka membuat perubahan kesehatan, kebugaran (fitness), kebugaran (wellness) dan nutrisi/gizi dalam kehidupan sehari-hari mereka untuk meningkatkan kesehatan dalam sifat/yang bersifat layanan konsultasi kebugaran (wellness) dan kesehatan terkait","corporate wellness services, namely, providing assistance and consultation to corporate clients to help their employees make health, fitness, wellness and nutritional changes in their daily living to improve health in the nature of wellness and health-related consulting services"
"Layanan klinik medis yang menyediakan obat-obatan China, perawatan kesehatan sehubungan dengan obat-obatan China","Medical clinic providing Chinese medicine, health care relating to Chinese medicine"
"Jasa pemberian saran sehubungan dengan obat-obatan China","Advisory services relating to Chinese medicine"
"jasa spa",-
"jasa salon kecantikan",-
"layanan salon kecantikan untuk manusia","beauty salon for human beings"
"penyediaan informasi secara on-line dalam bidang perawatan tubuh dan perawatan kecantikan","provision of online information in the field of body care and beauty care"
"menyediakan layanan pengendalian (management) perawatan kesehatan, yaitu, pengendalian (management) perawatan kronis","providing healthcare management services, namely, chronic care management"
