name_id,name_en
"root beer (minuman tradisional Amerika Utara, dengan atau tanpa alkohol)","root beer"
"Wine (minuman anggur) dengan kadar alkohol yang rendah","de-alcoholized wines"
"Wine (minuman anggur tanpa alkohol)","alcohol-free wine"
"Sediaan untuk membuat air mineral","Preparations for making mineral water"
"cola [minuman ringan]","colas [soft drinks]"
"Konsentrat  jus buah","concentrated fruit juices"
"Konsentrat  untuk membuat minuman","concentrates for making beverages"
"Konsentrat  untuk membuat minuman buah","concentrates for making fruit beverages"
"Konsentrat untuk membuat jus buah","concentrates for making fruit juices"
"bir jagung","corn beer"
"craft (bir)","craft beers"
"Jus cranberry","cranberry juice"
"minuman jus cranberry","cranberry juice beverages"
"soda krim","cream soda"
"minuman dengan kadar alkohol rendah","de-alcoholised beverages"
"air minum suling","distilled drinking water"
"draught (bir)","draught beer"
"air minum","drinking water"
"ale jahe kering","dry ginger ale"
"Eisbock (bir)",eisbock
"minuman berenergi","energy drinks"
"esensi untuk membuat minuman","essences for making beverages"
"esensi untuk membuat air mineral berasa, bukan dalam sifat minyak esensial","essences for making flavored mineral water, not in the nature of essential oils"
"esens untuk membuat minuman tanpa-alkohol, bukan dalam sifat minyak esensial","essences for making non-alcoholic beverages, not in the nature of essential oils"
"ekstrak must (buah) tanpa fermentasi","extracts of unfermented must"
"air mineral dengan rasa","flavored mineral water"
"air minum dengan rasa","flavored water"
"minuman berkarbonasi beku","frozen carbonated beverages"
"minuman berbahan dasar buah beku","frozen fruit-based beverages"
"bir berbahan dasar buah","fruit-based beer"
"minuman berbahan dasar buah","fruit-based beverages"
"minuman fermentasi lacto berbahan dasar buah","fruit-based lacto-fermented drinks"
"minuman ringan berbahan dasar buah dengan aroma teh","fruit-based soft drinks flavored with tea"
"minuman buah","fruit beverages"
"minuman buah dan jus buah","fruit beverages and fruit juices"
"koktail buah, tanpa-alkohol","fruit cocktails, non-alcoholic"
"konsentrat buah dan pure digunakan untuk membuat minuman","fruit concentrates and purées used for making beverages"
"konsentrat buah untuk membuat minuman","fruit concentrates for making beverages"
"bir rasa buah","fruit-flavored beer"
"minuman rasa buah","fruit-flavored beverages"
"minuman berkarbonasi rasa buah","fruit-flavored carbonated beverages"
"minuman ringan rasa buah","fruit-flavored soft drinks"
"Bahan dasar jus buah","fruit juice bases"
"konsentrat jus buah","fruit juice concentrates"
"jus buah","fruit juices"
"nektar buah, tanpa-alkohol","fruit nectars, non-alcoholic"
"Bubur buah untuk membuat minuman","fruit purées for making beverages"
"Bir jahe dari minuman jus jahe","ginger juice beverages being ginger beer"
"air glasial","glacial water"
"jus anggur","grapefruit juice"
"jus anggur","grape juice"
"minuman jus anggur, tanpa-alkohol","grape juice beverages, non-alcoholic"
"ekstrak buah tanpa-alkohol untuk membuat minuman","non-alcoholic fruit extracts for making beverages"
"minuman guarana (sejenis maple)","guarana beverages"
"jus jambu","guava juice"
"Konsentrat hop (tanaman) untuk membuat bir","hop concentrates for making beer"
"esens hop  (tanaman) untuk membuat bir","hop essences for making beer"
"hop (tanaman) (Berbentuk) pelet untuk membuat bir","hop pellets for making beer"
"minuman energi instan yang tertanam dalam cangkir cetak 3D-polycapsule","instant energy drinks embedded in 3D-polycapsule printed cups"
"minuman isotonik","isotonic beverages"
"kiwicha (bir)","kiwicha beer"
"lager (Bir)",lager
limun,lemonades
"jus lemon untuk digunakan dalam persiapan minuman","lemon juice for use in the preparation of beverages"
"Lemon (sirup)","lemon squash"
"jus jeruk nipis (sirup)","lime juice cordial"
"jus jeruk nipis untuk digunakan dalam persiapan minuman","lime juice for use in the preparation of beverages"
"lithia water (sejenis air mineral)","lithia water"
"bir rendah alkohol","low-alcohol beer"
"minuman ringan rendah kalori","low calorie soft drinks"
"maibock (Bir)",maibock
"bir jagung","maize beer"
"bir malt","malt beer"
"ekstrak malt untuk membuat minuman keras","malt extracts for making liquors"
"sirup malt untuk minuman","malt syrup for beverages"
"malt wort (Bir)","malt wort"
"jus mangga","mango juice"
"jus melon","melon juice"
"Air mineral dan aerasi","mineral and aerated waters"
"Minuman mineral, aerasi dan tanpa alkohol","mineral and aerated waters and other non-alcoholic beverages"
"air minum dengan kandungan mineral","mineral enriched water [beverages]"
"air mineral [minuman]","mineral water [beverages]"
"jus buah campuran","mixed fruit juices"
"campuran untuk membuat minuman serbat","mixes for making sherbet beverages"
"minuman aroma bir tanpa-alkohol","non-alcoholic beer-flavored beverages"
"minuman tanpa-alkohol","non-alcoholic beverages"
"minuman tanpa-alkohol dengan kandungan jus buah","non-alcoholic beverages containing fruit juices"
"minuman tanpa-alkohol dengan kandungan jus ginseng","non-alcoholic beverages containing ginseng juice"
"minuman tanpa-alkohol dengan kandungan jus ginseng merah","non-alcoholic beverages containing red ginseng juice"
"minuman tanpa-alkohol dengan kandungan jus sayuran","non-alcoholic beverages containing vegetable juices"
"minuman tanpa-alkohol dengan kandungan jus ginseng putih","non-alcoholic beverages containing white ginseng juice"
"minuman tanpa-alkohol dengan aroma kopi","non-alcoholic beverages flavored with coffee"
"minuman tanpa-alkohol beraroma teh","non-alcoholic beverages flavored with tea"
"minuman tanpa-alkohol yang diperkaya dengan vitamin","non-alcoholic beverages fortified with vitamins"
"minuman tanpa-alkohol yang terbuat dari rumput laut","non-alcoholic beverages made from seaweed"
"minuman tanpa-alkohol, selain pengganti susu","non-alcoholic beverages, other than milk substitutes"
"Koktail tanpa-alkohol","non-alcoholic cocktail bases"
"minuman tanpa-alkohol yang terbuat dari rumput laut","non-alcoholic drinks made from seaweed"
"esens (aroma) tanpa-alkohol untuk membuat minuman","non-alcoholic essences for making beverages"
"ekstrak buah tanpa-alkohol","non-alcoholic fruit extracts"
"jus persik","peach juice"
"jus nanas","pineapple juice"
"minuman jus nanas","pineapple juice beverages"
"minuman nabati","plant-based beverages"
"minuman yang diperkaya protein nabati","plant-based protein-enriched beverages"
"jus delima","pomegranate juice"
"porter [bir]","porter [beer]"
"Hop (tanaman) yang diolah dalam pembuatan bir","processed hops for use in making beer"
"minuman olahraga yang diperkaya protein","protein-enriched sports beverages"
"bir quinoa","quinoa beer"
"ramune [Minuman bersoda Jepang]","ramune [Japanese carbonated soft drinks]"
"bubuk anggur merah untuk membuat minuman","red wine powders for making beverages"
"minuman berbahan dasar beras dan kedelai, selain pengganti susu","rice-based and soya-based beverages, other than milk substitutes"
"rice beer (Bir hasil dari fermentasi beras)","rice beer"
"sarsaparilla [minuman tanpa-alkohol]","sarsaparilla [non-alcoholic beverage]"
"minuman berbahan dasar rumput laut","seaweed-based drinks"
"air soda (berkarbonasi)","seltzer water"
"serbat [minuman]","sherbets [beverages]"
"sikhye [minuman khas korea dari nasi yang difermentasi dengan tepung ragi]","sikhye [non-alcoholic rice punch]"
"minuman jus prem","smoked plum juice beverages"
smoothie,smoothies
"minuman jus buah tanpa-alkohol","non-alcoholic fruit juice beverages"
"minuman jus buah tanpa-alkohol dengan kandungan susu","non-alcoholic fruit juice beverages containing milk"
"bir jahe tanpa-alkohol","non-alcoholic ginger beer"
"minuman berbahan dasar madu tanpa-alkohol","non-alcoholic honey-based beverages"
"minuman berbahan dasar madu tanpa-alkohol yang mengandung susu","non-alcoholic honey-based beverages containing milk"
"minuman malt tanpa-alkohol","non-alcoholic malt beverages"
