name_id,name_en
"kursi disesuaikan untuk digunakan oleh mereka yang memiliki kesulitan mobilitas","chairs adapted for use by those with mobility difficulties"
"kursi [kursi]","chairs [seats]"
"kursi santai","chaise longues"
"peti untuk mainan","chests for toys"
"peti laci","chests of drawers"
"peti kayu","chests of wood"
"furnitur anak-anak","children's furniture"
"talenan [tabel]","chopping blocks [tables]"
"klem, bukan dari logam","clamps, not of metal"
"klip plastik untuk menyegel tas","clips of plastic for sealing bags"
"penutup untuk wadah, bukan dari logam, atau dari kertas","closures for containers, not of metal, nor of paper"
"penutup, bukan dari logam, untuk wadah","closures, not of metal, for containers"
"rak pakaian [perabot]","clothes racks [furniture]"
"rel pakaian","clothes rails"
"rak kayu [perabot]","wooden shelving [furniture]"
"sumbat kayu untuk wadah kemasan industri","wooden stoppers for industrial packaging containers"
"pita kayu","wood ribbon"
"bangku kerja","work benches"
"karya seni yang terbuat dari ambar","works of art made of amber"
"karya seni yang terbuat dari bambu","works of art made of bamboo"
"karya seni yang terbuat dari plester","works of art made of plaster"
"karya seni yang terbuat dari plastik","works of art made of plastic"
"karya seni yang terbuat dari lilin","works of art made of wax"
"karya seni yang terbuat dari kayu","works of art made of wood"
"karya seni dari kulit kacang","works of art of nutshell"
"workstation memiliki permukaan kerja multi guna untuk digunakan dalam berbagai bidang","workstations having multi-use work surfaces for use in a wide variety of fields"
"meja kerja",worktops
"meja tulis","writing desks"
"kuning kuning","Batu ambar"
"yo [kasur tradisional Korea]","yo [traditional Korean mattresses]"
"zaisu [Kursi bergaya Jepang]","zaisu [Japanese-style floor seats]"
"zataku [meja rendah gaya Jepang]","zataku [Japanese-style low tables]"
"tangga [tangga], bukan dari logam","steps [ladders], not of metal"
"tongkat untuk digunakan dalam reed diffusers, dijual terpisah","sticks for use in reed diffusers, sold separately"
"tarikan batu untuk lemari, laci dan perabot","stone pulls for cabinets, drawers and furniture"
"bangku kecil",stools
"sumbat, bukan dari kaca, logam atau karet","stoppers, not of glass, metal or rubber"
"sumbat gabus","stoppers of cork"
"sumbat gabus atau gabus tiruan","stoppers of cork or imitation cork"
"sumbat gabus tiruan","stoppers of imitation cork"
"tempat penyimpanan, bukan dari logam","storage bins, not of metal"
