name_id,name_en
"Jasa pemondokan kemah",-
"Penyewaan rumah mobil [akomodasi sementara]","rental of mobile homes [temporary accommodation]"
"Jasa penyediaan minuman","Providing beverages"
"jasa reservasi untuk penyediaan akomodasi perumahan sementara untuk wisatawan dan orang yang sedang berlibur","reservation services for providing temporary housing accommodations for travelers and vacationers"
"penyediaan tempat konferensi, ekshibisi dan pertemuan","providing conference, exhibition and meeting venues"
"penyewaan kursi, meja, taplak meja dan barang pecah belah untuk konferensi, ekshibisi, pertemuan dan acara sosial dan perjamuan makan","rental of chairs, tables, table linen and glassware for conference, exhibition, meeting and social functions and banquets"
"Kafe kopi","Coffee cafe"
"reservasi kamar hotel dan penginapan sementara","reservation of hotel rooms and temporary lodging"
"penyediaan reservasi kamar hotel dan akomodasi sementara untuk wisatawan dan orang yang sedang berlibur melalui situs web","provision of hotel room reservations and temporary accommodation for tourists and vacationers through the website"
"penyediaan menampilkan informasi dalam bidang hotel dan akomodasi sementara untuk wisatawan dan orang yang sedang berlibur melalui situs web","the provision of displaying information in the field of hotel and temporary accommodation for tourists and vacationers through the website"
"penyediaan informasi yang menampilkan informasi mengenai jasa restoran, katering dan bar melalui situs web","providing information that displays information about restaurant, catering and bar services through the website"
"Jasa konsultasi sehubungan dengan fasilitas hotel","Consultancy services relating to hotel facilities"
"Jasa penyediaan makanan dan minuman dengan menggunakan kendaraan dan gerobak",-
"Penyewaan tempat untuk acara sosial","Rental of venue for social events"
"Tempat penyediaan makanan dan minuman (Snack bar)",-
"penyediaan informasi dalam bidang hidangan makan di restoran melalui Internet","providing information in the field of restaurant dining via the internet"
"penyediaan pertemuan sosial, perjamuan, fungsi acara sosial, konferensi, fasilitas untuk pameran dan pertemuan","providing social meeting, banquet, social function, conference, exhibition and meeting facilities"
"jasa konsultasi di bidang perhotelan","consulting services in the field of hospitality"
"jasa-jasa yang disediakan oleh restoran-restoran, tempat-tempat pembuatan bir, kafe-kafe dan bar-bar",-
"penyediaan ruang-ruang dan akomodasi-akomodasi sementara untuk pengorganisasian acara-acara, acara-acara, pertunjukan-pertunjukan, pesta-pesta, perjamuan-perjamuan dan resepsi-resepsi",-
"Restoran masakan panggangan daging, ayam, ikan",-
"Layanan perhotelan (hospitality)","hospitality services"
"Jasa/layanan akomodasi untuk pertemuan (meetings)","accommodation services for meetings"
"Layanan menjemput makanan","take away services"
"Penyediaan akomodasi untuk wisma","provision of guesthouse accommodation"
"Layanan pemesanan dan layanan reservasi untuk hotel dan akomodasi sementara","reservation services and bookings services for hotels and temporary accommodation"
"Layanan reservasi untuk memesan makanan","reservation services for booking meals"
"Layanan restoran yang diberikan dalam kerangka kerja waralaba","Restaurant services rendered in the framework of franchising"
"menyediakan makanan dan minuman sebagai bagian dari layanan keramahtamahan","hospitality food and drink services"
"Jasa/layanan hotel, restoran, kafe, kafetaria, kantin dan layanan bar makanan ringan","hotel, restaurant, café, cafeterias, canteens, snack-bars and bar services"
"Bar, layanan ruang publik, bar makanan ringan, bar yang menyediakan minuman anggur, jasa klub yang menyediakan minuman anggur, bar untuk sandwich, cafetaria, kantin & cafe","bar, public house, snack bar, wine bar, wine club services, sandwich bar, cafeteria, canteen and café services"
"jasa-jasa pemesanan restoran dan kafe-kafe",-
"Jasa penyediaan makanan dan minuman","providing food and beverages"
"Restoran Masakan Korea","Korean Food Restaurant"
"Menyediakan fasilitas untuk mengadakan konferensi, pertemuan, jamuan makan, seminar, resepsi, pesta, dan pertunjukan","providing facilities for conducting conferences, meetings, banquets, seminars, receptions, parties, and shows"
"Layanan pemberian nasihat dan informasi yang berkaitan dengan pemilihan, persiapan dan penyajian makanan dan minuman","providing information and exchange of information in relation to foods"
"Tempat yang menghidangkan kudapan",-
