name_id,name_en
"penutup dekoratif untuk perangkat merokok elektronik","decorative covers for electronic smoking devices"
"Alat untuk memadamkan rokok dan cerutu yang dipanaskan serta batang-batang tembakau yang dipanaskan","devices for extinguishing heated cigarettes, cigars and tobacco sticks"
"korek api cerutu listrik","electric cigar lighters"
"pemantik rokok elektronik","electronic cigarette lighters"
"cairan rokok elektronik [e-liquid]","electronic cigarette liquid [e-liquid]"
"cairan rokok elektronik [e-liquid] terdiri dari perasa dalam bentuk cair yang digunakan untuk mengisi ulang kartrid rokok elektronik","electronic cigarette liquid [e-liquid] comprised of flavorings in liquid form used to refill electronic cigarette cartridges"
"cairan rokok elektronik [e-liquid] terdiri dari propilen glikol","electronic cigarette liquid [e-liquid] comprised of propylene glycol"
"cairan rokok elektronik [e-liquid] terdiri dari sayuran gliserin","electronic cigarette liquid [e-liquid] comprised of vegetable glycerin"
"corong rokok elektronik","electronic cigarette mouthpieces"
"rokok elektronik","electronic cigarettes"
"rokok elektronik untuk digunakan sebagai alternatif rokok tradisional","electronic cigarettes for use as an alternative to traditional cigarettes"
"cerutu elektronik","electronic cigars"
"perangkat elektronik untuk inhalasi aerosol yang mengandung nikotin","electronic devices for the inhalation of nicotine-containing aerosols"
"hookah elektronik","electronic hookahs"
"perangkat merokok elektronik","electronic smoking devices"
"pipa merokok elektronik","electronic smoking pipes"
"e-liquid [cairan rokok elektronik]","e-liquid [electronic cigarette liquid]"
"evaporator untuk tembakau","evaporators for tobacco"
"saring kiat","filter tips"
"batu api",firestones
"perasa, selain minyak atsiri, untuk pengganti tembakau","flavorings, other than essential oils, for tobacco substitutes"
"perasa, selain minyak atsiri, untuk digunakan dalam rokok elektronik","flavorings, other than essential oils, for use in electronic cigarettes"
"batu api untuk korek api","flints for lighters"
"wadah gas untuk korek api","gas containers for cigar lighters"
"korek api gas untuk perokok","gas lighters for smokers"
"gutka [mengunyah tembakau]","gutka [chewing tobacco]"
"tembakau linting tangan","hand-rolling tobacco"
"molase herbal [pengganti tembakau]","herbal molasses [tobacco substitutes]"
"herbal untuk merokok","herbs for smoking"
"pemegang, bukan dari logam mulia, untuk pemantik rokok","holders, not of precious metal, for cigarette lighters"
"pemegang, dari logam mulia, untuk korek api","holders, of precious metal, for cigarette lighters"
hookah,hookahs
humidors,humidors
"dudukan dalam mobil untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","in-car holders for electronic devices used for heating tobacco"
"kiseru [pipa tembakau panjang Jepang]","kiseru [long Japanese tobacco pipes]"
kreteks,kreteks
"tembakau daun","leaf tobacco"
"pemantik untuk perokok","lighters for smokers"
"korek api untuk perokok [korek api rokok], selain untuk mobil","lighters for smokers [cigarette lighters], other than for automobiles"
"larutan nikotin cair untuk digunakan dalam rokok elektronik","liquid nicotine solutions for use in electronic cigarettes"
"Larutan cair untuk digunakan dalam rokok elektronik","liquid solutions for use in electronic cigarettes"
"penggiling ganja","marijuana grinders"
"kotak tempat korek api",matchboxes
"kotak korek api dari logam mulia","match boxes of precious metal"
"tembakau untuk dihirup",snuff
"tembakau untuk rokok-rokok yang dilinting sendiri","tobacco for roll your own cigarettes"
"katrid yang dijual terisi utnuk rokok eletronik","cartridges sold filled for electronic cigarettes"
"Perangkat elektronik dan bagian-bagiannya untuk memanaskan rokok atau tembakau  untuk melepaskan aerosol yang mengandung nikotin untuk inhalasi","electronic devices and their parts for the purpose of heating cigarettes or tobacco in order to release nicotine-containing aerosol for inhalation"
"pemantik untuk rokok","lighters for cigarettes"
"pemegang rokok elektronik dalam mobil","in-car electronic cigarette holders"
"perangkat elektronik dan bagian-bagiannya untuk memanaskan rokok atau tembakau untuk melepaskan aerosol yang mengandung nikotin inhalasi","electronic device and their parts for the purpose of heating cigarettes or tobacco in order to release nicotine-containing aerosol for inhalation"
"POD vape",-
"Perasa, selain minyak esensial, untuk rokok elektronik.","flavourings, other than essential oils, for use in electronic cigarettes"
"perlataan kantong untuk menggulung rokok","pocket apparatus for roliing cigarettes"
"stiker aksesoris untuk rokok elektronik",-
"Perasa, selain minyak atsiri, untuk tembakau","flavourings, other than essential oils, for tobacco"
"pelindung layar untuk rokok elektronik",-
"pengganti tembakau untuk keperluan inhalasi","tobacco substitutes for the purpose of inhalation"
"Rokok yang mengandung bahan pengganti tembakau","cigarettes containing tobacco substitutes"
"tembakau sirih dengan tembakau","snus with tobacco"
"tembakau untuk dihirup dengan tembakau","snuff with tobacco"
"tembakau sirih tanpa tembakau","snus without tobacco"
"tembakau untuk dihirup tanpa tembakau","snuff without tobacco"
"kantong nikotin oral bebas tembakau (bukan untuk penggunaan medis)","tobacco free oral nicotine pouches (not for medical use)"
"aksesoris untuk rokok eletronik","accessories for electronic cigarettes"
"Barang-barang untuk digunakan dengan tembakau","Articles for use with tobacco"
"Pipa rokok bukan dari logam mulia","Cigarette pipes-not of precious metal"
"Wadah untuk mengeluarkan rokok dan cerutu yang ditempatkan di meja","Cigar and cigarette dispensers for tables and desks"
"perangkat dan bagian dari perangkat untuk memanaskan tembakau","devices and parts for devices for heating tobacco"
"aksesoris untuk perangkat untuk memanaskan tembakau","accessories for devices for heating tobacco"
"pengganti tembakau untuk keperluan inhalasi","tobacco substitutes for the purpose of inhalation"
"Rokok yang mengandung bahan pengganti tembakau","cigarettes containing tobacco substitutes"
"Kotak rokok bukan dari logam","Cigarette boxes not of precious metal"
"Rokok elektronik dengan tembakau perasa","Electronic cigarettes flavored tobacco"
"Kotak rokok elektrik","Electronic cigarette boxes"
"Korek api listrik dan bukan listrik","Electric or non-electric lighters"
"Filter untuk korek api","Filters for lighter"
"Batu api untuk hookah","Firestones for hookas"
"Tembakau perasa","Flavoured tobacco"
"Perasa untuk tembakau dan hookah","Flavourings for tobacco & hookahs"
"Hookah (shisha)","Hookahs (shisha)"
"Tembakau hookah (shisha)","Hookah (shisha) tobacco"
"Hookah dengan tembakau perasa","Hookahs with flavored tobacco"
"Pipa hookah (shisha)","Hookah (shisha) pipes"
"Bagian-bagian hookah yaitu kertas timah hookah, selang, mangkuk, batang hookah, ujung selang hookah dan penjepit hookah","Hookah parts namely hookah foil, hoses, bowls, hookah stems, hookah hose tips and hookah tongs"
"Sumbu korek api","Lighter wicks"
"Tangki korek api","Lighter tanks"
"Tangki bahan bakar korek api","Lighter fuel tanks"
"Selubung pipa panjang tembakau","Long tobacco pipe sheaths"
"Kotak korek api dan wadah korek api dan pemegang korek api bukan dari logam mulia","Match boxes and match cases and match holders not of precious metal"
"Tembakau molase","Molasses tobacco"
"Corong untuk hookah","Mouthpieces for hookahs"
"Batu uap untuk hookah","Steam stones for hookahs"
"Kaleng tembakau","Tobacco cans"
"Wadah tembakau bukan dari logam mulia","Tobacco tins not of precious metal"
"Bubuk tembakau","Tobacco powder"
"Penusuk tembakau","Tobacco pins"
"Kotak tembakau","Tobacco cases"
"Tembakau linting","Rolling tobacco"
"Wadah dan tempat penyimpan tembakau bukan dari logam mulia","Tobacco pots and jars not of precious metal"
"Tembakau parut","Shredded tobacco"
"Penguap untuk keperluan merokok","Vaporizers for smoking purposes"
"tembakau sirih dengan tembakau","snus with tobacco"
"tembakau untuk dihirup dengan tembakau","snuff with tobacco"
"tembakau sirih tanpa tembakau","snus without tobacco"
"tembakau untuk dihirup tanpa tembakau","snuff without tobacco"
"kantong nikotin oral bebas tembakau (bukan untuk penggunaan medis)","tobacco free oral nicotine pouches (not for medical use)"
"alat pembersih rokok elektronik",-
"perasa selain minyak esensial untuk penggunaan dalam rokok elektronik",-
cerutu,cigars
"kizami [tembakau parut Jepang]","kizami [Japanese shredded tobacco]"
"pertandingan keamanan","safety matches"
"kotak tembakau","tobacco boxes"
"Tempat, sarung atau kantong untuk perangkat elektronik yang digunakan memanaskan tembakau","cases, sleeves or pouches for electronic devices used for heating tobacco"
"rokok-rokok elektronik sebagai pengganti rokok-rokok tradisional","electronic cigarettes as substitute for traditional cigarettes"
"kantong cerutu","cigar pouches"
"Tembakau, baik yang diproduksi atau tidak diproduksi","Tobacco, whether manufactured or unmanufactured"
"Perangkat untuk memadamkan rokok yang dipanaskan atau batang tembakau yang dipanaskan","devices for extinguishing heated cigarettes or heated tobacco sticks"
"Tempat, sarung atau kantong elektronik untuk rokok yang dapat diisi ulang daya","electronic rechargeable cigarette cases, sleeves or, pouches"
"Tempat, sarung atau kantong pelindung dan tempat, sarung atau kantong untuk membawa-bawa untuk rokok elektronik, perangkat rokok elektronik atau produk untuk memanaskan tembakau","protective cases, sleeves or pouches and carrying cases, sleeves or pouches for electronic cigarettes, electronic smoking devices or tobacco heating products"
Geretan,-
"Kotak untuk aksesoris rokok elektronik","boxes for electronic cigarettes ’s accessories"
"Tempat untuk rokok elektronik","Holders for electronic cigarettes"
"Tempat untuk aksesoris rokok elektronik","Holders for electronic cigarettes ’s accessories"
"Tempat untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","holders for electronic devices used for heating tobacco"
"tempat, sarung atau kantong yang terbuat dari kulit atau kulit imitasi untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","cases, sleeves or pouches of leather or imitation of leather for electronic devices used for heating tobacco"
"barang-barang untuk perokok yang terbuat dari kulit atau kulit imitasi","smoker’s articles made of leather or imitation of leather"
"Tempat, sarung atau kantong rokok","cigarette cases, sleeves or pouches"
"wadah gas untuk korek api","gas containers for cigarette lighters"
"kotak korek api, bukan dari logam mulia","match boxes, not of precious metal"
"korek api dari logam mulia","cigarette lighters of precious metal"
"pipa shisha elektronik","electronic shisha pipes"
"tongkat pembersih khusus diadaptasi untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","cleaning sticks specially adapted for electronic devices used for heating tobacco"
"katun vape","vape cotton"
"saring rokok berujung","filter-tipped cigarettes"
"pemegang untuk pemantik rokok","holders for cigarette lighters"
"mesin saku untuk menggulung rokok","pocket machines for rolling cigarettes"
"barang-barang perokok dari logam mulia","smokers' articles of precious metal"
"rokok bebas tembakau, selain untuk keperluan medis","tobacco-free cigarettes, other than for medical purposes"
"kotak rokok dari logam mulia","cigarette boxes of precious metal"
"kertas rokok","cigarette paper"
"pertandingan parafin","paraffin matches"
"wadah tembakau bukan dari logam mulia","tobacco ash receptacles not of precious metal"
"cerutu dengan ujung yang dipotong","cigars with cut ends"
"kotak-kotak rokok elektronik yang dapat di isi ulang","electronic rechargeable cigarette cases"
"vaporiser oral untuk perokok","oral vaporizers for smokers"
"Rokok dengan aroma kopi",-
"Rokok dengan atau tanpa filter, terbuat dari campuran tembakau dan cengkeh (bukan untuk keperluan medis)","Cigarettes with or without filters, made of a mix of tobacco and cut clove (other than for medical use)"
"Cairan rokok elektronik (e-liquid) terdiri dari perasa dalam bentuk cair, selain minyak esensial, yang digunakan untuk mengisi ulang kartrid rokok elektronik","Electronic cigarette liquid (e-liquid) comprised of flavorings in liquid form, other than essential oils, used to refill electronic cigarette cartridges"
"Alat untuk memanaskan tembakau untuk tujuan penghirupan","Devices for heating tobacco for the purpose of inhalation"
"tembakau yang dipanaskan","heated tobacco"
"produk tembakau untuk tujuan dipanaskan agar melepaskan aerosol yang mengandung nikotin untuk inhalasi","tobacco products for the purpose of being heated in order to release nicotine-containing aerosol for inhalation"
"nikotin untuk produk-produk tembakau yang dipanaskan-tidak dibakar atau produk-produk tembakau yang dipanaskan","nicotine for heat-not-burn tobacco products or heated tobacco products"
"perangkat elektronik dan bagian-bagiannya untuk inhalasi aerosol yang mengandung nikotin (barang-barang keperluan merokok)","electronic devices and their parts for the inhalation of nicotine containing aerosol (smokers' articles)"
"produk-produk tembakau yang dipanaskan-tidak dibakar","heat-not-burn tobacco products"
"produk-produk tembakau yang dipanaskan","heated tobacco products"
"nikotin untuk rokok elektronik","nicotine for electronic cigarettes"
"corong untuk tempat rokok","mouthpieces for cigarette holder"
"produk tembakau yang mengandung atau dberi rasa kretek untuk dipanaskan","tobacco products containing or flavored with kretek for the purpose of being heated"
"benda perokok sekali pakai","disposable smokers' article"
"tembakau rokok","cigarette tobacco"
"tembakau mentah","raw snuff"
"Pipa rokok","Pipe cigarette"
"kartrid yang dijual penuh dengan perasa kimia dalam bentuk cair untuk rokok elektronik","cartridges sold filled with chemical flavorings in liquid form for electronic cigarettes"
"kartrid yang dijual penuh dengan propilen glikol untuk rokok elektronik","cartridges sold filled with propylene glycol for electronic cigarettes"
"kartrid yang dijual diisi dengan gliserin sayuran untuk rokok elektronik","cartridges sold filled with vegetable glycerin for electronic cigarettes"
"kasing untuk rokok elektronik","cases for electronic cigarettes"
"perasa kimia dalam bentuk cair yang digunakan untuk mengisi ulang kartrid rokok elektronik","chemical flavorings in liquid form used to refill electronic cigarette cartridges"
"tembakau kunyah","chewing tobacco"
"cerutu dan kotak rokok, bukan dari logam mulia","cigar and cigarette boxes, not of precious metal"
"kotak cerutu, bukan dari logam mulia","cigar boxes, not of precious metal"
"kotak cerutu dari logam mulia","cigar boxes of precious metal"
"kotak cerutu","cigar cases"
"kotak cerutu, bukan dari logam mulia","cigar cases, not of precious metal"
"kotak cerutu dari logam mulia","cigar cases of precious metal"
"pemotong cerutu","cigar cutters"
"kotak rokok","cigarette boxes"
"kotak rokok, bukan dari logam mulia","cigarette boxes, not of precious metal"
"kotak rokok","cigarette cases"
"kotak rokok, bukan dari logam mulia","cigarette cases, not of precious metal"
"kotak rokok dari logam mulia","cigarette cases of precious metal"
"filter rokok","cigarette filters"
"Penyangga rokok","cigarette holders"
"pemegang rokok, bukan dari logam mulia","cigarette holders, not of precious metal"
"pemegang rokok dari logam mulia","cigarette holders of precious metal"
"pemantik rokok","cigarette lighters"
"korek api, bukan dari logam mulia","cigarette lighters, not of precious metal"
"corong rokok","cigarette mouthpieces"
"kertas linting rokok","cigarette-rolling papers"
rokok,cigarettes
"rokok yang mengandung pengganti tembakau, bukan untuk keperluan medis","cigarettes containing tobacco substitutes, not for medical purposes"
"filter untuk rokok","cigarette tips"
"tabung rokok","cigarette tubes"
"lem cerutu","cigar glue"
"pemegang cerutu","cigar holders"
"pemegang cerutu, bukan dari logam mulia","cigar holders, not of precious metal"
"pemegang cerutu dari logam mulia","cigar holders of precious metal"
"cerutu-cerutu kecil",cigarillos
"korek api cerutu","cigar lighters"
"tabung cerutu","cigar tubes"
"tongkat pembersih khusus diadaptasi untuk rokok elektronik","cleaning sticks specially adapted for electronic cigarettes"
"tongkat pembersih khusus diadaptasi untuk perangkat merokok elektronik","cleaning sticks specially adapted for electronic smoking devices"
"kain pembersih khusus diadaptasi untuk rokok elektronik","cleaning swabs specially adapted for electronic cigarettes"
"swab pembersih khusus diadaptasi untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","cleaning swabs specially adapted for electronic devices used for heating tobacco"
"swab pembersih khusus diadaptasi untuk perangkat merokok elektronik","cleaning swabs specially adapted for electronic smoking devices"
"cotton bud khusus diadaptasi untuk rokok elektronik","cotton swabs specially adapted for electronic cigarettes"
"cotton bud khusus diadaptasi untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","cotton swabs specially adapted for electronic devices used for heating tobacco"
"penyeka kapas khusus disesuaikan untuk perangkat merokok elektronik","cotton swabs specially adapted for electronic smoking devices"
"sumbu kapas khusus untuk digunakan dalam rokok elektronik","cotton wicks specially for use in electronic cigarettes"
"penutup dekoratif untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","decorative covers for electronic devices used for heating tobacco"
"kertas penyerap untuk pipa tembakau","absorbent paper for tobacco pipes"
"asbak untuk perokok","ashtrays for smokers"
"asbak, bukan dari logam mulia, untuk perokok","ashtrays, not of precious metal, for smokers"
"asbak, dari logam mulia, untuk perokok","ashtrays, of precious metal, for smokers"
"pengabut untuk rokok elektronik","atomizers for electronic cigarettes"
"korek api bertenaga baterai untuk perokok","battery powered lighters for smokers"
"buku kertas rokok","books of cigarette papers"
"tas untuk membawa rokok elektronik","carrying cases for electronic cigarettes"
"tas untuk membawa perangkat elektronik yang digunakan untuk memanaskan tembakau","carrying cases for electronic devices used for heating tobacco"
"kasing /selubung untuk perangkat merokok elektronik","carrying cases for electronic smoking devices"
"cartomizer untuk rokok elektronik","cartomizers for electronic cigarettes"
"Batang tembakau","tobacco sticks"
"pengganti tembakau","tobacco substitutes"
"pengganti tembakau, bukan untuk keperluan medis","tobacco substitutes, not for medical purposes"
"wadah tembakau","tobacco tins"
"alat penguap tembakau","tobacco vaporizers"
"perangkat vaping menjadi rokok elektronik","vaping devices being electronic cigarettes"
"sumbu disesuaikan untuk pemantik rokok","wicks adapted for cigarette lighters"
"sumbu disesuaikan untuk pemantik api cerutu","wicks adapted for cigar lighters"
"korek api",matches
"pemegang korek api","match holders"
"pemegang korek api, bukan dari logam mulia","match holders, not of precious metal"
"pemegang korek api logam mulia","match holders of precious metal"
"tembakau mentolasi","mentholated tobacco"
"rokok mentol","menthol cigarettes"
"corong untuk pemegang rokok","mouthpieces for cigarette holders"
"alat penguap oral untuk perokok","oral vaporizers for smokers"
"alat penguap oral untuk keperluan merokok","oral vaporizers for smoking purposes"
"pan masala [sebagai pengganti tembakau kunyah]","pan masala [as substitutes for chewing tobacco]"
"pembersih pipa untuk pipa tembakau","pipe cleaners for tobacco pipes"
"kantong pipa","pipe pouches"
"rak pipa untuk pipa tembakau","pipe racks for tobacco pipes"
"pipa untuk merokok pengganti tembakau mentolated","pipes for smoking mentholated tobacco substitutes"
"selubung/wadah pelindung untuk rokok elektronik","protective cases for electronic cigarettes"
"kasus pelindung untuk perangkat elektronik yang digunakan untuk memanaskan tembakau","protective cases for electronic devices used for heating tobacco"
"selubung/wadah pelindung untuk perangkat merokok elektronik","protective cases for electronic smoking devices"
"korek api piroforik untuk perokok","pyrophoric lighters for smokers"
"wadah untuk puntung rokok","receptacles for cigarette butts"
"wadah bukan dari logam mulia untuk puntung rokok","receptacles not of precious metal for cigarette butts"
"wadah dari logam mulia untuk puntung rokok","receptacles of precious metal for cigarette butts"
"kumparan pengganti untuk rokok elektronik","replacement coils for electronic cigarettes"
"tangki pengganti untuk rokok elektronik","replacement tanks for electronic cigarettes"
"kabel pengganti untuk rokok elektronik","replacement wick wires for electronic cigarettes"
"sarung untuk pipa tembakau Asia yang panjang","sheaths for long Asian tobacco pipes"
"pipa vaporizer rokok tanpa asap","smokeless cigarette vaporizer pipes"
"pipa vaporizer cerutu tanpa asap","smokeless cigar vaporizer pipes"
"tembakau tanpa asap","smokeless tobacco"
"Barang-barang keperluan perokok","smokers' articles"
"Barang-barang perokok untuk rokok elektronik","smokers' articles for electronic cigarettes"
"Barang-barang perokok, bukan dari logam mulia","smokers' articles, not of precious metal"
"merokok tembakau","smoking tobacco"
"tembakau untuk dihirup","snuff tobacco"
"kotak tembakau","snuff boxes"
"kotak tembakau, bukan dari logam mulia","snuff boxes, not of precious metal"
"kotak tembakau dari logam mulia","snuff boxes of precious metal"
snus,snus
"tempolong untuk pengguna tembakau","spittoons for tobacco users"
"pertandingan belerang","sulfur matches"
"perusak untuk pipa tembakau","tampers for tobacco pipes"
"ujung kuning amber untuk pemegang cerutu dan rokok","tips of yellow amber for cigar and cigarette holders"
tembakau,tobacco
"wadah tembakau dari logam mulia","tobacco ash receptacles of precious metal"
"wadah tembakau","tobacco containers"
"evaporator tembakau","tobacco evaporators"
"filter tembakau","tobacco filters"
"penggiling tembakau","tobacco grinders"
"wadah tembakau","tobacco jars"
"pipa tembakau","tobacco pipes"
"pipa tembakau, bukan dari logam mulia","tobacco pipes, not of precious metal"
"pipa tembakau dari logam mulia","tobacco pipes of precious metal"
"kantong tembakau","tobacco pouches"
"produk tembakau untuk tujuan dipanaskan","tobacco products for the purpose of being heated"
"Tembakau mentah atau yang sudah diolah","tobacco, raw or manufactured"
"Tempered glass untuk rokok elektronik",-
"sarung untuk rokok elektronik",-
"hardcase untuk rokok elektronik",-
"tas untuk rokok elektronik",-
"sleeve case untuk rokok elektronik",-
