name_id,name_en
"Jasa-jasa penyanggaan resolusi perselisihan dan litigasi","Litigation and dispute resolution support services"
"Jasa-jasa sekuritas ialah: penyediaan penilaian keamanan (security) atas lokasi-lokasi secara fisik, sistem-sistem informasi dan
lingkungan-lingkungan pekerjaan","Security services, namely providing security assessments of 
physical locations, information systems, and working
environments"
"Pengenalan dan jejaring sosial berbasis jaringan komputer global","Global computer network-based social introduction and networking"
"jasa penempatan nomor identifikasi untuk ditempelkan pada barang-barang berharga untuk memfasilitasi penemuan barangnya kembali setelah kehilangan atau pencurian [jasa keamanan]","assignment of identification numbers to affix to valuables to facilitate their recovery following loss or theft [security services]"
"jasa penyediaan informasi melalui situs web daring (online) interaktif dibidang perkencanan dan fasilitasi perkenalan individu dan pengembangan hubungan dan persahabatan","providing information via interactive on-line web sites in the field of dating and to facilitate introduction of individuals and development of relationships and friendships"
"jasa penyediaan pilihan kartu ucapan elektronik secara daring (online)","providing a selection of on-line electronic greeting cards"
"jasa mediasi [layanan hukum]","mediation [legal services]"
"jasa lisensi barang cetakan [layanan hukum]","licensing of printed matter [legal services]"
"Pengantar sosial dan layanan jejaring sosial","Social introduction and social networking services"
"jasa konsultasi hukum yang berkaitan dengan pemetaan paten","legal consultancy relating to patent mapping"
"jasa pengawalan/pengiringan di masyarakat [pendampingan/penemanan]","escorting in society [chaperoning]"
"Memberikan informasi dalam bentuk database yang menampilkan informasi di bidang jejaring sosial, pengenalan sosial dan kencan","Providing information in the form of databases featuring information in the fields of social networking, social introduction and dating"
"Organisasi masyarakat yang bergerak di bidang pelayanan kemasyarakatan",-
"lisensi hak kekayaan intelektual.","licensing of intellectual property rights"
"jasa manajemen hak cipta","copyright management services"
"Konsultasi terkait merek Internasional",-
"Layanan hukum terkait pendaftaran merek Internasional",-
"Jasa perpanjangan merek Internasional",-
"Jasa menanggapi oposisi merek Internasional",-
"Jasa permohonan penambahan negara merek Internasional","subsequent designation state"
"Jasa transformasi merek Internasional",-
"Pemantauan merek Internasional",-
"Menyediakan jasa perawatan untuk tempat tinggal dan kantor, yaitu, menawarkan bantuan untuk manusia usia lanjut (manula) atau orang yang membutuhkan perawatan khusus dan profesional medis di tempat","Providing care services for residences and offices, namely, offering assistance with daily living for seniors or person who needs special care and medical professional on-site"
"Jasa konsultasi kekayaan intelektual","Intellectual property consultancy services"
"Konsultasi hukum dan hubungan industrial",-
"Konsultasi perizinan usaha mikro dan kecil (IUMK)",-
"Pemantauan sistem keamanan","Monitoring of security systems"
"Penjaga siang dan malam","Day and night guards"
"Konsultasi untuk mendapatkan sosialisasi dan sertifikasi halal",-
"Konsultasi mengenai peraturan keselamatan di tempat kerja","Consultancy on regulations on safety at work"
"Konsultasi keamanan, termasuk dalam hal keamanan pusat komersial dan kompleks perbelanjaan","Security consultancy, including as regards security of commercial centres and shopping complexes"
"jasa konsultasi astrologi","astrology consultancy"
"jasa penyaringan/pemeriksaan bagasi untuk tujuan keamanan","baggage screening for security purposes"
"jasa pemesanan untuk jasa pembelanja pribadi","booking services for personal shopper services"
"jasa dukungan litigasi yang dibantu komputer","computer assisted litigation support"
"jasa konsultasi yang berkaitan dengan perlindungan merek dagang","consultancy relating to trademark protection"
"jasa pembuatan akta tanah [layanan hukum]","conveyancing services [legal services]"
"jasa penjaga siang dan malam","day and night guard services"
"Wanita Penghibur",-
"Tukang Kemat (Dukun Santet)",-
"jasa usaha penguburan","funerary undertaking"
"jasa ramalan zodiak","horoscope casting"
"jasa penyediaan informasi tentang penataan pakaian pribadi","information about personal wardrobe styling services"
"jasa penelitian hukum","legal research"
"jasa hukum untuk prosedur yang berkaitan dengan hak properti industri","legal services for procedures relating to industrial property rights"
"jasa pengawasan hukum","legal watching services"
"jasa pemantauan alarm keamanan dan pencurian","monitoring of burglar and security alarms"
"jasa penataan gaya pribadi yang terdiri dari jasa pengukuran dan pengepasan bra","personal styling services consisting of bra measuring and fitting services"
"jasa penyelidikan latar belakang pra-kerja","pre-employment background investigation services"
"jasa penyewaan peralatan keselamatan","rental of safety equipment"
"jasa penyewaan kamar pengantin (huppah) pernikahan","rental of wedding huppahs"
"jasa inspeksi keamanan untuk pihak lain","security inspection services for others"
"Jasa mengadakan kebaktian",-
"Jasa Lisensi Waralaba","Franchise License Services"
"Jasa perpanjangan merek",-
"Jasa pembuatan sanggahan merek",-
"Jasa menanggapi sanggahan merek",-
"Jasa mengajukan oposisi merek",-
"Jasa menanggapi oposisi merek",-
"Jasa mengajukan banding merek ke Komisi Banding Merek",-
"Jasa pengambilan sertifikat merek",-
"Jasa drafting paten",-
"Jasa penelusuran paten",-
"Jasa pendaftaran paten",-
"Jasa pembuatan sanggahan paten",-
"Jasa menanggapi sanggahan paten",-
"Jasa mengajukan oposisi paten",-
"Jasa menanggapi oposisi paten",-
"Jasa mengajukan banding paten ke Komisi Banding Paten",-
"Jasa pengambilan sertifikat paten",-
"Jasa manajemen Paten",-
"Jasa pendaftaran hak cipta",-
"Jasa menanggapi penolakan cipta",-
"Jasa pengambilan sertifikat Hak Cipta",-
"Jasa pembuatan peringatan hak cipta di koran",-
"Jasa pendaftaran desain industri",-
"Jasa menanggapi sanggahan desain",-
"Jasa mengajukan oposisi desain industri",-
"Jasa menanggapi oposisi desain industri",-
"Jasa pengambilan sertifikat desain industri",-
"Jasa lisensi desain industri",-
"Jasa manajemen desain industri",-
"Jasa pendaftaran rahasia dagang",-
"Jasa lisensi rahasia dagang",-
"Jasa penelusuran nama domain",-
"Jasa perpanjangan nama domain",-
"Jasa lisensi domain",-
"Jasa gugatan nama domain",-
"memberikan informasi di bidang pengembangan diri, peningkatan diri, pemenuhan diri, amal, kedermawanan/filantropi, sukarelawan (volunteer), pelayanan masyarakat dan umum, dan kegiatan kemanusiaan","providing information in the field of personal development, self-improvement, self-fulfillment, charitable, philanthropic, volunteer, public and community services, and humanitarian activities"
pendampingan,chaperoning
"Perkumpulan sosial keagamaan",-
"Nasihat hukum dalam menanggapi permintaan untuk tender","Legal advice in responding to calls for tenders"
"jasa/layanan verifikasi pengguna","user verification services"
"jasa/layanan verifikasi identifikasi","identification verification services"
"jasa/layanan verifikasi identifikasi bisnis","business identification verification services"
"Layanan kekayaan intelektual yaitu percetakan sertifikat kekayaan intelektual termasuk: sertifikat paten, sertifikat merek, surat
pencatatan ciptaan, sertifikat desain industri,
pencatatan perpanjangan merek, pencatatan
pengalihan hak, pencatatan lisensi",-
"meramal melalui jaringan komunikasi elektronik dan memberikan informasi yang berkaitan dengannya","fortune-telling through electronic communications networks and providing information relating thereto"
"Jasa penelusuran merek",-
"Sosial kemasyarakatan",-
"jasa konsultasi yang berkaitan dengan lisensi merek dagang","consultancy relating to trademark licensing"
"jasa perlindungan dari penipuan dan pencurian identitas","fraud and identity theft protection services"
"jasa hukum yang berkaitan dengan eksploitasi hak transmisi","legal services relating to the exploitation of transmission rights"
"jasa penyelenggaraan pertemuan keluarga yang berduka untuk memperingati kematian orang tercinta","organizing meetings of bereaved families to commemorate the death of a loved one"
"jasa penyediaan informasi tentang prosedur hukum yang berkaitan dengan tuntutan hukum atau isu/persoalan hukum lainnya","providing information on legal procedures relating to lawsuits or other legal issues"
"Jasa agen kekayaan intelektual","intellectual property agency services"
"jasa pernikahan",-
"jasa pemakaman",-
"melakukan upacara pernikahan sipil",-
"melakukan upacara pemakaman",-
"melakanan upcara layanan doa keagamaan",-
"melakukan upacara keagamaan",-
"mediasi perceraian",-
"usaha perkuburan",-
"Layanan Kurator dan Pengurus untuk Kepailitan dan Penundaan Kewajiban Pembayaran Utang.","Receiver and Administrator Services for Bankruptcy and Debt Restructuring."
"Layanan Kurator dalam Kepailitan (Hukum Kepailitan dan Penundaan Kewajiban Pembayaran Utang).","Receiver Services in Bankruptcy (Bankruptcy and Debt Restructuring Law)."
"Layanan Hukum Kepailitan dan Penundaan Kewajiban Pembayaran Utang.","Legal Services for Bankruptcy and Debt Restructuring."
"Layanan Pengurus dalam Penundaan Kewajiban Pembayaran Utang (Hukum Kepailitan dan Penundaan Kewajiban Pembayaran Utang).","Administrator Services for Debt Restructuring (Bankruptcy and Debt Restructuring Law)."
"Memberikan informasi tentang Hukum Kepailitan dan Penundaan Kewajiban Pembayaran Utang.","Providing information regarding on Bankruptcy and Debt Restructuring Law."
"Memberikan informasi mengenai prosedur hukum yang berkaitan dengan hukum Kepailitan dan Penundaan Kewajiban Pembayaran Utang.","Providing information on legal procedures related to Bankruptcy and Debt Restructuring."
"Memberikan Solusi Hukum mengenai Kepailitan dan Penundaan Kewajiban Pembayaran Utang.","Providing Legal Solution on Bankruptcy and Debt Restructuring Law."
"jasa pemberian sertifikat digital berupa tanda tangan elektronik yang menunjukkan identitas pihak yang melakukan transaksi",-
"jasa penyewaan CCTV (Closed Circuit Television)",-
"layanan komunikasi dan laporan darurat untuk konfirmasi keamanan","emergency communication and report services for safety confirmation"
"layanan advis dan informasi yang berhubungan dengan tindakan darurat","advisory and information services relating to emergency action"
"layanan konsultasi dan informasi yang berkaitan dengan bencana, pencegahan kejahatan dan pencegahan bencana melalui situs web","advisory and information services relating to disaster, crime-prevention and disaster prevention via a web site"
"menyediakan informasi lokasi untuk orang, obyek, dan binatang menggunakan terminal komputer","providing location information for people, objects, and animals using communication terminals"
"Pemberian lisensi atas merek dagang",-
"Pengolahan hak cipta dan desain industri",-
"Manajemen merek dagang",-
"penyediaan informasi yang berhubungan dengan fesyen","providing information relating to fashion"
"Lembaga swadaya masyarakat yang bergerak di bidang sosial dan kemanusiaan",-
"layanan individu dan layanan sosial yang diberikan oleh orang lain untuk memenuhi kebutuhan individu",-
"Jasa penyediaan pakaian dan sepatu untuk orang-orang yang membutuhkan (Iayanan amal)",-
"Pelayanan untuk masyarakat korban bencana alam",-
"Lembaga sosial kemanusiaan yang fokus pada penanganan kasus-kasus kemanusiaan yang melanda dunia baik bencana alam dan bencana non alam (yang berbasis kerelawanan)",-
"Jasa bantuan tuna wisma",-
"Jasa bantuan korban bencana alam",-
"Jasa penasehatan mengenai permasalahan peraturan-peraturan dibidang lingkungan hidup","Advisory on environmental regulatory matters"
"Jasa konsultasi mengenai permasalahan peraturan-peraturan dibidang lingkungan hidup","Consultancy on environmental regulatory matters"
"Jasa konsultasi ahli dibidang kejahatan siber","Expert consultancy in the field of cyber crimes"
"Jasa konsultasi ahli dibidang penilaian kerugian dibidang hukum","Expert consultancy in the field of legal damage assessment"
