name_id,name_en
"perangkat untuk menyuntikkan obat-obatan","devices for injecting pharmaceuticals"
"aparat pencitraan diagnostik untuk tujuan medis","diagnostic imaging apparatus for medical purposes"
"implan koklea yang terbuat dari bahan buatan","cochlear implants made from artificial materials"
"sarung tangan kompresi","compression gloves"
"pembela telinga","ear defenders"
"picks telinga","ear picks"
"Sumbat telinga (alat pelindung telinga)","ear plugs [ear protection devices]"
"sumbat telinga untuk tujuan medis","ear plugs for medical purposes"
"telinga busi untuk mengurangi kebisingan","ear plugs for noise reduction"
"sumbat telinga untuk perlindungan terhadap kebisingan","ear plugs for protection against noise"
"sumbat telinga untuk tidur","ear plugs for sleeping"
"Alat pendengar orang tuli berbentuk terompet","ear trumpets"
"pakaian dimakan","edible underwear"
"stoking elastis untuk tujuan medis","elastic stockings for medical purposes"
"Matras angin untuk keperluan medis","elastic stockings for surgical purposes"
"kawat gigi siku untuk tujuan medis","elbow braces for medical purposes"
"Peralatan akupunktur listrik","electric acupuncture instruments"
"masker wajah dipanaskan elektrik untuk tujuan terapeutik","electrically heated facial masks for therapeutic purposes"
"bantalan, bantal dan selimut yang dipanaskan secara elektrik, untuk tujuan medis","electrically heated pads, cushions and blankets, for medical purposes"
"pompa payudara listrik","electric breast pumps"
"cauteries listrik untuk keperluan bedah","electric cauteries for surgical purposes"
"alat bantu dengar elektrik","electric hearing aids"
"pijat aparat listrik untuk keperluan rumah tangga","electric massage apparatus for household use"
"pijat aparat listrik untuk penggunaan pribadi","electric massage apparatus for personal use"
electrocardiographs,electrocardiographs
"elektroda untuk defibrillator eksternal","electrodes for external defibrillators"
"elektroda untuk penggunaan medis","electrodes for medical use"
electroencephalographs,electroencephalographs
electrolarynxes,electrolarynxes
"alat bantu dengar elektronik","electronic hearing aids"
"Tempat tidur angin untuk tujuan medis","air beds for medical purposes"
"bantal udara untuk tujuan medis","air cushions for medical purposes"
"kasur angin untuk bayi, untuk tujuan medis","air mattresses for babies, for medical purposes"
"Matras angin untuk keperluan medis","air mattresses for medical purposes"
"Bantal angin untuk keperluan medis","air pillows for medical purposes"
"alat pembawa cairan amalgam (penambal gigi)","amalgam carriers"
"usungan ambulans","ambulance stretchers"
"Alat anestesi (pembiusan)","anaesthetic apparatus"
"aparatur pengiriman anestesi","anaesthetic delivery apparatus"
"bola anal [mainan seks]","anal balls [sex toys]"
"alat bantu dengar analog","analog hearing aids"
"colokan anal [mainan seks]","anal plugs [sex toys]"
"analisis untuk identifikasi bakteri untuk tujuan medis","analysers for bacterial identification for medical purposes"
"kawat gigi pergelangan kaki untuk tujuan medis","ankle braces for medical purposes"
"gelang anti-mual","anti-nausea wristbands"
"stimulator saraf elektronik untuk tujuan medis","electronic nerve stimulators for medical purposes"
"pipet elektronik untuk tujuan medis","electronic pipettes for medical purposes"
"aparat stimulasi elektronik untuk tujuan terapi fisik","electronic stimulation apparatus for physical therapy purposes"
"aparat elektroforesis untuk tujuan medis","electrophoresis apparatus for medical purposes"
"kerah Elizabethan untuk tujuan hewan","Elizabethan collars for veterinary purposes"
"perangkat emboli untuk pengobatan anomali vaskular","embolic devices for the treatment of vascular anomalies"
"tabung endobronkial","endobronchial tubes"
"endoskopi untuk tujuan medis","endoscopes for medical purposes"
"kamera endoskopi untuk tujuan medis","endoscopy cameras for medical purposes"
"tabung endotrakeal","endotracheal tubes"
esophagoscopes,esophagoscopes
"pijat aparat estetika","esthetic massage apparatus"
"alat Pijat Estetika, Listrik","esthetic massage apparatus, electric"
"pijat aparat estetika, listrik, untuk keperluan rumah tangga","esthetic massage apparatus, electric, for household purposes"
"pijat aparat estetika untuk digunakan di salon kecantikan","esthetic massage apparatus for use in beauty salons"
"tabel pemeriksaan untuk keperluan rumah sakit","examination tables for hospital use"
"peralatan olahraga untuk tujuan rehabilitatif medis","exercise equipment for medical rehabilitative purposes"
"jarum untuk tujuan medis","needles for medical purposes"
"cincin anti-rematik","anti-rheumatism rings"
"anti-menyusui perangkat untuk menyapih hewan","anti-suckling devices for the weaning of animals"
"aparat dan instalasi untuk produksi sinar-X, untuk tujuan medis","apparatus and installations for the production of X-rays, for medical purposes"
"aparat dan instrumen untuk terapi radioisotop","apparatus and instruments for radioisotope therapy"
"aparatus, perangkat dan artikel untuk merawat bayi","apparatus, devices and articles for nursing infants"
"aparatus untuk pengobatan jerawat","apparatus for acne treatment"
"peralatan untuk diagnosis klinis","apparatus for clinical diagnosis"
"aparatus untuk DNA dan RNA pengujian untuk tujuan medis","apparatus for DNA and RNA testing for medical purposes"
"aparatus untuk mengukur tekanan intrakranial","apparatus for measuring intracranial pressure"
"aparat untuk operasi non-invasif","apparatus for non-invasive surgery"
"aparatus untuk tulang pengaturan","apparatus for setting bones"
"aparatus untuk mengambil sampel darah","apparatus for taking blood samples"
"aparatus untuk regenerasi sel-sel induk untuk tujuan medis","apparatus for the regeneration of stem cells for medical purposes"
"aparatus untuk pengobatan tuli","apparatus for the treatment of deafness"
"aparatus untuk stimulasi saraf transkutan listrik","apparatus for transcutaneous electrical nerve stimulation"
"aplikator untuk sediaan farmasi","applicators for pharmaceutical preparations"
"menyisipkan dukungan lengkungan untuk sepatu","arch support inserts for shoes"
"Penyangga tapak kaki untuk alas kaki","arch supports for footwear"
"mendukung lengkungan untuk sepatu","arch supports for shoes"
"Kursi untuk keperluan medis atau kedokteran gigi","armchairs for medical or dental purposes"
"tulang buatan untuk implantasi","artificial bones for implantation"
"implan payudara buatan","artificial breast implants"
"tulang rawan buatan","artificial cartilage"
"tulang rawan buatan yang terbuat dari bahan sintetis","artificial cartilage made from synthetic materials"
"hati buatan","artificial hearts"
"sendi pinggul buatan","artificial hip joints"
"rahang buatan","artificial jaws"
"pijat aparat untuk penggunaan pribadi","massage apparatus for personal use"
"kasur untuk tujuan medis","mattresses for medical purposes"
"implan [prostesis] untuk digunakan dalam operasi wajah","implants [prostheses] for use in facial surgery"
"jembatan yang ditahan dengan implan untuk keperluan gigi","implant-supported bridges for dental purposes"
"mesin latihan untuk tujuan rehabilitatif medis","exercise machines for medical rehabilitative purposes"
"defibrillator eksternal","external defibrillators"
"droppers mata untuk tujuan medis","eye droppers for medical purposes"
"penguji mata","eye testing apparatus"
"perisai perlindungan wajah untuk tujuan medis","face protection shields for medical purposes"
"kolektor feses","faecal collectors"
"kantong feses","faecal pouches"
"botol susu","feeding bottles"
"Dot botol susu","feeding bottle teats"
"katup botol makan","feeding bottle valves"
"makan cangkir untuk tujuan medis","feeding cups for medical purposes"
"monitor jantung janin","fetal heart monitors"
"mengisi instrumen untuk tujuan gigi","filling instruments for dental purposes"
"filter untuk sinar ultraviolet, untuk tujuan medis","filters for ultraviolet rays, for medical purposes"
"dipan jari untuk tujuan diagnostik","finger cots for diagnostic purposes"
"dipan jari untuk tujuan medis","finger cots for medical purposes"
"penjaga jari untuk tujuan medis","finger guards for medical purposes"
"splints jari","finger splints"
"fingerstalls untuk tujuan diagnostik","fingerstalls for diagnostic purposes"
"fingerstalls untuk tujuan medis","fingerstalls for medical purposes"
"kondom rasa","flavored condoms"
"endoskopi medis fleksibel","flexible medical endoscopes"
"aparatur pijat kaki","foot massage apparatus"
"Tang kecil catut (untuk keperluan medis)",forceps
"tang untuk tujuan medis","forceps for medical purposes"
"Perabot khusus dibuat untuk keperluan medis","furniture especially made for medical purposes"
"sabuk galvanis untuk tujuan medis","galvanic belts for medical purposes"
"aparatur filter gas yang digunakan dalam operasi laparoskopi","gas filter apparatus used in laparoscopy surgery"
