name_id,name_en
"pendorong campuran piroteknik untuk amunisi","propelling pyrotechnic mixtures for ammunition"
"tarik melalui lengan kecil","pull-throughs for small arms"
"generator gas piroteknik","pyrotechnic gas generators"
"kembang api",pyrotechnics
"senjata recoilless","recoilless guns"
"suar penyelamatan, bahan peledak atau kembang api","rescue flares, explosive or pyrotechnic"
"penutup senapan","rifle covers"
"senapan dan bagiannya","rifles and parts thereof"
"tali senapan","rifle straps"
"roket [proyektil]","rockets [projectiles]"
"ranjau laut","sea mines"
"badan cangkang","shell bodies"
"selongsong cangkang","shell casings"
"gumpalan cangkang","shell wads"
"sabuk senjata","shot belts"
"bubuk senapan","shotgun powder"
"kulit senapan","shotgun shells"
asetil-nitroselulosa,acetyl-nitrocellulose
"sistem persenjataan untuk kendaraan lapis baja","armament systems for armoured vehicles"
"kendaraan tempur lapis baja","armoured combat vehicles"
"senjata artileri [meriam]","artillery guns [cannons]"
"karabin otomatis","automatic carbines"
"senjata otomatis","automatic guns"
"senapan otomatis","automatic rifles"
"tas khusus dibuat untuk amunisi","bags specially made for ammunition"
"reflektor laras untuk senjata api","barrel reflectors for firearms"
"bipod untuk senjata api","bipods for firearms"
"kartrid kosong","blank cartridges"
"senyawa peledakan","blasting compounds"
"peledak gelatin","blasting gelatin"
"pelepas bom","bomb releasers"
"celana dari senjata api","breeches of firearms"
peluru,bullets
"piring pantat untuk pistol","butt plates for pistols"
"piring pantat untuk senapan","butt plates for shotguns"
"kotak untuk membawa senjata api yang diadaptasi","carrying cases adapted for firearms"
"penerima tempat cartridge untuk senjata api otomatis","cartridge case receivers for automatic firearms"
"kartrid mati","cartridge dies"
"bagian komponen untuk revolver","component parts for revolvers"
"mencakup untuk senjata api","covers for firearms"
"topi peledak, selain mainan","detonating caps, other than toys"
"colokan peledak","detonating plugs"
"tali bahu untuk senjata","shoulder straps for weapons"
"senjata pengepungan","siege guns"
"pembidik, selain pemandangan teleskopik, untuk artileri","sights, other than telescopic sights, for artillery"
"peredam untuk senjata api","silencers for firearms"
"senjata kecil","small arms"
"sparklers [kembang api]","sparklers [fireworks]"
"semprotan untuk tujuan pertahanan pribadi","sprays for personal defense purposes"
"stan untuk senjata api","stands for firearms"
"senapan mesin ringan","submachine guns"
"tank [senjata]","tanks [weapons]"
"senjata gas air mata","tear-gas weapons"
"pengaman picu untuk senjata dan senapan","trigger guards for guns and rifles"
"trunnion untuk senjata berat","trunnions for heavy weapons"
"pemotong pohon",wadcutters
"alat pengangkut senjata untuk instalasi pada kendaraan darat militer","weapon carriage apparatus for installation on military land vehicles"
"kendaraan bersenjata","weapon mounts"
"tank beroda","wheeled tanks"
"Congkrang - Lampung",-
"Golo - NTB",-
"Golok Ciomas - Banten",-
"Kalawi - Maluku",-
"Kanna – Sulawesi Selatan",-
"Katalang – Sulawesi Selatan",-
