name_id,name_en
"ikatan plastik untuk penggunaan rumah atau kebun","plastic ties for home or garden use"
"pengikat plastik untuk digunakan di rumah","plastic ties for home use"
"kaca depan plastik untuk digunakan di lapangan tenis","plastic windscreens for use on tennis courts"
"batting poliester","polyester batting"
"serat poliester untuk penggunaan tekstil","polyester fibers for textile use"
"jaring plastik poliester untuk barang kemasan","polyester plastic netting for packaging goods"
"serat isian poliester","polyester stuffing fibers"
"tali polypropylene untuk mengamankan bundel besar","polypropylene straps for securing bales"
"tali polypropylene untuk mengamankan bundel","polypropylene straps for securing bundles"
"kantong tekstil untuk kemasan","pouches of textile for packaging"
"kantong perlindungan yang terbuat dari kain untuk menyimpan dompet saat tidak digunakan","protection pouches made of fabric for storing purses when not in use"
"liner pelindung dari vinil fleksibel untuk tangki industri  [sama seperti terpal]","protective liners of flexible vinyl for industrial tanks [in the nature of a tarp]"
"liner pelindung dari vinyl untuk bak air panas, kolam renang, kolam, spa dan tangki industri [sama seperti terpal]","protective liners of vinyl for for hot tubs, swimming pools, ponds, spas and industrial tanks [in the nature of a tarp]"
"pelindung liner longgar untuk area muatan kendaraan [sama seperti terpal]","protective unfitted liners for the cargo area of vehicles [in the nature of a tarp]"
"rambut kelinci","rabbit hair"
"rambut anjing rakun","raccoon dog hair"
rafia,raffia
"serat rafia","raffia fibers"
"serat rami","ramie fiber"
"tali pengikat ratchet yang terbuat dari bahan tekstil sintetik","ratchet tie-down straps made of synthetic textile materials"
"wol alpaka mentah","raw alpaca wool"
"kapas mentah","raw cotton"
"serat flax mentah","raw flax fiber"
"serat yute mentah","raw jute fiber"
"linen mentah [rami]","raw linen [flax]"
"wol mentah atau olahan","raw or treated wool"
"serat rafia mentah","raw raffia fiber"
"serat rami mentah","raw ramie fiber"
"sutra mentah","raw silk"
"serat tekstil mentah","raw textile fibers"
"serat rami mentah","raw true hemp fiber"
"wol vicuña mentah","raw vicuña wool"
"tali-temali, bukan dari logam","rigging, not of metal"
"jaring pencegahan jatuhan batu","rockfall prevention nets"
"jaring pencegahan jatuhan batu dari tekstil","rockfall prevention nets of textile"
"tali untuk digunakan dalam mainan hewan peliharaan","rope for use in pet toys"
"tangga tali","rope ladders"
tali,ropes
"tali dan benang","ropes and string"
"tali untuk penggunaan di laut","ropes for marine use"
"tali untuk tenda","ropes for tents"
"tali, bukan dari logam","ropes, not of metal"
"karung untuk pengangkutan dan penyimpanan bahan dalam jumlah besar","sacks for the transport and storage of materials in bulk"
layar,sails
"layar untuk katamaran","sails for catamarans"
"layar untuk papan layar","sails for sailboards"
"layar untuk ski layar","sails for ski sailing"
"layar untuk kapal pesiar","sails for yachts"
