name_id,name_en
"benang logam untuk bordir","thread of metal for embroidery"
"benang untuk sulaman, penjahitan dan menjahit","threads for embroidery, darning and sewing"
"benang dari bahan plastik untuk penggunaan tekstil","threads of plastic materials for textile use"
"benang katun twisted dan benang","twisted cotton thread and yarn"
"benang rami memutar dan benang","twisted hemp thread and yarn"
"benang dan benang campuran","twisted mixed thread and yarn"
"benang memutar dan benang","twisted thread and yarn"
"benang wol vicuña","vicuña wool yarn"
"buang benang dan benang katun","waste cotton thread and yarn"
"benang dan benang lilin","waxed thread and yarn"
"benang dan benang sutera liar","wild silk thread and yarn"
"benang dan benang dasar campuran wol","wool base mixed thread and yarn"
"wol untuk rajutan tangan","wool for hand-knitting"
"benang wol untuk penggunaan tekstil","wool yarn for textile use"
"benang dan benang wol","worsted thread and yarn"
"benang dan benang untuk keperluan tekstil","yarn and thread for textile purposes"
"benang untuk rajutan tangan","yarn for hand-knitting"
"benang wol alpaca","alpaca wool yarn"
"benang angora dan benang","angora thread and yarn"
"benang angora untuk penggunaan tekstil","angora yarn for textile use"
"benang wol alpaka bayi","baby alpaca wool yarn"
"benang dan benang rambut unta","camel hair thread and yarn"
"benang kasmir","cashmere yarns"
"benang chenille","chenille yarn"
"benang sabut dan benang","coir thread and yarn"
"benang dan benang dasar campuran","cotton base mixed thread and yarn"
"katun untuk penjemuran","cotton for darning"
"benang katun dan benang","cotton thread and yarn"
"benang katun untuk penggunaan tekstil","cotton yarn for textile use"
"benang dan benang karet tertutup untuk penggunaan tekstil","covered rubber thread and yarn for textile use"
"benang jahit dan benang","darning thread and yarn"
"sisa benang dan benang","degreased waste thread and yarn"
"benang sutera dan benang douppioni","douppioni silk thread and yarn"
"benang elastis dan benang untuk penggunaan tekstil","elastic thread and yarn for textile use"
"benang bordir dan benang","embroidery thread and yarn"
"benang fiberglass, elastis, karet dan plastik untuk penggunaan tekstil","fiberglass, elastic, rubber and plastic threads for textile use"
"benang emas untuk penggunaan tekstil","gilt thread for textile use"
"benang serat kaca dan benang untuk penggunaan tekstil","glass fiber thread and yarn for textile use"
"benang kaca untuk penggunaan tekstil","glass thread for textile use"
"benang emas untuk penggunaan tekstil","gold thread for textile use"
"benang dan benang rambut","hair thread and yarn"
"benang sutra pintal tangan dan benang","hand spun silk thread and yarn"
"benang dan benang tahan panas","heat-stable threads and yarns"
"benang dan benang dasar campuran rami","hemp base mixed thread and yarn"
"benang rami dan benang","hemp thread and yarn"
"benang dan benang campuran serat anorganik","inorganic fiber base mixed thread and yarn"
"goni benang dan benang","jute thread and yarn"
"benang rajut","knitting yarn"
"benang linen dan benang","linen thread and yarn"
"benang serat logam untuk penggunaan tekstil","metal fiber thread for textile use"
"benang pintal campuran dan benang","mixed spun thread and yarn"
"benang kertas untuk penggunaan tekstil","paper yarn for textile use"
"benang rami dan benang","ramie thread and yarn"
"benang rayon dan benang","rayon thread and yarn"
"benang dan benang serat regenerasi untuk penggunaan tekstil","regenerated fiber thread and yarn for textile use"
"benang berlapis karet untuk penggunaan tekstil","rubber-coated threads for textile use"
"benang karet untuk penggunaan tekstil","rubber thread for textile use"
"benang dan benang layar","sail thread and yarn"
"benang dan benang serat semi-sintetis [benang serat alami yang diolah secara kimia]","semi-synthetic fiber thread and yarn [chemically treated natural fiber yarn]"
"benang jahit dan benang","sewing thread and yarn"
"benang jahit untuk penggunaan tekstil","sewing thread for textile use"
"benang dan benang pembuat sepatu","shoemaker's thread and yarn"
"dasar sutra dicampur benang dan benang","silk base mixed thread and yarn"
"benang sutera dan benang","silk thread and yarn"
"benang sutra untuk penggunaan tekstil","silk yarn for textile use"
"benang perak untuk penggunaan tekstil","silver thread for textile use"
"sutra pintal","spun silk"
"Memintal benang dan benang sutera","spun silk thread and yarn"
"benang pintal dan benang","spun thread and yarn"
"pintal wol","spun wool"
"benang dan benang serat sintetis","synthetic fiber thread and yarn"
"benang dan benang sintetis","synthetic thread and yarn"
"benang tekstil","textile yarn"
benang*,thread*
"benang dan benang dasar serat kimia","chemical fiber base mixed thread and yarn"
"benang sutra mentah","raw silk yarn"
"benang yang terbuat dari katun pintal","threads made of spun cotton"
"Benang tisik",-
"benang dan benang wol bengkok","twisted wool thread and yarn"
"Benang tukang (sebagai pembatas ukuran atau penanda suatu bangunan)",-
"Benang Bordir","embroidery thread"
"Benang jahit",-
"Benang nilon",-
"Benang poliester",-
"Benang pintal poliester",-
"benang (thread) dan benang rajutan atau tenun (yarn) untuk keperluan tekstil","Threads and yarns for textile purposes"
"benang wol dan benang","woollen thread and yarn"
"benang plastik dan benang untuk penggunaan tekstil","plastic thread and yarn for textile use"
"benang sutera yang dipilin dan benang","twisted silk thread and yarn"
"benang fiberglass untuk penggunaan tekstil","fiberglass thread for textile use"
"benang serat kimia dan benang untuk penggunaan tekstil","chemical fiber thread and yarn for textile use"
"kapas berputar","spun cotton"
"benang karet untuk penggunaan tekstil","rubber yarn for textile use"
"Benang jahit","sewing thread"
Benang,yarn
