name_id,name_en
"Tongkat berjalan Nordic","Nordic walking sticks"
"tas hidung [tas pakan]","nose bags [feed bags]"
"tas berpergian","overnight bags"
"koper berpergian","overnight suitcases"
"bantalan untuk sadel kuda","pads for horse saddles"
"celana untuk anjing [pakaian untuk hewan]","panties for dogs [clothing for animals]"
"payung matahari",parasols
"bagian karet untuk sanggurdi","parts of rubber for stirrups"
"payung teras","patio umbrellas"
"kalung anjing peliharaan","pet leashes"
"dompet saku","pocket wallets"
"kulit poliuretan","polyurethane leather"
portmanteaux,portmanteaux
"kantong gendongan bayi","pouch baby carriers"
"kantong untuk menyimpan make-up, kunci, dan barang pribadi lainnya","pouches for holding make-up, keys and other personal items"
"penutup mata unggas untuk mencegah perkelahian","poultry blinkers to prevent fighting"
"pembawa jas pelindung","protective suit carriers"
"tas pullman","pullman cases"
dompet,purses
"dompet [tas], bukan dari logam mulia","purses [handbags], not of precious metal"
"dompet [tas] dari logam mulia","purses [handbags] of precious metal"
"jas hujan untuk anjing [pakaian untuk hewan]","raincoats for dogs [clothing for animals]"
"payung tahan hujan","rainproof parasols"
"jas hujan untuk anjing [pakaian untuk hewan]","rain suits for dogs [clothing for animals]"
"ransel [tas sekolah Jepang]","randsels [Japanese school satchels]"
"tongkat rotan","rattan canes"
"kulit mentahuntuk anjing mengunyah","rawhide chews for dogs"
"kulit mentah","raw skins"
kendali,reins
"kendali [harness]","reins [harness]"
"tas wanita",reticules
"tas belanja pakai ulang","reusable shopping bags"
"dompet kartu kredit dengan pelindung RFID","RFID blocking credit card cases"
"Pelindung (tempat) kartu kredit dengan RFID","RFID blocking credit card sleeves"
"Dompet dengan RFID","RFID blocking wallets"
pelana,"riding saddles"
ransel,rucksacks
"ransel di kastor","rucksacks on casters"
"kantong pelana *",saddlebags*
"sabuk pelana","saddle belts"
"selimut pelana","saddle blankets"
"kain pelana untuk kuda","saddlecloths for horses"
pelana,saddlery
"pohon pelana","saddle trees"
tas,satchels
"ransel sekolah","school backpacks"
"tas buku sekolah","school book bags"
"tas sekolah bersabuk dari kulit","school satchels"
"kulit setengah jadi","semi-worked fur"
