name_id,name_en
"struktur penahan kedap air (caissons) untuk pekerjaan konstruksi di bawah air","caissons for construction work under water"
"tuf untuk digunakan sebagai bahan bangunan","tuff for use as a building material"
"pintu putar, bukan dari logam","turnstiles, not of metal"
"tempat penampungan tornado bawah tanah yang terbuat dari fiberglass","underground tornado shelters made of fiberglass"
"mendasari gabus diaglomerasi untuk membangun","underlays of agglomerated cork for building"
"batu bata yang tidak diinginkan","unfired bricks"
"tiang listrik, bukan dari logam","utility poles, not of metal"
"valances, bukan dari logam dan bukan dari tekstil","valances, not of metal and not of textile"
"gerai penjual, bukan dari logam","vendor booths, not of metal"
"lapisan untuk lantai","veneer for floors"
"kayu veneer","veneer wood"
"penutup ventilasi, bukan dari logam, untuk saluran HVAC","vent covers, not of metal, for HVAC ducts"
"saluran ventilasi, bukan dari logam","ventilating ducts, not of metal"
"pintu teras vinil","vinyl patio doors"
"berpihak vinil","vinyl siding"
"pintu geser vinil","vinyl sliding doors"
"lantai ubin vinil","vinyl tile flooring"
"Abu vulkanik","volcanic ash"
"papan dinding, bukan dari logam","wall boards, not of metal"
"pelapis dinding, bukan dari logam, untuk bangunan","wall claddings, not of metal, for building"
"pelapis dinding, bukan dari logam, untuk bangunan","wall linings, not of metal, for building"
"batu tembok","wall stone"
"ubin dinding, bukan dari logam","wall tiles, not of metal"
"ubin dinding, bukan dari logam, untuk bangunan","wall tiles, not of metal, for building"
"ubin dinding dari kaca","wall tiles of glass"
"ubin dinding dari batu alam","wall tiles of natural stone"
"ubin dinding dari plastik","wall tiles of plastic"
"pipa air, bukan dari logam","water-pipes, not of metal"
"katup air-pipa, bukan dari logam atau plastik","water-pipe valves, not of metal or plastic"
"papan dan panel tahan air, bukan dari logam, untuk konstruksi","water-resistant boards and panels, not of metal, for construction"
"tangki air batu untuk keperluan rumah tangga","water tanks of masonry for household purposes"
"papan cuaca, bukan dari logam","weatherboards, not of metal"
"bingkai jendela dari plastik","window frames of plastic"
"bingkai jendela dari kayu","window frames of wood"
"bingkai jendela, ikat pinggang, dan selubung terbuat dari kayu","window frames, sashes and casements made of wood"
"kaca jendela untuk bangunan","window glass for building"
