name_id,name_en
"Jasa angkutan barang via darat menggunakan mobil trailer dengan dan tanpa peti kemas",-
"Penyewaan forklift","Forklift Rentals"
"mengemas artikel sesuai pesanan dan spesifikasi orang lain","packaging articles to the order and specification of others"
"kemasan pakaian untuk transportasi","packaging clothing articles for transportation"
"pengemasan barang","packaging of goods"
"pengemasan barang dalam perjalanan","packaging of goods in transit"
"pengemasan barang dagangan","packaging of merchandise"
"layanan pengemasan","packaging services"
"pengepakan artikel untuk transportasi","packing articles for transportation"
"layanan pengepakan, pengemasan dan pergudangan","packing, crating and warehousing services"
"pengepakan kargo","packing of cargo"
"pengepakan barang","packing of freight"
"pengepakan barang","packing of goods"
"pengepakan barang dalam wadah","packing of goods in containers"
"pengepakan barang menggunakan bahan pengepakan dan pengiriman yang berkelanjutan atau biodegradable","packing of goods using sustainable or biodegradable packaging and shipping materials"
"pengemasan barang dagangan","packing of merchandise"
"pengiriman paket","parcel delivery"
"jasa pengiriman parsel","parcel shipping services"
"layanan garasi parkir","parking garage services"
"sewa tempat parkir","parking place rental"
"transportasi kapal penumpang","passenger ship transport"
"transportasi penumpang","passenger transport"
"layanan pemandu wisata perjalanan pribadi","personal travel tour guide services"
"layanan penyelamatan hewan peliharaan","pet rescue services"
"penyimpanan fisik dari data arsip yang disimpan secara elektronik","physical storage of electronically stored archived data"
"penyimpanan fisik dari basis data, gambar, dan data elektronik lainnya yang disimpan secara elektronik","physical storage of electronically stored databases, images and other electronic data"
"penyimpanan fisik data, dokumen, foto digital, musik, gambar, video, dan permainan komputer yang disimpan secara elektronik","physical storage of electronically stored data, documents, digital photographs, music, images, video, and computer games"
"penyimpanan fisik data atau dokumen yang disimpan secara elektronik","physical storage of electronically stored data or documents"
"penyimpanan fisik data digital yang tersimpan secara elektronik, foto, file audio dan gambar","physical storage of electronically stored digital data, photographs, audio and image files"
"penyimpanan fisik dari gambar digital yang disimpan secara elektronik","physical storage of electronically stored digital images"
"layanan pembotolan","bottling services"
"penyimpanan massal","bulk storage"
"transportasi bus","bus transport"
"transportasi kereta gantung","cable-car transport"
"jasa pengiriman kargo","cargo delivery services"
"penanganan kargo","cargo handling"
"penanganan kargo dan jasa pengiriman","cargo handling and freight services"
"transportasi kapal kargo","cargo ship transport"
"Parkir mobil","car parking"
"layanan parkir mobil","car park services"
"Rental Mobil","car rental"
"penyewaan mobil, garasi dan penyewaan ruang parkir","car rental, garage and parking space rental"
"pengangkutan orang dengan sistem kereta cepat transit perkotaan","carriage of persons by urban rapid transit rail systems"
"layanan berbagi mobil","car sharing services"
pengangkutan,carting
"transportasi mobil","car transport"
"transportasi mobil dan memberikan informasi yang berkaitan dengannya","car transport and providing information relating thereto"
"pengisian tunai mesin teller otomatis","cash replenishment of automated teller machines"
"layanan amal yang sifatnya menyediakan transportasi untuk orang tua atau orang cacat","charitable services in the nature of providing transportation to the elderly or disabled persons"
"penyewaan pesawat, kendaraan dan kapal","chartering of aircraft, vehicles and boats"
"penyewaan kapal","chartering of watercraft"
