release,date,author,status,maturity,version,first,distribution,abstract
WebService-Technorati-0.04,2005-01-01T00:00:19,IKALLEN,latest,released,0.04,,WebService-Technorati,"a Perl interface to the Technorati web services interface"
XML-Atom-0.10,2005-01-01T00:20:55,BTROTT,backpan,released,0.10,,XML-Atom,"Atom API and Feed Support"
URI-Fetch-0.01,2005-01-01T00:43:51,BTROTT,backpan,released,0.01,1,URI-Fetch,"Smart URI fetching (for syndication feeds, in particular)"
XML-Feed-0.04,2005-01-01T00:52:55,BTROTT,backpan,released,0.04,,XML-Feed,"XML Syndication Feed Support"
Feed-Find-0.04,2005-01-01T01:11:13,BTROTT,backpan,released,0.04,,Feed-Find,"Syndication Feed Discovery"
XML-FOAF-0.03,2005-01-01T01:41:25,BTROTT,cpan,released,0.03,,XML-FOAF,"Parse FOAF (Friend of a Friend) data"
Arch-0.4.0,2005-01-01T01:41:49,MIGO,cpan,released,0.4.0,1,Arch,"GNU Arch Perl library"
Exception-Class-1.20,2005-01-01T07:45:19,DROLSKY,backpan,released,1.20,,Exception-Class,"A module that allows you to declare real exception classes in Perl"
Genezzo-0.32,2005-01-01T08:45:37,JCOHEN,backpan,released,0.32,,Genezzo,"an extensible database system (with SQL and DBI)"
Archive-Tar-Streamed-0.02,2005-01-01T11:43:13,IVORW,backpan,released,0.02,1,Archive-Tar-Streamed,"Tar archives, non memory resident"
POE-Component-StackedProcessor-0.03,2005-01-01T11:49:09,DMAKI,backpan,released,0.03,,POE-Component-StackedProcessor,"Stacked Processors In POE"
Log-Funlog-0.821,2005-01-01T14:44:33,KORSANI,backpan,released,0.821,,Log-Funlog,"Log module with fun inside!"
Graph-0.50,2005-01-01T14:50:09,JHI,backpan,released,0.50,,Graph,"graph data structures and algorithms"
Regexp-Common-2.119,2005-01-01T17:09:57,ABIGAIL,backpan,released,2.119,,Regexp-Common,"Provide commonly requested regular expressions"
Math-BigInt-1.74,2005-01-01T17:29:46,TELS,backpan,released,1.74,,Math-BigInt,"Arbitrary size floating point math package"
Math-BigInt-Constant-1.06,2005-01-01T17:30:06,TELS,backpan,released,1.06,,Math-BigInt-Constant,"Arbitrary sized constant integers"
Math-BigInt-FastCalc-0.08,2005-01-01T17:32:14,TELS,backpan,released,0.08,,Math-BigInt-FastCalc,"Math::BigInt::Calc with some XS for more speed"
Math-BigInt-GMP-1.17,2005-01-01T17:32:32,TELS,backpan,released,1.17,,Math-BigInt-GMP,"Use the GMP library for Math::BigInt routines"
Math-BigRat-0.14,2005-01-01T17:32:49,TELS,backpan,released,0.14,,Math-BigRat,"Arbitrary big rational numbers"
Math-String-1.27,2005-01-01T17:33:06,TELS,cpan,released,1.27,,Math-String,"Arbitrary sized integers having arbitrary charsets to calculate with key rooms"
bignum-0.16,2005-01-01T17:35:11,TELS,backpan,released,0.16,,bignum,"Transparent BigNumber/BigRational support for Perl"
XML-Feed-0.05,2005-01-01T17:39:00,BTROTT,backpan,released,0.05,,XML-Feed,"XML Syndication Feed Support"
X11-FreeDesktop-DesktopEntry-0.01,2005-01-01T20:05:53,GBROWN,backpan,released,0.01,1,X11-FreeDesktop-DesktopEntry,"an interface to Freedesktop.org .desktop files."
X11-FreeDesktop-DesktopEntry-0.02,2005-01-01T20:22:26,GBROWN,backpan,released,0.01,1,X11-FreeDesktop-DesktopEntry,"an interface to Freedesktop.org .desktop files."
Module-CoreList-1.98,2005-01-01T21:02:08,RCLAMP,cpan,released,1.98,,Module-CoreList,"what modules shipped with versions of perl"
Apache-PageKit-1.16,2005-01-01T22:05:22,BORISZ,cpan,released,1.16,,Apache-PageKit,"MVCC web framework using mod_perl, XML and HTML::Template"
Gtk2-Ex-RecordsFilter-0.02,2005-01-01T22:40:31,OFEYAIKON,cpan,released,0.02,,Gtk2-Ex-RecordsFilter,"A high level widget to browse reasonably large amounts of relational data and select a subset of records. This widget is inspired by the song browser of iTunes."
Test-Class-0.06,2005-01-01T23:59:25,ADIE,backpan,released,0.06,,Test-Class,"Easily create test classes in an xUnit/JUnit style"
UMMF-0.26,2005-01-02T00:25:59,KSTEPHENS,cpan,released,0.26,,UMMF,"UML Meta-Model Framework. UML to code generation via XMI. Implements UML 1.5 meta-model. Provides object-oriented Perl interface for processing UML meta-models and models. Imports XMI. Includes XMI, Perl and Java code generation back-ends."
Money-PaymentPreparer-0.03,2005-01-02T00:50:37,UKSZA,latest,released,0.03,,Money-PaymentPreparer,"change sum to bills and coins."
Acme-Pythonic-0.43,2005-01-02T01:12:21,FXN,backpan,released,0.43,,Acme-Pythonic,"Python whitespace conventions for Perl"
Lingua-EN-Numbers-0.02,2005-01-02T02:16:10,SBURKE,backpan,released,0.02,,Lingua-EN-Numbers,"Converts numeric values into their English string equivalents."
Math-MPFR-1.06,2005-01-02T04:41:52,SISYPHUS,backpan,released,1.06,,Math-MPFR,"perl interface to the MPFR (floating point) library."
String-Approx-3.24,2005-01-02T08:10:53,JHI,backpan,released,3.24,,String-Approx,"Perl extension for approximate matching (fuzzy matching)"
Archive-Tar-Streamed-0.03,2005-01-02T11:51:47,IVORW,latest,released,0.03,,Archive-Tar-Streamed,"Tar archives, non memory resident"
Math-Big-1.11,2005-01-02T13:26:14,TELS,backpan,released,1.11,,Math-Big,"routines (cos,sin,primes,hailstone,euler,fibbonaci etc) with big numbers"
Palm-SMS-0.01,2005-01-02T13:36:57,LOLO,cpan,released,0.01,1,Palm-SMS,"parse SMS database files"
Math-BigInt-Pari-1.11,2005-01-02T15:47:57,TELS,backpan,released,1.11,,Math-BigInt-Pari,"Use Math::Pari for Math::BigInt routines"
Net-FTP-Common-5.2b,2005-01-02T17:49:09,TBONE,cpan,released,5.2b,,Net-FTP-Common,"simplify common usages of Net::FTP"
POE-0.3007,2005-01-02T17:54:48,RCAPUTO,backpan,released,0.3007,,POE,"A portable networking and multitasking framework."
HTML-Widgets-NavMenu-0.1.15_00,2005-01-02T18:25:32,SHLOMIF,backpan,developer,0.1.15_00,,HTML-Widgets-NavMenu,"A Perl Module for Generating HTML Navigation Menus"
Graph-ReadWrite-2.00,2005-01-02T19:11:09,NEILB,backpan,released,2.00,,Graph-ReadWrite,"base class for Graph file format writers"
Acme-Mobile-Thurblings-0.02,2005-01-02T20:13:14,RRWO,backpan,released,0.02,,Acme-Mobile-Thurblings,"count keystrokes to write mobile text messages"
Wifi-0.01,2005-01-02T20:55:31,SHY,backpan,released,0.01,1,Wifi,"A class for parsing a file config"
Win32-Console-ANSI-0.07,2005-01-02T21:29:40,JLMOREL,backpan,released,0.07,,Win32-Console-ANSI,"Perl extension to emulate ANSI console on Win32 system."
Wifi-0.01a,2005-01-02T22:02:38,SHY,latest,released,0.01,1,Wifi,"A class for route"
Apache-Scoreboard-2.03,2005-01-02T22:32:03,STAS,backpan,released,2.03,,Apache-Scoreboard,"Perl interface to the Apache scoreboard structure"
POE-Component-Server-HTTP-0.06,2005-01-02T22:35:53,RCLAMP,cpan,released,0.06,,POE-Component-Server-HTTP,"Foundation of a POE HTTP Daemon"
Apache-DebugFilter-0.01_01,2005-01-02T23:19:18,STAS,backpan,developer,0.01_01,1,Apache-DebugFilter,"Get/Set/Unset Environment Variables on the C level"
Test-TempDatabase-0.02,2005-01-02T23:21:09,BOSU,backpan,released,0.02,,Test-TempDatabase,"temporary database creation and destruction."
Apache-DebugFilter-0.01_02,2005-01-02T23:27:47,STAS,backpan,developer,0.01_02,,Apache-DebugFilter,"Debug mod_perl and native Apache2 filters"
Pod-Outline-0.10,2005-01-03T04:07:06,PETDANCE,latest,released,0.10,,Pod-Outline,"Dumps a POD file in outline form"
Apache-Filter-HTTPHeadersFixup-0.05,2005-01-03T06:08:16,STAS,backpan,released,0.05,,Apache-Filter-HTTPHeadersFixup,"Manipulate Apache 2 HTTP Headers"
Schedule-Depend-2.1,2005-01-03T06:34:41,LEMBARK,backpan,released,2.1,,Schedule-Depend,"Execution front end for schedules. Main use is tying together the various modules used with S::D for running a set of jobs. Exports ""runsched"" to pass in the schedule and optional sequence of schedule items to debug for #! code."
WebService-GoogleHack-0.06,2005-01-03T07:05:39,PRATH,cpan,released,0.06,,WebService-GoogleHack,"Perl package that ties together all GoogleHack modules."
PDF-API2-0.40_83,2005-01-03T07:18:39,AREIBENS,backpan,developer,0.40_83,,PDF-API2,"A Perl Module Chain to faciliate the Creation and Modification of High-Quality ""Portable Document Format (aka. PDF)"" Files."
Finance-Bank-LaPoste-1.01,2005-01-03T09:40:36,PIXEL,backpan,released,1.01,,Finance-Bank-LaPoste,"Check your ""La Poste"" accounts from Perl"
Posy-0.10,2005-01-03T11:13:36,RUBYKAT,backpan,released,0.10,,Posy,"a website generator inspired by blosxom"
Regexp-Assemble-0.08,2005-01-03T11:28:18,DLAND,backpan,released,0.07,,Regexp-Assemble,"Assemble multiple Regular Expressions into one RE"
PHP-Perlinfo-0.04,2005-01-03T15:22:10,ACCARDO,backpan,released,0.04,,PHP-Perlinfo,"Clone of PHP's phpinfo function for Perl"
MIME-tools-5.416,2005-01-03T15:45:29,DSKOLL,backpan,released,5.416,,MIME-tools,"modules for parsing (and creating!) MIME entities"
SANtricity-SMcli-0.01,2005-01-03T16:05:57,RJB,cpan,released,0.01,1,SANtricity-SMcli,"Perl extension to manipulate SAN controllers using SANtricity Command Line"
Kwiki-Scode-0.03,2005-01-03T16:17:23,GUGOD,latest,released,0.03,,Kwiki-Scode,"Scode plugin saves you from wiki spammers"
Mac-EyeTV-0.29,2005-01-03T16:24:45,LBROCARD,backpan,released,0.29,,Mac-EyeTV,"Interface to the Elgato EyeTV Digital Video Recorder"
FileCache-Handle-0.001,2005-01-03T16:37:22,JOSEPHW,backpan,released,0.001,1,FileCache-Handle,"A FileCache using IO::Handle instances"
Schedule-Cron-0.9,2005-01-03T17:41:40,ROLAND,cpan,released,0.9,,Schedule-Cron,"cron-like scheduler for Perl subroutines"
Text-Cipher-1.01,2005-01-03T18:00:43,CHIA,latest,released,1.01,1,Text-Cipher,"Very flexible base class for text ciphers."
X11-FreeDesktop-DesktopEntry-0.03,2005-01-03T18:25:13,GBROWN,backpan,released,0.01,1,X11-FreeDesktop-DesktopEntry,"an interface to Freedesktop.org .desktop files."
Apache-Peek-1.02,2005-01-03T18:37:30,STAS,backpan,released,1.02,,Apache-Peek,"A data debugging tool for the XS programmer (under mod_perl)"
Apache-Scoreboard-0.11,2005-01-03T18:48:27,STAS,backpan,released,0.11,,Apache-Scoreboard,"Perl interface to the Apache scoreboard structure"
Tie-RegexpHash-0.13,2005-01-03T19:17:59,RRWO,backpan,released,0.13,,Tie-RegexpHash,"Use regular expressions as hash keys"
Comma-0.01,2005-01-03T19:18:14,ROODE,backpan,released,0.01,1,Comma,"Yet Another way to format numbers with commas, this time via tied hash."
Graph-Simple-0.04,2005-01-03T21:01:14,TELS,backpan,released,0.04,,Graph-Simple,"Render graphs as ASCII or HTML"
ExtUtils-AutoConf-0.00_002,2005-01-03T21:09:28,AMBS,backpan,developer,0.00_002,,ExtUtils-AutoConf,"A module to implement some of AutoConf macros in pure perl."
Pod-PerlPoint-0.05,2005-01-03T21:34:21,JSTENZEL,cpan,released,0.05,,Pod-PerlPoint,"a POD to PerlPoint translator"
Business-Shipping-DataFiles-0.02,2005-01-03T21:36:27,DBROWNING,backpan,released,0.02,,Business-Shipping-DataFiles,"Offline rate tables for Business::Shipping"
Business-Shipping-1.56,2005-01-03T21:52:45,DBROWNING,backpan,released,1.56,,Business-Shipping,"How to install Business::Shipping"
Graph-Simple-0.05,2005-01-03T22:39:12,TELS,backpan,released,0.05,,Graph-Simple,"Render graphs as ASCII or HTML"
Win32-IE-Mechanize-0.007_4,2005-01-03T23:36:22,ABELTJE,backpan,developer,0.007_4,,Win32-IE-Mechanize,"Like ""the mech"" but with IE as user-agent"
Rubric-0.02_02,2005-01-04T00:11:30,RJBS,backpan,developer,0.02_02,,Rubric,"a notes and bookmarks manager with tagging"
Flickr-Upload-1.11,2005-01-04T00:40:34,CPB,backpan,released,1.11,,Flickr-Upload,"Upload images to flickr.com"
Tie-Cycle-1.11,2005-01-04T00:49:38,BDFOY,backpan,released,1.11,,Tie-Cycle,"Cycle through a list of values via a scalar."
Test-File-1.07,2005-01-04T01:14:21,BDFOY,backpan,released,1.07,,Test-File,"test file attributes"
HTML-DBForm-1.04,2005-01-04T02:13:09,KRAILEY,cpan,released,1.04,,HTML-DBForm,"Creates a web interface for updating database tables"
Apache-PageKit-1.17,2005-01-04T02:21:50,BORISZ,cpan,released,1.17,,Apache-PageKit,"MVCC web framework using mod_perl, XML and HTML::Template"
Test-Number-Delta-0.11,2005-01-04T05:04:00,DAGOLDEN,backpan,released,0.11,1,Test-Number-Delta,"Compare if the difference between two numbers 
is within a specified precision"
Test-Class-0.07,2005-01-04T06:55:02,ADIE,backpan,released,0.07,,Test-Class,"Easily create test classes in an xUnit/JUnit style"
Finance-Amortization-0.2,2005-01-04T08:43:54,WAGNER,backpan,released,0.2,1,Finance-Amortization,"Simple Amortization Schedules"
Date-Holidays-AU-0.01,2005-01-04T10:59:29,DDICK,backpan,released,0.01,1,Date-Holidays-AU,"Determine Australian Public Holidays"
Date-Holidays-AU-0.02,2005-01-04T11:06:31,DDICK,backpan,released,0.02,,Date-Holidays-AU,"Determine Australian Public Holidays"
MetaTrans-1.03,2005-01-04T11:16:30,JANPOM,cpan,released,1.03,,MetaTrans,"Perl/Tk frontend to MetaTrans"
Tk-DBI-DBGrid-0.01,2005-01-04T11:50:27,VADIML,cpan,released,0.01,1,Tk-DBI-DBGrid,"grid \xE4\xEB\xFF \xEF\xF0\xEE\xF1\xEC\xEE\xF2\xF0\xE0 \xE8 \xF0\xE5\xE4\xE0\xEA\xF2\xE8\xF0\xEE\xE2\xE0\xED\xE8\xFF \xE1\xE0\xE7\xFB."
Math-Random-OO-0.11,2005-01-04T12:28:55,DAGOLDEN,backpan,released,0.11,,Math-Random-OO,"Consistent object-oriented interface for generating random
numbers"
Template-TT2Site-0.91,2005-01-04T12:32:51,JV,backpan,released,0.91,,Template-TT2Site,"Helper for Module::Build"
Video-DVDRip-0.52.0,2005-01-04T14:04:42,JRED,backpan,released,0.50.17,,Video-DVDRip,"GUI for copying DVDs"
RTF-Tokenizer-1.08,2005-01-04T14:50:01,SARGIE,backpan,released,1.08,,RTF-Tokenizer,"Tokenize RTF"
Class-DBI-FromForm-0.01,2005-01-04T15:09:59,SRI,backpan,released,0.01,1,Class-DBI-FromForm,"Update Class::DBI data using Data::FormValidator"
Weather-NOAA-GFS-0.05,2005-01-04T16:34:48,LBECCHI,cpan,released,0.05,,Weather-NOAA-GFS,"Perl extension for forecast climate maps from NOAA GFS site"
Mail-MboxParser-0.51,2005-01-04T16:45:44,VPARSEVAL,backpan,released,0.51,,Mail-MboxParser,"read-only access to UNIX-mailboxes"
Inline-SLang-1.00,2005-01-04T17:26:59,DJBURKE,latest,released,1.00,,Inline-SLang,"Write Perl subroutines in S-Lang."
CORBA-IDL-2.43,2005-01-04T17:27:15,PERRAD,backpan,released,2.43,,CORBA-IDL,"IDL parser"
CPAN-Mini-Inject-0.12,2005-01-04T18:24:36,SSORICHE,backpan,released,0.12,,CPAN-Mini-Inject,"Inject modules into a CPAN::Mini mirror."
SANtricity-SMcli-0.02,2005-01-04T18:36:58,RJB,latest,released,0.02,,SANtricity-SMcli,"Perl extension to manipulate SAN controllers using SANtricity Command Line"
HTML-Widgets-NavMenu-0.2.0,2005-01-04T18:56:35,SHLOMIF,backpan,released,0.2.0,,HTML-Widgets-NavMenu,"A Perl Module for Generating HTML Navigation Menus"
Comma-0.02,2005-01-04T19:43:21,ROODE,backpan,released,0.02,,Comma,"Yet Another way to format numbers with commas, this time via tied hash."
Data-Dumper-EasyOO-0.04_01,2005-01-04T19:58:28,JCROMIE,backpan,developer,0.0401,,Data-Dumper-EasyOO,"wraps DD for easy use of printing styles"
Nagios-Object-0.07b,2005-01-04T20:24:19,TOBEYA,backpan,released,0.07b,,Nagios-Object,"demonstrate using Nagios::Config and Nagios::StatusLog together."
Sman-0.9.2,2005-01-04T20:59:21,JOSHR,cpan,released,0.9.2,,Sman,"Perl tool for searching man pages"
Tie-File-AsHash-0.02,2005-01-04T21:47:36,CANGELL,backpan,released,0.02,1,Tie-File-AsHash,"Like Tie::File but access lines using a hash instead of an array"
Class-Validating-0.01,2005-01-04T22:02:47,DMAKI,backpan,released,0.01,1,Class-Validating,"Provide Subclass-able Validation Mechanism"
Time-Out-0.01,2005-01-04T22:04:39,PATL,backpan,released,0.01,1,Time-Out,"Easily timeout long running operations"
Net-Z3950-0.47,2005-01-04T22:22:49,MIRK,cpan,released,0.47,,Net-Z3950,"Perl extension for talking to Z39.50 servers."
iCal-Parser-1.06,2005-01-04T22:26:18,RFRANKEL,backpan,released,1.06,,iCal-Parser,"Parse iCalendar files into a data structure"
iCal-Parser-SAX-1.03,2005-01-04T22:28:11,RFRANKEL,backpan,released,1.03,,iCal-Parser-SAX,"Generate SAX events from an iCalendar"
iCal-Parser-HTML-1.04,2005-01-04T22:28:28,RFRANKEL,backpan,released,1.04,1,iCal-Parser-HTML,"Generate HTML calendars from iCalendars"
Time-Out-0.02,2005-01-04T22:32:17,PATL,backpan,released,0.02,,Time-Out,"Easily timeout long running operations"
Oxford-Calendar-1.7,2005-01-04T22:34:22,PIJLL,cpan,released,1.7,,Oxford-Calendar,"Oxford calendar conversion routines"
Maypole-Plugin-Authentication-UserSessionCookie-1.5,2005-01-04T22:38:11,MRAMBERG,backpan,released,1.5,,Maypole-Plugin-Authentication-UserSessionCookie,"Track sessions and, optionally, users"
Maypole-Plugin-Authentication-UserSessionCookie-1.6,2005-01-04T22:50:53,MRAMBERG,backpan,released,1.6,,Maypole-Plugin-Authentication-UserSessionCookie,"Track sessions and, optionally, users"
Wx-0.22,2005-01-04T22:56:31,MBARBON,backpan,released,0.21,,Wx,"interface to the wxWidgets GUI toolkit"
Algorithm-SkipList-1.02,2005-01-04T23:19:11,RRWO,latest,released,1.02,,Algorithm-SkipList,"Perl implementation of skip lists"
Sman-0.9.3,2005-01-04T23:24:17,JOSHR,cpan,released,0.9.3,,Sman,"Perl tool for searching man pages"
FileCache-Handle-0.002,2005-01-05T00:11:56,JOSEPHW,latest,released,0.002,,FileCache-Handle,"A FileCache using IO::Handle instances"
swished-0.08,2005-01-05T00:21:19,JOSHR,cpan,released,0.08,,swished,"a set of perl modules to provide a persistent swish-e daemon. A reference implementation intended to be used with SWISH::API::Remote."
Tie-File-AsHash-0.03,2005-01-05T00:47:35,CANGELL,cpan,released,0.03,,Tie-File-AsHash,"Like Tie::File but access lines using a hash instead of an array"
Tie-RangeHash-1.03,2005-01-05T03:09:49,RRWO,backpan,released,1.03,,Tie-RangeHash,"Allows hashes to associate values with a range of keys"
Acme-Mobile-Thurblings-0.03,2005-01-05T03:16:28,RRWO,backpan,released,0.03,,Acme-Mobile-Thurblings,"count keystrokes to write mobile text messages"
Acme-Mobile-Therbligs-0.04,2005-01-05T03:35:26,RRWO,backpan,released,0.04,1,Acme-Mobile-Therbligs,"count keystrokes to write mobile text messages"
HTML-DOMbo-3.10,2005-01-05T06:19:52,SBURKE,latest,released,3.10,1,HTML-DOMbo,"convert between XML::DOM and {XML/HTML}::Element trees"
Posy-0.11,2005-01-05T08:11:50,RUBYKAT,backpan,released,0.11,,Posy,"a website generator inspired by blosxom"
txt2html-2.32,2005-01-05T09:26:35,RUBYKAT,backpan,released,2.32,,txt2html,"convert plain text file to HTML"
txt2html-2.33,2005-01-05T10:51:10,RUBYKAT,backpan,released,2.33,,txt2html,"convert plain text file to HTML"
Sys-Ibam-0.02,2005-01-05T11:46:41,FLORA,cpan,released,0.02,,Sys-Ibam,"Perl extension for the intellegent battery monitor"
Maypole-Plugin-Upload-0.01,2005-01-05T11:57:56,MRAMBERG,backpan,released,0.01,1,Maypole-Plugin-Upload,"Handle file uploads in Maypole"
Pod-Webserver-Source-1.01,2005-01-05T12:23:22,CWEST,latest,released,1.01,1,Pod-Webserver-Source,"Plugin to Pod::Webserver for Viewing Source Code"
