node,neighbor,weight,is_directed
"1","2",0,0
"1","3",0,0
"1","4",0,0
"2","1",0,0
"2","121",0,0
"2","122",0,0
"3","1",0,0
"3","123",0,0
"3","126",0,0
"4","1",0,0
"4","124",0,0
"4","125",0,0
"5","37",0,0
"5","81",0,0
"5","82",0,0
"6","37",0,0
"6","83",0,0
"6","84",0,0
"7","38",0,0
"7","77",0,0
"7","80",0,0
"8","38",0,0
"8","78",0,0
"8","79",0,0
"9","39",0,0
"9","44",0,0
"9","45",0,0
"10","39",0,0
"10","46",0,0
"10","47",0,0
"11","40",0,0
"11","44",0,0
"11","48",0,0
"12","43",0,0
"12","45",0,0
"12","50",0,0
"13","41",0,0
"13","46",0,0
"13","51",0,0
"14","42",0,0
"14","47",0,0
"14","49",0,0
"15","41",0,0
"15","53",0,0
"15","57",0,0
"16","43",0,0
"16","54",0,0
"16","57",0,0
"17","40",0,0
"17","55",0,0
"17","56",0,0
"18","42",0,0
"18","52",0,0
"18","56",0,0
"19","48",0,0
"19","53",0,0
"19","82",0,0
"20","51",0,0
"20","55",0,0
"20","84",0,0
"21","49",0,0
"21","54",0,0
"21","83",0,0
"22","50",0,0
"22","52",0,0
"22","81",0,0
"23","58",0,0
"23","59",0,0
"23","62",0,0
"24","58",0,0
"24","60",0,0
"24","61",0,0
"25","66",0,0
"25","68",0,0
"25","70",0,0
"26","65",0,0
"26","68",0,0
"26","72",0,0
"27","63",0,0
"27","67",0,0
"27","69",0,0
"28","64",0,0
"28","67",0,0
"28","71",0,0
"29","61",0,0
"29","66",0,0
"29","74",0,0
"30","59",0,0
"30","63",0,0
"30","75",0,0
"31","62",0,0
"31","65",0,0
"31","73",0,0
"32","60",0,0
"32","64",0,0
"32","76",0,0
"33","69",0,0
"33","74",0,0
"33","77",0,0
"34","70",0,0
"34","75",0,0
"34","78",0,0
"35","72",0,0
"35","76",0,0
"35","80",0,0
"36","71",0,0
"36","73",0,0
"36","79",0,0
"37","5",0,0
"37","6",0,0
"37","85",0,0
"38","7",0,0
"38","8",0,0
"38","85",0,0
"39","9",0,0
"39","10",0,0
"39","86",0,0
"40","11",0,0
"40","17",0,0
"40","107",0,0
"41","13",0,0
"41","15",0,0
"41","105",0,0
"42","14",0,0
"42","18",0,0
"42","106",0,0
"43","12",0,0
"43","16",0,0
"43","108",0,0
"44","9",0,0
"44","11",0,0
"44","97",0,0
"45","9",0,0
"45","12",0,0
"45","98",0,0
"46","10",0,0
"46","13",0,0
"46","100",0,0
"47","10",0,0
"47","14",0,0
"47","99",0,0
"48","11",0,0
"48","19",0,0
"48","101",0,0
"49","14",0,0
"49","21",0,0
"49","104",0,0
"50","12",0,0
"50","22",0,0
"50","103",0,0
"51","13",0,0
"51","20",0,0
"51","102",0,0
"52","18",0,0
"52","22",0,0
"52","93",0,0
"53","15",0,0
"53","19",0,0
"53","94",0,0
"54","16",0,0
"54","21",0,0
"54","95",0,0
"55","17",0,0
"55","20",0,0
"55","96",0,0
"56","17",0,0
"56","18",0,0
"56","88",0,0
"57","15",0,0
"57","16",0,0
"57","87",0,0
"58","23",0,0
"58","24",0,0
"58","86",0,0
"59","23",0,0
"59","30",0,0
"59","95",0,0
"60","24",0,0
"60","32",0,0
"60","94",0,0
"61","24",0,0
"61","29",0,0
"61","96",0,0
"62","23",0,0
"62","31",0,0
"62","93",0,0
"63","27",0,0
"63","30",0,0
"63","92",0,0
"64","28",0,0
"64","32",0,0
"64","89",0,0
"65","26",0,0
"65","31",0,0
"65","90",0,0
"66","25",0,0
"66","29",0,0
"66","91",0,0
"67","27",0,0
"67","28",0,0
"67","88",0,0
"68","25",0,0
"68","26",0,0
"68","87",0,0
"69","27",0,0
"69","33",0,0
"69","98",0,0
"70","25",0,0
"70","34",0,0
"70","97",0,0
"71","28",0,0
"71","36",0,0
"71","100",0,0
"72","26",0,0
"72","35",0,0
"72","99",0,0
"73","31",0,0
"73","36",0,0
"73","101",0,0
"74","29",0,0
"74","33",0,0
"74","104",0,0
"75","30",0,0
"75","34",0,0
"75","102",0,0
"76","32",0,0
"76","35",0,0
"76","103",0,0
"77","7",0,0
"77","33",0,0
"77","105",0,0
"78","8",0,0
"78","34",0,0
"78","106",0,0
"79","8",0,0
"79","36",0,0
"79","108",0,0
"80","7",0,0
"80","35",0,0
"80","107",0,0
"81","5",0,0
"81","22",0,0
"81","91",0,0
"82","5",0,0
"82","19",0,0
"82","92",0,0
"83","6",0,0
"83","21",0,0
"83","89",0,0
"84","6",0,0
"84","20",0,0
"84","90",0,0
"85","37",0,0
"85","38",0,0
"85","109",0,0
"86","39",0,0
"86","58",0,0
"86","109",0,0
"87","57",0,0
"87","68",0,0
"87","110",0,0
"88","56",0,0
"88","67",0,0
"88","110",0,0
"89","64",0,0
"89","83",0,0
"89","113",0,0
"90","65",0,0
"90","84",0,0
"90","114",0,0
"91","66",0,0
"91","81",0,0
"91","116",0,0
"92","63",0,0
"92","82",0,0
"92","115",0,0
"93","52",0,0
"93","62",0,0
"93","117",0,0
"94","53",0,0
"94","60",0,0
"94","118",0,0
"95","54",0,0
"95","59",0,0
"95","120",0,0
"96","55",0,0
"96","61",0,0
"96","119",0,0
"97","44",0,0
"97","70",0,0
"97","113",0,0
"98","45",0,0
"98","69",0,0
"98","114",0,0
"99","47",0,0
"99","72",0,0
"99","115",0,0
"100","46",0,0
"100","71",0,0
"100","116",0,0
"101","48",0,0
"101","73",0,0
"101","111",0,0
"102","51",0,0
"102","75",0,0
"102","112",0,0
"103","50",0,0
"103","76",0,0
"103","112",0,0
"104","49",0,0
"104","74",0,0
"104","111",0,0
"105","41",0,0
"105","77",0,0
"105","117",0,0
"106","42",0,0
"106","78",0,0
"106","118",0,0
"107","40",0,0
"107","80",0,0
"107","120",0,0
"108","43",0,0
"108","79",0,0
"108","119",0,0
"109","85",0,0
"109","86",0,0
"109","121",0,0
"110","87",0,0
"110","88",0,0
"110","121",0,0
"111","101",0,0
"111","104",0,0
"111","122",0,0
"112","102",0,0
"112","103",0,0
"112","122",0,0
"113","89",0,0
"113","97",0,0
"113","123",0,0
"114","90",0,0
"114","98",0,0
"114","124",0,0
"115","92",0,0
"115","99",0,0
"115","126",0,0
"116","91",0,0
"116","100",0,0
"116","125",0,0
"117","93",0,0
"117","105",0,0
"117","123",0,0
"118","94",0,0
"118","106",0,0
"118","124",0,0
"119","96",0,0
"119","108",0,0
"119","126",0,0
"120","95",0,0
"120","107",0,0
"120","125",0,0
"121","2",0,0
"121","109",0,0
"121","110",0,0
"122","2",0,0
"122","111",0,0
"122","112",0,0
"123","3",0,0
"123","113",0,0
"123","117",0,0
"124","4",0,0
"124","114",0,0
"124","118",0,0
"125","4",0,0
"125","116",0,0
"125","120",0,0
"126","3",0,0
"126","115",0,0
"126","119",0,0
