node,neighbor,weight,is_directed
"1","2",0,0
"1","3",0,0
"1","4",0,0
"1","5",0,0
"2","1",0,0
"2","8",0,0
"2","9",0,0
"2","12",0,0
"3","1",0,0
"3","8",0,0
"3","9",0,0
"3","12",0,0
"4","1",0,0
"4","10",0,0
"4","11",0,0
"4","12",0,0
"5","1",0,0
"5","10",0,0
"5","11",0,0
"5","12",0,0
"6","8",0,0
"6","9",0,0
"6","10",0,0
"6","11",0,0
"7","8",0,0
"7","9",0,0
"7","10",0,0
"7","11",0,0
"8","2",0,0
"8","3",0,0
"8","6",0,0
"8","7",0,0
"9","2",0,0
"9","3",0,0
"9","6",0,0
"9","7",0,0
"10","4",0,0
"10","5",0,0
"10","6",0,0
"10","7",0,0
"11","4",0,0
"11","5",0,0
"11","6",0,0
"11","7",0,0
"12","2",0,0
"12","3",0,0
"12","4",0,0
"12","5",0,0
