name	mz	mzmin	mzmax	rt	rtmin	rtmax	npeaks	sample	blanc	isotopes	adduct	pcgroup	fold	tstat	pvalue	norm,b1	CV,samp	CV,pool	CV,ind	sample_mean	sample_sd	sample_CV	pool_mean	pool_sd	pool_CV	poolCV_over_sampleCV
M51T584	50.9994825424595	50.9977388984119	51.0086649970314	9.73586996352882	9.72001917446018	9.74405517068268	228	228	0			1	Inf	-62.7779493887302	0	0	0.246624975864335	0.101778971715903	1	19932.8992306905	4915.95079167526	0.246624975864335	19932.8992306905	2028.7499870164	0.101778971715903	0.41268720395898
M51T424	50.9989150094408	50.9976967874765	51.0225494239867	7.06644008252266	6.6138059731277	7.07298059383595	226	223	0		[M+Na]+ 28.0149	2	Inf	-31.6625459805751	0	1	0.501828364816944	0.220222743927624	1	9711.21202827083	4873.36165253779	0.501828364816944	10745.0949001172	2366.31428266653	0.220222743927624	0.438840765822308
M52T424	52.0057586129706	52.0045645692782	52.0062995727548	7.06629988531472	7.05851777730328	7.06987926399459	231	229	2			2	136.303989298044	-37.388996397394	0	1	0.428036838458702	0.0662039960407826	1	174392.745499466	74646.5194337245	0.428036838458702	190477.094787206	12610.344829152	0.0662039960407826	0.154668921205879
M52T584	52.0058281787398	52.0055740336769	52.0065476770817	9.73618110045042	9.72001917446018	9.74405517068268	229	229	0		[3M+2H]2+ 33.9954 [3M+2H]2+ 33.9954	1	1380.97034149095	-59.7692029455651	0	0	0.25904882580002	0.105034022379749	1	358923.026883188	92978.5886666787	0.25904882580002	358923.026883188	37699.129238256	0.105034022379749	0.405460329941171
M53T424	53.0008113205517	52.9832541407213	53.0017495919236	7.06548070985349	6.61179836118957	7.06910379189495	262	229	1		[M+H-C4H8]+ 108.05	2	48.0789906966028	-37.3377756468876	0	1	0.427684175256679	0.0943876301421617	1	16604.2044777992	7101.35549788082	0.427684175256679	18449.1851685685	1741.37486611509	0.0943876301421617	0.220694698571707
M53T2558	53.0383924728991	53.0381602998113	53.0386212889955	42.6281099714961	42.6240732729231	42.6335826081594	229	229	0		[M+H-C4H8]+ 108.095	16	15.8827525176395	-115.168463483813	0	0	0.114283534967308	0.103000943208892	1	7984.2961607021	912.473589470938	0.114283534967308	7984.2961607021	822.390035411448	0.103000943208892	0.901275439531657
M53T584	53.0017717201205	52.9979785143274	53.0366575073269	9.73593343871043	9.5155154874338	9.74405517068268	230	229	1		[M+2H]2+ 103.991 [M+2H]2+ 103.991	1	107.811027611038	-59.1944507279447	0	0	0.25682476074373	0.111814923149919	1	30293.1829551464	7780.03946462151	0.25682476074373	30293.1829551464	3387.22992409612	0.111814923149919	0.435374388458954
M53T1424	53.0385715771626	53.0370536631892	53.0390544310385	23.7411631009699	23.4766436729316	23.7461983690918	233	228	0			5	39.0481186620077	-61.6574242949255	0	0	0.249962866623221	0.0979657004668749	1	13824.9418444238	3455.72209433148	0.249962866623221	13824.9418444238	1354.37011170279	0.0979657004668749	0.391921015270411
M53T1792	53.0380793163056	53.0375187969749	53.038381874096	29.8742657607327	29.8071616091692	29.912956238181	212	212	0		[M+H-C4H8]+ 108.092 [M+2H-CH4]2+ 120.095	102	4.91906256484694	-35.6158080795812	0	0	0.310289837773525	0.149982806063073	1	2042.75677117094	633.846667137399	0.310289837773525	2042.75677117094	306.378392644561	0.149982806063073	0.483363577548239
M54T1790	54.0460498852436	54.0451664393154	54.0463173410618	29.832968599578	29.8070422882273	29.9075801368387	228	227	1		[M+2H-C2H4]2+ 134.107	62	9.6516418638227	-43.8289795073259	0	0	0.29879488855472	0.172590663236304	1	4413.65158680745	1318.7765339995	0.29879488855472	4413.65158680745	761.755054661065	0.172590663236304	0.577622542578056
M54T1424	54.041179255734	54.0406838348742	54.0427346610074	23.7409656714683	23.7315073680691	23.7455990216237	229	229	0			5	89.8070333730426	-57.55686527243	0	0	0.271693984138245	0.120147611976378	1	22270.2798118092	6050.70104994396	0.271693984138245	22270.2798118092	2675.72093743461	0.120147611976378	0.442216681232234
M54T536	54.0356080825033	53.9801704388956	54.0375682989643	8.93332355991547	8.91815918175725	9.26764367771602	274	206	0		[M+H-C2H4]+ 81.0593 [M+H-C6H10O4]+ 199.098	581	5.15349898897514	-41.1767739981013	0	1	0.271625687952821	0.135448382951999	1	1467.59849046601	398.637449611351	0.271625687952821	1589.70152951748	215.322501549462	0.135448382951999	0.498658223280873
M54T1448	54.0437368298607	54.0428806953102	54.0454231567139	24.1272402693961	24.1111514961691	24.1360472398675	187	187	0		[M+2H-COCH2]2+ 148.079	6	11.0337067920716	-47.3439111068317	0	1	0.302862407545624	0.0810109145690727	1	2591.13551130015	784.757539229325	0.302862407545624	2833.43419265156	229.539095317985	0.0810109145690727	0.267484219073537
M55T541	55.0008831259571	54.9999978646011	55.0031963093772	9.00979234998375	8.99928725367318	9.0156071095752	167	167	0			9	18.3079846273173	-19.6889498079351	0	0	0.628442001107139	0.184799433908403	1	4876.27526935427	3064.45618822225	0.628442001107139	4876.27526935427	901.132909358214	0.184799433908403	0.29405964843667
M55T880	55.0117631135843	55.0101031070256	55.0128647736888	14.6658503679833	14.6436428897559	14.6727022083914	134	134	0			12	11.2204021263862	-41.4530236087666	0	0	0.338763126420577	0.133564634562035	1	2213.40055733893	749.818492825185	0.338763126420577	2213.40055733893	295.63203658038	0.133564634562035	0.394271466240437
M55T2558	55.0542519431508	55.0537791498426	55.0544550090521	42.6274860463902	42.6241725226472	42.7597246022121	240	229	11		[M+2H]2+ 108.095	16	23.2793379221941	-97.9907219350168	0	0	0.11103373251206	0.101046242923987	1	112364.759074782	12476.2786028914	0.11103373251206	112364.759074782	11354.0367415657	0.101046242923987	0.910049951828936
M55T1573	55.0538249861751	55.0173404771876	55.0540233686425	26.2197497737012	26.2173991177952	26.2246460374153	248	229	19			18	9.10990079518779	-32.0973855234383	0	0	0.258943492903798	0.113865247797416	1	23204.3071225096	6008.60433671511	0.258943492903798	23204.3071225095	2642.16418047189	0.113865247797416	0.439730099105903
M55T424	55.0159731088565	55.0147900365217	55.0540782759187	7.06660165780602	7.05493294325161	7.31610858275083	250	229	17		[M+Na]+ 32.0234	2	19.1239469440393	-33.1032205995593	0	1	0.432865781728955	0.0689227671169113	1	75684.6681018136	32761.303022788	0.432865781728955	83099.6991490899	5727.46121193811	0.0689227671169113	0.159224337025716
