9;TIT05;141421356;141421356;10;0;0;;0;0;0;;0;0;0;;0;0;
3;WRI00;;;;0;0;;0;0;0;;0;0;0;1;0;12;141421356
9;WRI00;;;;0;0;;0;0;0;;0;1;0;2;0;0;
7;ADD01;6;6;12;0;12;6;0;0;12;6;0;0;0;;0;0;
4;WRI02;2;1;;0;0;;0;0;0;;0;1;12;2;0;0;
7;ADD01;5;1;6;0;11;5;0;0;0;;0;0;0;;0;0;
7;ADD02;5;11;;0;11;5;0;0;0;;0;0;0;;0;0;
4;WRI02;1;1;;0;0;;0;0;0;;0;1;11;1;0;0;
7;ADD01;3;1;4;0;10;3;0;0;0;;0;0;0;;0;0;
7;ADD02;3;7;;0;10;3;0;0;0;;0;0;0;;0;0;
4;WRI03;7;0;;0;0;;0;0;0;;0;1;10;7;0;0;
7;ADD01;1;1;2;0;9;1;0;0;9;1;0;0;0;;0;0;
4;WRI03;2;0;;0;0;;0;0;0;;0;1;9;2;0;0;
7;ADD01;2;2;4;0;8;2;0;0;8;2;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;1;8;4;0;0;
7;ADD01;4;4;8;0;7;4;0;0;7;4;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;1;7;8;0;0;
7;ADD01;1;1;2;0;6;1;0;0;6;1;0;0;0;;0;0;
4;WRI03;2;0;;0;0;;0;0;0;;0;1;6;2;0;0;
7;ADD01;4;4;8;0;5;4;0;0;5;4;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;1;5;8;0;0;
3;ADD01;1;1;2;0;4;1;0;0;4;1;0;1;4;2;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;2;0;3;0;0;
7;ADD01;6;2;8;0;12;6;0;1;12;2;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;2;12;8;0;0;
7;ADD01;5;1;6;0;11;5;0;1;11;1;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;2;11;6;0;0;
7;ADD01;3;7;10;0;10;3;0;1;10;7;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;2;10;0;0;0;
7;ADD01;1;1;2;0;9;1;0;0;0;;0;0;0;;0;0;
7;ADD02;2;4;;1;9;2;0;0;0;;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;2;9;4;0;0;
7;ADD01;2;4;6;0;8;2;0;1;8;4;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;2;8;6;0;0;
7;ADD01;4;8;12;0;7;4;0;1;7;8;0;0;0;;0;0;
4;WRI02;2;1;;0;0;;0;0;0;;0;2;7;2;0;0;
7;ADD01;1;1;2;0;6;1;0;0;0;;0;0;0;;0;0;
7;ADD02;2;4;;1;6;2;0;0;0;;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;2;6;4;0;0;
7;ADD01;4;8;12;0;5;4;0;1;5;8;0;0;0;;0;0;
4;WRI02;2;1;;0;0;;0;0;0;;0;2;5;2;0;0;
7;ADD01;1;1;2;0;4;1;0;0;0;;0;0;0;;0;0;
3;ADD02;2;4;;1;4;2;0;0;0;;0;2;4;4;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;3;0;4;0;0;
7;ADD01;6;8;14;0;12;6;0;2;12;8;0;0;0;;0;0;
4;WRI02;4;1;;0;0;;0;0;0;;0;3;12;4;0;0;
7;ADD01;5;1;6;0;11;5;0;0;0;;0;0;0;;0;0;
7;ADD02;6;12;;2;11;6;0;0;0;;0;0;0;;0;0;
4;WRI02;2;1;;0;0;;0;0;0;;0;3;11;2;0;0;
7;ADD01;3;1;4;0;10;3;0;0;0;;0;0;0;;0;0;
7;ADD02;0;4;;2;10;0;0;0;0;;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;3;10;4;0;0;
7;ADD01;1;4;5;0;9;1;0;2;9;4;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;3;9;5;0;0;
7;ADD01;2;6;8;0;8;2;0;2;8;6;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;3;8;8;0;0;
7;ADD01;4;2;6;0;7;4;0;2;7;2;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;3;7;6;0;0;
7;ADD01;1;4;5;0;6;1;0;2;6;4;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;3;6;5;0;0;
7;ADD01;4;2;6;0;5;4;0;2;5;2;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;3;5;6;0;0;
3;ADD01;1;4;5;0;4;1;0;2;4;4;0;3;4;5;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;4;0;5;0;0;
7;ADD01;6;4;10;0;12;6;0;3;12;4;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;4;12;0;0;0;
7;ADD01;5;1;6;0;11;5;0;0;0;;0;0;0;;0;0;
7;ADD02;2;8;;3;11;2;0;0;0;;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;4;11;8;0;0;
7;ADD01;3;4;7;0;10;3;0;3;10;4;0;0;0;;0;0;
4;WRI03;7;0;;0;0;;0;0;0;;0;4;10;7;0;0;
7;ADD01;1;5;6;0;9;1;0;3;9;5;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;4;9;6;0;0;
7;ADD01;2;8;10;0;8;2;0;3;8;8;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;4;8;0;0;0;
7;ADD01;4;1;5;0;7;4;0;0;0;;0;0;0;;0;0;
7;ADD02;6;11;;3;7;6;0;0;0;;0;0;0;;0;0;
4;WRI02;1;1;;0;0;;0;0;0;;0;4;7;1;0;0;
7;ADD01;1;1;2;0;6;1;0;0;0;;0;0;0;;0;0;
7;ADD02;5;7;;3;6;5;0;0;0;;0;0;0;;0;0;
4;WRI03;7;0;;0;0;;0;0;0;;0;4;6;7;0;0;
7;ADD01;4;6;10;0;5;4;0;3;5;6;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;4;5;0;0;0;
7;ADD01;1;1;2;0;4;1;0;0;0;;0;0;0;;0;0;
3;ADD02;5;7;;3;4;5;0;0;0;;0;4;4;7;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;5;0;6;0;0;
7;ADD01;6;0;6;0;12;6;0;4;12;0;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;5;12;6;0;0;
7;ADD01;5;8;13;0;11;5;0;4;11;8;0;0;0;;0;0;
4;WRI02;3;1;;0;0;;0;0;0;;0;5;11;3;0;0;
7;ADD01;3;1;4;0;10;3;0;0;0;;0;0;0;;0;0;
7;ADD02;7;11;;4;10;7;0;0;0;;0;0;0;;0;0;
4;WRI02;1;1;;0;0;;0;0;0;;0;5;10;1;0;0;
7;ADD01;1;1;2;0;9;1;0;0;0;;0;0;0;;0;0;
7;ADD02;6;8;;4;9;6;0;0;0;;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;5;9;8;0;0;
7;ADD01;2;0;2;0;8;2;0;4;8;0;0;0;0;;0;0;
4;WRI03;2;0;;0;0;;0;0;0;;0;5;8;2;0;0;
7;ADD01;4;1;5;0;7;4;0;4;7;1;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;5;7;5;0;0;
7;ADD01;1;7;8;0;6;1;0;4;6;7;0;0;0;;0;0;
4;WRI03;8;0;;0;0;;0;0;0;;0;5;6;8;0;0;
7;ADD01;4;0;4;0;5;4;0;4;5;0;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;5;5;4;0;0;
3;ADD01;1;7;8;0;4;1;0;4;4;7;0;5;4;8;0;0;
1;NXP01;;;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;0;18;141421356;1;18;141421356
2;DRA02;;;;0;0;;0;0;0;;0;1;9;;1;18;
3;WRI05;848528136;;;0;0;;0;0;0;;0;2;18;848528136;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;3;18;.;0;0;
3;WRI05;707106780;;;0;0;;0;0;0;;0;3;17;707106780;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;4;18;..;0;0;
3;WRI05;424264068;;;0;0;;0;0;0;;0;4;16;424264068;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;5;18;...;0;0;
3;WRI05;141421356;;;0;0;;0;0;0;;0;5;15;141421356;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;6;18;....;0;0;
3;WRI05;282842712;;;0;0;;0;0;0;;0;6;14;282842712;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;7;18;.....;0;0;
3;WRI05;565685424;;;0;0;;0;0;0;;0;7;13;565685424;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;8;18;......;0;0;
3;WRI05;141421356;;;0;0;;0;0;0;;0;8;12;141421356;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;9;18;.......;0;0;
3;WRI05;565685424;;;0;0;;0;0;0;;0;9;11;565685424;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;10;18;........;0;0;
3;WRI05;141421356;;;0;0;;0;0;0;;0;10;10;141421356;0;0;
2;DRA02;;;;0;0;;0;0;0;;0;10;1;;10;18;
3;WRI04;6;;;2;18;6;0;0;0;;0;11;18;6;0;0;
6;ADD01;3;0;3;2;17;3;0;3;17;0;0;0;0;;0;0;
3;WRI03;3;0;;0;0;;0;0;0;;0;11;17;3;0;0;
6;ADD01;1;8;9;2;16;1;0;3;16;8;0;0;0;;0;0;
6;ADD02;8;17;;4;16;8;0;0;0;;0;0;0;;0;0;
3;WRI02;7;1;;0;0;;0;0;0;;0;11;16;7;0;0;
6;ADD01;8;1;9;2;15;8;0;0;0;;0;0;0;;0;0;
6;ADD02;7;16;;3;15;7;0;0;0;;0;0;0;;0;0;
6;ADD02;6;22;;4;15;6;0;0;0;;0;0;0;;0;0;
6;ADD02;6;28;;5;15;6;0;0;0;;0;0;0;;0;0;
3;WRI02;8;2;;0;0;;0;0;0;;0;11;15;8;0;0;
6;ADD01;2;2;4;2;14;2;0;0;0;;0;0;0;;0;0;
6;ADD02;6;10;;3;14;6;0;0;0;;0;0;0;;0;0;
6;ADD02;0;10;;4;14;0;0;0;0;;0;0;0;;0;0;
6;ADD02;5;15;;5;14;5;0;0;0;;0;0;0;;0;0;
6;ADD02;2;17;;6;14;2;0;0;0;;0;0;0;;0;0;
3;WRI02;7;1;;0;0;;0;0;0;;0;11;14;7;0;0;
6;ADD01;5;1;6;2;13;5;0;0;0;;0;0;0;;0;0;
6;ADD02;0;6;;3;13;0;0;0;0;;0;0;0;;0;0;
6;ADD02;4;10;;4;13;4;0;0;0;;0;0;0;;0;0;
6;ADD02;3;13;;5;13;3;0;0;0;;0;0;0;;0;0;
6;ADD02;1;14;;6;13;1;0;0;0;;0;0;0;;0;0;
6;ADD02;4;18;;7;13;4;0;0;0;;0;0;0;;0;0;
3;WRI02;8;1;;0;0;;0;0;0;;0;11;13;8;0;0;
6;ADD01;8;1;9;2;12;8;0;0;0;;0;0;0;;0;0;
6;ADD02;1;10;;3;12;1;0;0;0;;0;0;0;;0;0;
6;ADD02;6;16;;4;12;6;0;0;0;;0;0;0;;0;0;
6;ADD02;1;17;;5;12;1;0;0;0;;0;0;0;;0;0;
6;ADD02;7;24;;6;12;7;0;0;0;;0;0;0;;0;0;
6;ADD02;2;26;;7;12;2;0;0;0;;0;0;0;;0;0;
6;ADD02;6;32;;8;12;6;0;0;0;;0;0;0;;0;0;
3;WRI02;2;3;;0;0;;0;0;0;;0;11;12;2;0;0;
6;ADD01;4;3;7;2;11;4;0;0;0;;0;0;0;;0;0;
6;ADD02;7;14;;3;11;7;0;0;0;;0;0;0;;0;0;
6;ADD02;2;16;;4;11;2;0;0;0;;0;0;0;;0;0;
6;ADD02;2;18;;5;11;2;0;0;0;;0;0;0;;0;0;
6;ADD02;2;20;;6;11;2;0;0;0;;0;0;0;;0;0;
6;ADD02;4;24;;7;11;4;0;0;0;;0;0;0;;0;0;
6;ADD02;5;29;;8;11;5;0;0;0;;0;0;0;;0;0;
6;ADD02;4;33;;9;11;4;0;0;0;;0;0;0;;0;0;
3;WRI02;3;3;;0;0;;0;0;0;;0;11;11;3;0;0;
6;ADD01;8;3;11;2;10;8;0;0;0;;0;0;0;;0;0;
6;ADD02;0;11;;3;10;0;0;0;0;;0;0;0;;0;0;
6;ADD02;4;15;;4;10;4;0;0;0;;0;0;0;;0;0;
6;ADD02;4;19;;5;10;4;0;0;0;;0;0;0;;0;0;
6;ADD02;4;23;;6;10;4;0;0;0;;0;0;0;;0;0;
6;ADD02;5;28;;7;10;5;0;0;0;;0;0;0;;0;0;
6;ADD02;3;31;;8;10;3;0;0;0;;0;0;0;;0;0;
6;ADD02;2;33;;9;10;2;0;0;0;;0;0;0;;0;0;
6;ADD02;6;39;;10;10;6;0;0;0;;0;0;0;;0;0;
3;WRI02;9;3;;0;0;;0;0;0;;0;11;10;9;0;0;
6;ADD01;7;3;10;3;9;7;0;0;0;;0;0;0;;0;0;
6;ADD02;2;12;;4;9;2;0;0;0;;0;0;0;;0;0;
6;ADD02;1;13;;5;9;1;0;0;0;;0;0;0;;0;0;
6;ADD02;8;21;;6;9;8;0;0;0;;0;0;0;;0;0;
6;ADD02;8;29;;7;9;8;0;0;0;;0;0;0;;0;0;
6;ADD02;1;30;;8;9;1;0;0;0;;0;0;0;;0;0;
6;ADD02;4;34;;9;9;4;0;0;0;;0;0;0;;0;0;
6;ADD02;5;39;;10;9;5;0;0;0;;0;0;0;;0;0;
3;WRI02;9;3;;0;0;;0;0;0;;0;11;9;9;0;0;
6;ADD01;4;3;7;4;8;4;0;0;0;;0;0;0;;0;0;
6;ADD02;4;11;;5;8;4;0;0;0;;0;0;0;;0;0;
6;ADD02;2;13;;6;8;2;0;0;0;;0;0;0;;0;0;
6;ADD02;6;19;;7;8;6;0;0;0;;0;0;0;;0;0;
6;ADD02;2;21;;8;8;2;0;0;0;;0;0;0;;0;0;
6;ADD02;5;26;;9;8;5;0;0;0;;0;0;0;;0;0;
6;ADD02;3;29;;10;8;3;0;0;0;;0;0;0;;0;0;
3;WRI02;9;2;;0;0;;0;0;0;;0;11;8;9;0;0;
6;ADD01;1;2;3;5;7;1;0;0;0;;0;0;0;;0;0;
6;ADD02;8;11;;6;7;8;0;0;0;;0;0;0;;0;0;
6;ADD02;5;16;;7;7;5;0;0;0;;0;0;0;;0;0;
6;ADD02;4;20;;8;7;4;0;0;0;;0;0;0;;0;0;
6;ADD02;8;28;;9;7;8;0;0;0;;0;0;0;;0;0;
6;ADD02;1;29;;10;7;1;0;0;0;;0;0;0;;0;0;
3;WRI02;9;2;;0;0;;0;0;0;;0;11;7;9;0;0;
6;ADD01;2;2;4;6;6;2;0;0;0;;0;0;0;;0;0;
6;ADD02;6;10;;7;6;6;0;0;0;;0;0;0;;0;0;
6;ADD02;1;11;;8;6;1;0;0;0;;0;0;0;;0;0;
6;ADD02;6;17;;9;6;6;0;0;0;;0;0;0;;0;0;
6;ADD02;2;19;;10;6;2;0;0;0;;0;0;0;;0;0;
3;WRI02;9;1;;0;0;;0;0;0;;0;11;6;9;0;0;
