9;TIT11;3500;85;10;0;0;;0;0;0;;0;0;0;;0;0;
3;WRI00;;;;0;0;;0;0;0;;0;0;0;1;0;5;85
9;WRI00;;;;0;0;;0;0;0;;0;1;0;2;0;0;
7;ADD01;5;5;10;0;5;5;0;0;5;5;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;1;5;0;0;0;
7;ADD01;8;1;9;0;4;8;0;0;0;;0;0;0;;0;0;
3;ADD02;8;17;;0;4;8;0;0;0;;0;1;4;17;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;2;0;3;0;0;
7;ADD01;5;0;5;0;5;5;0;1;5;0;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;2;5;5;0;0;
7;ADD01;8;7;15;0;4;8;0;1;4;7;0;0;0;;0;0;
4;WRI02;5;1;;0;0;;0;0;0;;0;2;4;5;0;0;
3;ADD01;1;1;2;1;3;1;0;0;0;;0;2;3;2;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;3;0;4;0;0;
7;ADD01;5;5;10;0;5;5;0;2;5;5;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;3;5;0;0;0;
7;ADD01;8;1;9;0;4;8;0;0;0;;0;0;0;;0;0;
7;ADD02;5;14;;2;4;5;0;0;0;;0;0;0;;0;0;
4;WRI02;4;1;;0;0;;0;0;0;;0;3;4;4;0;0;
3;ADD01;2;1;3;2;3;2;0;0;0;;0;3;3;3;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;4;0;5;0;0;
7;ADD01;5;0;5;0;5;5;0;3;5;0;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;4;5;5;0;0;
7;ADD01;8;4;12;0;4;8;0;3;4;4;0;0;0;;0;0;
4;WRI02;2;1;;0;0;;0;0;0;;0;4;4;2;0;0;
3;ADD01;3;1;4;3;3;3;0;0;0;;0;4;3;4;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;5;0;6;0;0;
7;ADD01;5;5;10;0;5;5;0;4;5;5;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;5;5;0;0;0;
7;ADD01;8;1;9;0;4;8;0;0;0;;0;0;0;;0;0;
7;ADD02;2;11;;4;4;2;0;0;0;;0;0;0;;0;0;
4;WRI02;1;1;;0;0;;0;0;0;;0;5;4;1;0;0;
3;ADD01;4;1;5;4;3;4;0;0;0;;0;5;3;5;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;6;0;7;0;0;
7;ADD01;5;0;5;0;5;5;0;5;5;0;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;6;5;5;0;0;
7;ADD01;8;1;9;0;4;8;0;5;4;1;0;0;0;;0;0;
4;WRI03;9;0;;0;0;;0;0;0;;0;6;4;9;0;0;
3;WRI04;5;;;5;3;5;0;0;0;;0;6;3;5;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;7;0;8;0;0;
7;ADD01;5;5;10;0;5;5;0;6;5;5;0;0;0;;0;0;
4;WRI02;0;1;;0;0;;0;0;0;;0;7;5;0;0;0;
7;ADD01;8;1;9;0;4;8;0;0;0;;0;0;0;;0;0;
7;ADD02;9;18;;6;4;9;0;0;0;;0;0;0;;0;0;
4;WRI02;8;1;;0;0;;0;0;0;;0;7;4;8;0;0;
3;ADD01;5;1;6;6;3;5;0;0;0;;0;7;3;6;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;8;0;9;0;0;
7;ADD01;5;0;5;0;5;5;0;7;5;0;0;0;0;;0;0;
4;WRI03;5;0;;0;0;;0;0;0;;0;8;5;5;0;0;
7;ADD01;8;8;16;0;4;8;0;7;4;8;0;0;0;;0;0;
4;WRI02;6;1;;0;0;;0;0;0;;0;8;4;6;0;0;
3;ADD01;6;1;7;7;3;6;0;0;0;;0;8;3;7;0;0;
1;NXP01;;;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;0;4;3500;0;0;
5;DRA02;;;;0;0;;0;0;0;;0;0;5;;0;6;
5;DRA01;;;;0;0;;0;0;0;;0;0;4;;2;4;
5;WRI00;;;;0;0;;0;0;0;;0;0;6;85;1;6;..
1;HOO01;;;;0;0;;0;0;0;;0;0;1;;0;3;
5;DIV01;350;85;4;0;3;350;0;0;6;85;0;1;5;4;0;0;
5;WRI05;340;;;0;0;;0;0;0;;0;0;0;;0;0;
8;WRI00;;;;0;0;;0;0;0;;0;1;3;340;0;0;
5;DRA02;;;;0;0;;0;0;0;;0;1;1;;1;3;
9;SUB01;0;0;0;0;3;0;0;1;3;0;0;0;0;;0;0;
6;WRI03;0;0;;0;0;;0;0;0;;0;2;3;0;0;0;
9;SUB01;4;1;5;0;2;5;0;1;2;4;0;0;0;;0;0;
6;WRI03;1;0;;0;0;;0;0;0;;0;2;2;1;0;0;
9;SUB01;3;0;3;0;1;3;0;1;1;3;0;0;0;;0;0;
3;WRI03;0;0;;0;0;;0;0;0;;0;2;1;0;0;0;
5;DRA01;;;;0;0;;0;0;0;;0;0;4;;4;4;
3;DIV04;0;;;0;4;0;0;0;0;;0;2;4;0;0;0;
5;DIV01;100;85;1;2;4;100;0;0;6;85;0;1;6;1;0;0;
5;WRI05;85;;;0;0;;0;0;0;;0;0;0;;0;0;
8;WRI00;;;;0;0;;0;0;0;;0;3;4;85;0;0;
5;DRA02;;;;0;0;;0;0;0;;0;3;2;;3;4;
9;SUB01;5;5;10;2;4;0;0;3;4;5;0;0;0;;0;0;
6;WRI02;5;1;;0;0;;0;0;0;;0;4;4;5;0;0;
9;ADD01;8;1;9;3;3;8;0;0;0;;0;0;0;;0;0;
9;SUB02;1;10;;2;3;0;0;0;0;;0;0;0;;0;0;
6;WRI02;1;1;;0;0;;0;0;0;;0;4;3;1;0;0;
0;SUB01;1;0;1;2;2;1;0;0;0;;0;0;0;;0;0;
9;TIT11;24696000;25882;10;0;0;;0;0;0;;0;0;0;;0;0;
3;WRI00;;;;0;0;;0;0;0;;0;0;0;1;0;8;25882
9;WRI00;;;;0;0;;0;0;0;;0;1;0;2;0;0;
7;ADD01;2;2;4;0;8;2;0;0;8;2;0;0;0;;0;0;
4;WRI03;4;0;;0;0;;0;0;0;;0;1;8;4;0;0;
7;ADD01;8;8;16;0;7;8;0;0;7;8;0;0;0;;0;0;
4;WRI02;6;1;;0;0;;0;0;0;;0;1;7;6;0;0;
7;ADD01;8;1;9;0;6;8;0;0;0;;0;0;0;;0;0;
7;ADD02;8;17;;0;6;8;0;0;0;;0;0;0;;0;0;
4;WRI02;7;1;;0;0;;0;0;0;;0;1;6;7;0;0;
7;ADD01;5;1;6;0;5;5;0;0;0;;0;0;0;;0;0;
7;ADD02;5;11;;0;5;5;0;0;0;;0;0;0;;0;0;
4;WRI02;1;1;;0;0;;0;0;0;;0;1;5;1;0;0;
7;ADD01;2;1;3;0;4;2;0;0;0;;0;0;0;;0;0;
3;ADD02;2;5;;0;4;2;0;0;0;;0;1;4;5;0;0;
9;WRI00;;;;0;0;;0;0;0;;0;2;0;3;0;0;
7;ADD01;2;4;6;0;8;2;0;1;8;4;0;0;0;;0;0;
4;WRI03;6;0;;0;0;;0;0;0;;0;2;8;6;0;0;
7;ADD01;8;6;14;0;7;8;0;1;7;6;0;0;0;;0;0;
