9;TIT04;141421356;141421356;10;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;0;18;141421356;1;18;141421356
2;DRA02;;;;0;0;;0;0;0;;0;1;9;;1;18;
6;MUL01;6;6;36;1;18;6;0;0;18;6;0;0;0;;0;0;
5;WRI02;6;3;;0;0;;0;0;0;;0;2;18;6;0;0;
6;MUL01;6;5;30;1;18;6;0;0;17;5;0;0;0;;0;0;
6;ADD02;3;33;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI02;3;3;;0;0;;0;0;0;;0;2;17;3;0;0;
6;MUL01;6;3;18;1;18;6;0;0;16;3;0;0;0;;0;0;
6;ADD02;3;21;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI02;1;2;;0;0;;0;0;0;;0;2;16;1;0;0;
6;MUL01;6;1;6;1;18;6;0;0;15;1;0;0;0;;0;0;
6;ADD02;2;8;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI03;8;0;;0;0;;0;0;0;;0;2;15;8;0;0;
6;MUL01;6;2;12;1;18;6;0;0;14;2;0;0;0;;0;0;
5;WRI02;2;1;;0;0;;0;0;0;;0;2;14;2;0;0;
6;MUL01;6;4;24;1;18;6;0;0;13;4;0;0;0;;0;0;
6;ADD02;1;25;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI02;5;2;;0;0;;0;0;0;;0;2;13;5;0;0;
6;MUL01;6;1;6;1;18;6;0;0;12;1;0;0;0;;0;0;
6;ADD02;2;8;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI03;8;0;;0;0;;0;0;0;;0;2;12;8;0;0;
6;MUL01;6;4;24;1;18;6;0;0;11;4;0;0;0;;0;0;
5;WRI02;4;2;;0;0;;0;0;0;;0;2;11;4;0;0;
6;MUL01;6;1;6;1;18;6;0;0;10;1;0;0;0;;0;0;
6;ADD02;2;8;;0;0;;0;0;0;;0;0;0;;0;0;
3;WRI00;;;;0;0;;0;0;0;;0;2;10;8;0;0;
5;WRI00;;;;0;0;;0;0;0;;0;3;18;.;0;0;
6;MUL01;5;6;30;1;17;5;0;0;18;6;0;0;0;;0;0;
5;WRI02;0;3;;0;0;;0;0;0;;0;3;17;0;0;0;
6;MUL01;5;5;25;1;17;5;0;0;17;5;0;0;0;;0;0;
6;ADD02;3;28;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI02;8;2;;0;0;;0;0;0;;0;3;16;8;0;0;
6;MUL01;5;3;15;1;17;5;0;0;16;3;0;0;0;;0;0;
6;ADD02;2;17;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI02;7;1;;0;0;;0;0;0;;0;3;15;7;0;0;
6;MUL01;5;1;5;1;17;5;0;0;15;1;0;0;0;;0;0;
6;ADD02;1;6;;0;0;;0;0;0;;0;0;0;;0;0;
5;WRI03;6;0;;0;0;;0;0;0;;0;3;14;6;0;0;
