Siebel Enterprise Applications Siebel Server Manager, Version 8.1.1.11 [23030] LANG_INDEPENDENT 
Copyright (c) 1994-2012, Oracle. All rights reserved.

The Programs (which include both the software and documentation) contain
proprietary information; they are provided under a license agreement containing
restrictions on use and disclosure and are also protected by copyright, patent,
and other intellectual and industrial property laws. Reverse engineering,
disassembly, or decompilation of the Programs, except to the extent required to
obtain interoperability with other independently created software or as specified
by law, is prohibited.

Oracle, JD Edwards, PeopleSoft, and Siebel are registered trademarks of
Oracle Corporation and/or its affiliates. Other names may be trademarks
of their respective owners.

If you have received this software in error, please notify Oracle Corporation
immediately at 1.800.ORACLE1.

Type "help" for list of commands, "help <topic>" for detailed help

Connected to 12 server(s) out of a total of 12 server(s) in the enterprise

srvrmgr> load preferences
File: /foobar/siebel/81/siebsrvr/bin/.Siebel_svrmgr.pref

srvrmgr> list comp

SV_NAME     |CC_ALIAS         |CC_NAME                                    |CT_ALIAS   |CG_ALIAS |CC_RUNMODE |CP_DISP_RUN_STATE|CP_STARTMODE|CP_NUM_RUN_TASKS|CP_MAX_TASKS|CP_ACTV_MTS_PROCS|CP_MAX_MTS_PROCS|CP_START_TIME      |CP_END_TIME        |CP_STATUS|CC_INCARN_NO|CC_DESC_TEXT|
Set Parentemail status                                                      |Background                     |Set Parentemail status                                       |Set Parentemail status Service                                                                                                                                                                                                                             |
Signal Modify Service                                                       |Batch                          |Signal Modify Service                                        |Signal Modify Service Service                                                                                                                                                                                                                              |
Signal Modify Service                                                       |Background                     |Signal Modify Service                                        |Signal Modify Service Service                                                                                                                                                                                                                              |
Smart Answer Client                                                         |Batch                          |Smart Answer Client                                          |Smart Answer Client Service                                                                                                                                                                                                                                |
Smart Answer Client                                                         |Background                     |Smart Answer Client                                          |Smart Answer Client Service                                                                                                                                                                                                                                |
Smart Script Execution Cleanup                                              |Batch                          |Smart Script Execution Cleanup                               |Smart Script Execution Cleanup Service                                                                                                                                                                                                                     |
Smart Script Execution Cleanup                                              |Background                     |Smart Script Execution Cleanup                               |Smart Script Execution Cleanup Service                                                                                                                                                                                                                     |
Source Code Lookup                                                          |Batch                          |Source Code Lookup                                           |Source Code Lookup Service                                                                                                                                                                                                                                 |
Source Code Lookup                                                          |Background                     |Source Code Lookup                                           |Source Code Lookup Service                                                                                                                                                                                                                                 |
SrchFileSrvr                                                                |Batch                          |SrchFileSrvr                                                 |SrchFileSrvr Service                                                                                                                                                                                                                                       |
SrchFileSrvr                                                                |Background                     |SrchFileSrvr                                                 |SrchFileSrvr Service                                                                                                                                                                                                                                       |
SRM Tester 1                                                                |Batch                          |SrmTst1                                                      |Server Request Manager Test Component 1                                                                                                                                                                                                                    |
SRM Tester 2                                                                |Batch                          |SrmTst2                                                      |Server Request Manager Test Component 2                                                                                                                                                                                                                    |
SRM Tester 3                                                                |Batch                          |SrmTst3                                                      |Server Request Manager Test Component 3                                                                                                                                                                                                                    |
SRM Tester 4                                                                |Batch                          |SrmTst4                                                      |Server Request Manager Test Component 4                                                                                                                                                                                                                    |
Synchronization Manager                                                     |Interactive                    |SynchMgr                                                     |Services Siebel Remote synchronization clients                                                                                                                                                                                                             |
TNT SHM Event Template Copy Service                                         |Batch                          |TNT SHM Event Template Copy Service                          |TNT SHM Event Template Copy Service Service                                                                                                                                                                                                                |
TNT SHM Event Template Copy Service                                         |Background                     |TNT SHM Event Template Copy Service                          |TNT SHM Event Template Copy Service Service                                                                                                                                                                                                                |
TNT SHM Quote Service                                                       |Batch                          |TNT SHM Quote Service                                        |TNT SHM Quote Service Service                                                                                                                                                                                                                              |
TNT SHM Quote Service                                                       |Background                     |TNT SHM Quote Service                                        |TNT SHM Quote Service Service                                                                                                                                                                                                                              |
TNT SHM Revenue Service                                                     |Batch                          |TNT SHM Revenue Service                                      |TNT SHM Revenue Service Service                                                                                                                                                                                                                            |
TNT SHM Revenue Service                                                     |Background                     |TNT SHM Revenue Service                                      |TNT SHM Revenue Service Service                                                                                                                                                                                                                            |
Target List Service                                                         |Batch                          |Target List Service                                          |Target List Service Service                                                                                                                                                                                                                                |
Target List Service                                                         |Background                     |Target List Service                                          |Target List Service Service                                                                                                                                                                                                                                |
Task Log Cleanup Service                                                    |Batch                          |Task Log Cleanup Service                                     |Task Log Cleanup Service Service                                                                                                                                                                                                                           |
Task Log Cleanup Service                                                    |Background                     |Task Log Cleanup Service                                     |Task Log Cleanup Service Service                                                                                                                                                                                                                           |
Test Utilities                                                              |Batch                          |Test Utilities                                               |Test Utilities Service                                                                                                                                                                                                                                     |
Test Utilities                                                              |Background                     |Test Utilities                                               |Test Utilities Service                                                                                                                                                                                                                                     |
Test Data Access                                                            |Batch                          |TestDataAccess                                               |Component used for testing SCF data access layer.                                                                                                                                                                                                          |
Test Data Access                                                            |Background                     |TestDataAccess                                               |Component used for testing SCF data access layer.                                                                                                                                                                                                          |
Test SCF Data Access Performance                                            |Batch                          |TestDataAccessPerf                                           |Component used for testing SCF data access layer performance.                                                                                                                                                                                              |
Test SCF Event Facility                                                     |Batch                          |TestEventFacility                                            |Component used for testing SCF event facility and its performance.                                                                                                                                                                                         |
Request MT Test Server                                                      |Batch                          |TestMTReq                                                    |Component used for testing Multi-threaded Request Mode Server                                                                                                                                                                                              |
Multithreaded Test Server                                                   |Batch                          |TestMTSrvr                                                   |Component used for testing Multithreaded Server                                                                                                                                                                                                            |
Multithreaded Test Server                                                   |Interactive                    |TestMTSrvr                                                   |Component used for testing Multithreaded Server                                                                                                                                                                                                            |
Request Test Server                                                         |Batch                          |TestReq                                                      |Component used for testing Request Mode Server                                                                                                                                                                                                             |
Test SCF Facilities                                                         |Batch                          |TestScfFacilities                                            |Component used for testing new SCF facilities.                                                                                                                                                                                                             |
Test SCF Facilities                                                         |Background                     |TestScfFacilities                                            |Component used for testing new SCF facilities.                                                                                                                                                                                                             |
Session Test Server                                                         |Interactive                    |TestSess                                                     |Component used for testing Session Mode Server                                                                                                                                                                                                             |
Test Server                                                                 |Batch                          |TestSrvr                                                     |Component used for testing Client Administration                                                                                                                                                                                                           |
Test Server                                                                 |Background                     |TestSrvr                                                     |Component used for testing Client Administration                                                                                                                                                                                                           |
Transaction Merger                                                          |Background                     |TxnMerge                                                     |Merges transactions from Siebel Remote clients                                                                                                                                                                                                             |
Transaction Processor                                                       |Background                     |TxnProc                                                      |Prepares the transaction log for the Transaction Router                                                                                                                                                                                                    |
Transaction Router                                                          |Background                     |TxnRoute                                                     |Routes visible transactions to Siebel Remote clients                                                                                                                                                                                                       |
UDA Service                                                                 |Batch                          |UDA Service                                                  |UDA Service Service                                                                                                                                                                                                                                        |
UDA Service                                                                 |Background                     |UDA Service                                                  |UDA Service Service                                                                                                                                                                                                                                        |
Universal Data Cleansing Service                                            |Batch                          |Universal Data Cleansing Service                             |Universal Data Cleansing Service Service                                                                                                                                                                                                                   |
Universal Data Cleansing Service                                            |Background                     |Universal Data Cleansing Service                             |Universal Data Cleansing Service Service                                                                                                                                                                                                                   |
UoM Conversion Business Service                                             |Batch                          |UoM Conversion Business Service                              |UoM Conversion Business Service Service                                                                                                                                                                                                                    |
UoM Conversion Business Service                                             |Background                     |UoM Conversion Business Service                              |UoM Conversion Business Service Service                                                                                                                                                                                                                    |
Update Manager                                                              |Batch                          |UpdateMgr                                                    |Server component that will update DNB and List Management                                                                                                                                                                                                  |
Upgrade Kit Wizard OMSV                                                     |Batch                          |Upgrade Kit Wizard OMSV                                      |Upgrade Kit Wizard OMSV Service                                                                                                                                                                                                                            |
Upgrade Kit Wizard OMSV                                                     |Background                     |Upgrade Kit Wizard OMSV                                      |Upgrade Kit Wizard OMSV Service                                                                                                                                                                                                                            |
Workflow Action Agent                                                       |Background                     |WorkActn                                                     |Executes actions for pre-defined events                                                                                                                                                                                                                    |
Workflow Monitor Agent                                                      |Background                     |WorkMon                                                      |Monitors the database for pre-defined events                                                                                                                                                                                                               |
Workflow Process Manager                                                    |Batch                          |Workflow Process Manager                                     |Workflow Process Manager Service                                                                                                                                                                                                                           |
Workflow Process Manager                                                    |Background                     |Workflow Process Manager                                     |Workflow Process Manager Service                                                                                                                                                                                                                           |
Workflow Recovery Manager                                                   |Batch                          |Workflow Recovery Manager                                    |Workflow Recovery Manager Service                                                                                                                                                                                                                          |
Workflow Recovery Manager                                                   |Background                     |Workflow Recovery Manager                                    |Workflow Recovery Manager Service                                                                                                                                                                                                                          |
XMLP Driver Service                                                         |Batch                          |XMLP Driver Service                                          |XMLP Driver Service Service                                                                                                                                                                                                                                |
XMLP Driver Service                                                         |Background                     |XMLP Driver Service                                          |XMLP Driver Service Service                                                                                                                                                                                                                                |
eAuto VDS Accessorization Utility Service                                   |Batch                          |eAuto VDS Accessorization Utility Service                    |eAuto VDS Accessorization Utility Service Service                                                                                                                                                                                                          |
eAuto VDS Accessorization Utility Service                                   |Background                     |eAuto VDS Accessorization Utility Service                    |eAuto VDS Accessorization Utility Service Service                                                                                                                                                                                                          |

302 rows returned.

srvrmgr> list params

PA_ALIAS                             |PA_VALUE                                                                                                                                                                                                                                                       |PA_DATATYPE|PA_SCOPE |PA_SUBSYSTEM                  |PA_SETLEVEL     |PA_DISP_SETLEVEL    |PA_EFF_NEXT_TASK|PA_EFF_CMP_RSTRT|PA_EFF_SRVR_RSTRT|PA_REQ_COMP_RCFG|PA_NAME                                                               |
-------------------------------------  --------------------------------------------------------------------------------------------------------------------  -----------  ---------  ------------------------------  ----------------  --------------------  ----------------  ----------------  -----------------  ----------------  ----------------------------------------------------------------------  
ActivityId                           |                                                                                                                                                                                                                                                               |String     |Subsystem|Communications Outbound Manage|Never set       |Never set           |N               |N               |N                |N               |Activity Id                                                           |
ActuateReportCastDomain              |                                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Actuate Reports|Never set       |Never set           |Y               |N               |N                |N               |Actuate Report Cast Domain                                            |
ActuateReportCastLang                |PTB                                                                                                                                                                                                                                                            |String     |Subsystem|Infrastructure Actuate Reports|Server level    |Server level set    |Y               |N               |N                |N               |Actuate Server Report Cast Language                                   |
AddressList                          |                                                                                                                                                                                                                                                               |String     |Subsystem|Communications Outbound Manage|Never set       |Never set           |N               |N               |N                |N               |Address List                                                          |
AnonymousQuote                       |FALSE                                                                                                                                                                                                                                                          |String     |Subsystem|Infrastructure Shopping Servic|Default value   |Default value       |Y               |N               |N                |N               |AnonymousQuote                                                        |
AppendOrigMsg                        |                                                                                                                                                                                                                                                               |String     |Subsystem|Communications Outbound Manage|Never set       |Never set           |N               |N               |N                |N               |Append Original Message                                               |
AssetBasedOrderingEnabled            |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Object Manager                |Default value   |Default value       |Y               |N               |N                |N               |Order Management - Enable Asset Based Ordering                        |
AttachFileList                       |                                                                                                                                                                                                                                                               |String     |Subsystem|Communications Outbound Manage|Never set       |Never set           |N               |N               |N                |N               |Attachment File List                                                  |
AttachNameList                       |                                                                                                                                                                                                                                                               |String     |Subsystem|Communications Outbound Manage|Never set       |Never set           |N               |N               |N                |N               |Attachment Name List                                                  |
BizRuleUseLIC                        |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Rules Engine                  |Default value   |Default value       |Y               |N               |N                |N               |Use LIC for Business Rules                                            |
BusObjCacheSize                      |0                                                                                                                                                                                                                                                              |Integer    |Subsystem|EAI                           |Never set       |Never set           |Y               |N               |N                |N               |Business Object Cache Size                                            |
BusinessServiceQueryAccessList       |YOL CPF Validation Service,YOL Contact Unique Key Validation Service,YOL Responsability Validation Service,YOL Tier Info,YOL Minus Purchase Validation Service,YOL Transaction Date Validation,YOL Transaction Date Validation,YOL Validation CPF BS,YOL Portal|String     |Subsystem|Object Manager                |Enterprise level|Enterprise level set|N               |N               |N                |N               |Business Service Query Access List                                    |
CACertFileName                       |                                                                                                                                                                                                                                                               |String     |Subsystem|Networking                    |Never set       |Never set           |N               |N               |Y                |N               |CA certificate file name                                              |
CFGAccessDir                         |\sea\access                                                                                                                                                                                                                                                    |String     |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Access Directory                                          |
CFGClientRootDir                     |/foobar/siebel/81/siebsrvr                                                                                                                                                                                                                                     |String     |Subsystem|Infrastructure Objmgr configur|Server level    |Server level set    |Y               |N               |N                |N               |Application Client Rootdir                                            |
CFGCorrespODBCDatasource             |Siebel Reports: Access                                                                                                                                                                                                                                         |String     |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Correspondence ODBC datasource                            |
CFGDatasource                        |ServerDataSrc                                                                                                                                                                                                                                                  |String     |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Datasource                                                |
CFGDocumentIntegrator                |Microsoft Office                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Document Integrator                                       |
CFGEnableBizRule                     |True                                                                                                                                                                                                                                                           |Boolean    |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Enable Business Rule modules                                          |
CFGEnableMsgBrdcstCache              |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Enable Message Broadcast Cache                            |
CFGEnableOLEAutomation               |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Infrastructure Objmgr configur|Server level    |Server level set    |Y               |N               |N                |N               |Application OLE Automated Flag                                        |
CFGEnableScripting                   |True                                                                                                                                                                                                                                                           |Boolean    |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Scripting Enabled                                         |
CFGEnableTrainingQueue               |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Enable Training Queue                                     |
CFGJTCHelpURL                        |                                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Objmgr configur|Never set       |Never set           |Y               |N               |N                |N               |Application JTC HELP URL                                              |
CFGJseCorbaConnector                 |                                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Objmgr configur|Never set       |Never set           |Y               |N               |N                |N               |Application JSE Corba Connector Dll                                   |
CFGMsgBrdcstCacheSize                |100                                                                                                                                                                                                                                                            |Integer    |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Message Broadcast Cache Size                              |
CFGOLEAutomationDLL                  |libsscfole.so                                                                                                                                                                                                                                                  |String     |Subsystem|Infrastructure Objmgr configur|Server level    |Server level set    |Y               |N               |N                |N               |Application OLE Automation DLL                                        |
CFGReportsDir                        |                                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Objmgr configur|Never set       |Never set           |Y               |N               |N                |N               |Application Reports Directory                                         |
CFGScriptingDLL                      |sscfjs.so                                                                                                                                                                                                                                                      |String     |Subsystem|Infrastructure Objmgr configur|Server level    |Server level set    |Y               |N               |N                |N               |Application Scripting Dll                                             |
CFGServerODBCDatasource              |                                                                                                                                                                                                                                                               |String     |Subsystem|Infrastructure Objmgr configur|Never set       |Never set           |Y               |N               |N                |N               |Application Server ODBC datasource                                    |
CFGShowMessageBar                    |User Enable                                                                                                                                                                                                                                                    |String     |Subsystem|Infrastructure Objmgr configur|Default value   |Default value       |Y               |N               |N                |N               |Application Message Bar Flag                                          |
CacheCategoryId                      |False                                                                                                                                                                                                                                                          |Boolean    |Subsystem|Categorization Manager        |Default value   |Default value       |N               |N               |N                |N               |Cache Category ID                                                     |
CatMgrType                           |Master                                                                                                                                                                                                                                                         |String     |Subsystem|Categorization Manager        |Default value   |Default value       |N               |N               |N                |N               |Categorization Manager Type                                           |
